id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
15001,Abegondo,2020-11-01,146,156,0.06,30718.46,31383.40,0.02
15002,Ames,2020-11-01,337,486,0.31,46273.03,71599.85,0.35
15003,Aranga,2020-11-01,53,53,0.00,8768.42,8768.42,0.00
15004,Ares,2020-11-01,12,232,0.95,782.05,39548.84,0.98
15005,Arteixo,2020-11-01,323,891,0.64,45639.22,116046.82,0.61
15006,Arzúa,2020-11-01,108,170,0.36,16853.90,25661.96,0.34
15007,A Baña,2020-11-01,123,147,0.16,20708.12,25187.26,0.18
15008,Bergondo,2020-11-01,99,357,0.72,10865.01,80340.12,0.86
15009,Betanzos,2020-11-01,100,273,0.63,13566.03,33720.22,0.60
15010,Boimorto,2020-11-01,29,29,0.00,7583.48,7583.48,0.00
15011,Boiro,2020-11-01,218,316,0.31,31455.09,44980.12,0.30
15012,Boqueixón,2020-11-01,44,44,0.00,9409.65,9409.65,0.00
15013,Brión,2020-11-01,136,168,0.19,22485.60,30130.84,0.25
15014,Cabana de Bergantiños,2020-11-01,284,286,0.01,53744.47,54230.91,0.01
15015,Cabanas,2020-11-01,90,124,0.27,17577.01,23882.93,0.26
15016,Camariñas,2020-11-01,342,471,0.27,32881.16,51073.56,0.36
15017,Cambre,2020-11-01,264,424,0.38,52506.44,70842.33,0.26
15018,A Capela,2020-11-01,73,73,0.00,5816.47,5816.47,0.00
15019,Carballo,2020-11-01,220,600,0.63,67095.28,123176.25,0.46
15020,Carnota,2020-11-01,298,303,0.02,40036.32,40537.35,0.01
15021,Carral,2020-11-01,109,168,0.35,12238.00,24058.08,0.49
15022,Cedeira,2020-11-01,185,325,0.43,25551.80,40377.40,0.37
15023,Cee,2020-11-01,329,398,0.17,37816.86,47380.20,0.20
15024,Cerceda,2020-11-01,37,90,0.59,3442.57,17424.83,0.80
15025,Cerdido,2020-11-01,6,6,0.00,1154.37,1154.37,0.00
15027,Coirós,2020-11-01,44,52,0.15,11675.51,13353.72,0.13
15028,Corcubión,2020-11-01,85,110,0.23,6015.12,8654.38,0.30
15029,Coristanco,2020-11-01,103,134,0.23,20234.57,26427.20,0.23
15030,A Coruña,2020-11-01,24,2982,0.99,2090.22,295457.58,0.99
15031,Culleredo,2020-11-01,176,518,0.66,18741.72,77682.93,0.76
15032,Curtis,2020-11-01,174,255,0.32,15992.12,33564.66,0.52
15033,Dodro,2020-11-01,140,146,0.04,19052.66,20052.45,0.05
15034,Dumbría,2020-11-01,262,262,0.00,23276.55,23276.55,0.00
15035,Fene,2020-11-01,55,229,0.76,6131.55,42867.81,0.86
15036,Ferrol,2020-11-01,446,1198,0.63,42709.07,156671.09,0.73
15037,Fisterra,2020-11-01,198,307,0.36,21608.94,30597.68,0.29
15038,Frades,2020-11-01,34,82,0.59,4855.36,20026.33,0.76
15039,Irixoa,2020-11-01,28,29,0.03,6089.43,6551.47,0.07
15040,Laxe,2020-11-01,173,240,0.28,22963.75,31402.21,0.27
15041,A Laracha,2020-11-01,370,489,0.24,45985.27,63587.07,0.28
15042,Lousame,2020-11-01,170,170,0.00,27407.15,27407.15,0.00
15043,Malpica de Bergantiños,2020-11-01,361,448,0.19,58472.20,66032.71,0.11
15044,Mañón,2020-11-01,151,193,0.22,13947.05,19169.29,0.27
15045,Mazaricos,2020-11-01,475,494,0.04,54205.59,63428.97,0.15
15046,Melide,2020-11-01,231,394,0.41,28840.24,51300.21,0.44
15047,Mesía,2020-11-01,135,135,0.00,7692.08,7692.08,0.00
15048,Miño,2020-11-01,134,224,0.40,16987.72,35696.42,0.52
15049,Moeche,2020-11-01,18,30,0.40,2133.41,4196.13,0.49
15050,Monfero,2020-11-01,112,112,0.00,22287.58,22287.58,0.00
15051,Mugardos,2020-11-01,55,167,0.67,5732.58,30578.01,0.81
15052,Muxía,2020-11-01,420,477,0.12,46735.56,51575.76,0.09
15053,Muros,2020-11-01,330,399,0.17,45008.14,51822.68,0.13
15054,Narón,2020-11-01,167,695,0.76,12496.63,93820.24,0.87
15055,Neda,2020-11-01,61,112,0.46,7649.06,19799.18,0.61
15056,Negreira,2020-11-01,1,169,0.99,35.96,25762.38,1.00
15057,Noia,2020-11-01,137,284,0.52,15068.00,32755.51,0.54
15058,Oleiros,2020-11-01,223,1168,0.81,16137.60,202468.66,0.92
15059,Ordes,2020-11-01,95,194,0.51,19932.65,37168.16,0.46
15060,Oroso,2020-11-01,76,144,0.47,12038.76,21108.24,0.43
15061,Ortigueira,2020-11-01,389,448,0.13,54485.51,60563.48,0.10
15062,Outes,2020-11-01,69,121,0.43,14349.38,25587.59,0.44
