id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
30001,Abanilla,2020-11-01,137,371,0.63,52273.96,22266.49,0.57
30002,Abarán,2020-11-01,70,247,0.72,32376.47,8627.40,0.73
30003,Águilas,2020-11-01,414,950,0.56,149209.82,60785.09,0.59
30004,Albudeite,2020-11-01,19,94,0.80,9941.79,1016.72,0.90
30005,Alcantarilla,2020-11-01,112,512,0.78,83332.06,14569.70,0.83
30006,Aledo,2020-11-01,26,76,0.66,8008.08,2450.92,0.69
30007,Alguazas,2020-11-01,60,172,0.65,30040.48,8533.38,0.72
30008,Alhama de Murcia,2020-11-01,174,740,0.76,129753.83,17819.36,0.86
30009,Archena,2020-11-01,123,482,0.74,73623.73,9978.34,0.86
30010,Beniel,2020-11-01,35,219,0.84,29982.79,5321.62,0.82
30011,Blanca,2020-11-01,25,160,0.84,17376.23,1209.46,0.93
30012,Bullas,2020-11-01,68,381,0.82,71930.46,12714.62,0.82
30013,Calasparra,2020-11-01,105,381,0.72,67128.05,23226.92,0.65
30014,Campos del Río,2020-11-01,11,101,0.89,14355.65,564.09,0.96
30015,Caravaca de la Cruz,2020-11-01,353,515,0.31,80440.70,53385.21,0.34
30016,Cartagena,2020-11-01,1520,6421,0.76,808936.80,177964.54,0.78
30017,Cehegín,2020-11-01,243,667,0.64,91815.88,37095.31,0.60
30018,Ceutí,2020-11-01,31,407,0.92,63433.77,2295.75,0.96
30019,Cieza,2020-11-01,53,395,0.87,66255.19,7364.82,0.89
30020,Fortuna,2020-11-01,128,362,0.65,73129.05,32418.04,0.56
30021,Fuente Álamo de Murcia,2020-11-01,518,879,0.41,158153.24,105399.15,0.33
30022,Jumilla,2020-11-01,142,378,0.62,66713.89,20123.59,0.70
30023,Librilla,2020-11-01,54,214,0.75,26291.85,7320.89,0.72
30024,Lorca,2020-11-01,826,2123,0.61,228972.45,75235.74,0.67
30025,Lorquí,2020-11-01,99,375,0.74,70764.79,15911.65,0.78
30026,Mazarrón,2020-11-01,643,1526,0.58,237259.65,68613.53,0.71
30027,Molina de Segura,2020-11-01,600,1597,0.62,372643.65,121066.24,0.68
30028,Moratalla,2020-11-01,255,461,0.45,46366.13,25225.09,0.46
30029,Mula,2020-11-01,104,478,0.78,64157.20,12341.46,0.81
30030,Murcia,2020-11-01,3924,9428,0.58,1544263.63,640196.78,0.59
30031,Ojós,2020-11-01,5,32,0.84,2877.68,228.20,0.92
30032,Pliego,2020-11-01,24,219,0.89,21609.84,1500.38,0.93
30033,Puerto Lumbreras,2020-11-01,74,407,0.82,59383.05,6746.10,0.89
30034,Ricote,2020-11-01,13,98,0.87,8764.29,625.14,0.93
30035,San Javier,2020-11-01,288,1131,0.75,199427.11,34047.66,0.83
30036,San Pedro del Pinatar,2020-11-01,119,774,0.85,146125.17,20881.53,0.86
30037,Torre Pacheco,2020-11-01,320,2030,0.84,289209.73,32640.96,0.89
30038,Las Torres de Cotillas,2020-11-01,148,576,0.74,128748.81,25540.54,0.80
30039,Totana,2020-11-01,216,612,0.65,97098.19,27967.28,0.71
30040,Ulea,2020-11-01,14,64,0.78,5129.00,475.94,0.91
30041,La Unión,2020-11-01,183,685,0.73,78105.30,18559.88,0.76
30042,Villanueva del Río Segura,2020-11-01,30,117,0.74,14194.56,2287.35,0.84
30043,Yecla,2020-11-01,259,482,0.46,107776.24,52381.32,0.51
30901,Santomera,2020-11-01,72,400,0.82,63424.68,20898.87,0.67
30902,Los Alcázares,2020-11-01,13,732,0.98,147778.23,1074.78,0.99
