id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
15001,Abegondo,2020-11-01,146,156,0.06,31383.40,30718.46,0.02
15002,Ames,2020-11-01,337,486,0.31,71599.85,46273.03,0.35
15003,Aranga,2020-11-01,53,53,0.00,8768.42,8768.42,0.00
15004,Ares,2020-11-01,12,232,0.95,39548.84,782.05,0.98
15005,Arteixo,2020-11-01,323,891,0.64,116046.82,45639.22,0.61
15006,Arzúa,2020-11-01,108,170,0.36,25661.96,16853.90,0.34
15007,A Baña,2020-11-01,123,147,0.16,25187.26,20708.12,0.18
15008,Bergondo,2020-11-01,99,357,0.72,80340.12,10865.01,0.86
15009,Betanzos,2020-11-01,100,273,0.63,33720.22,13566.03,0.60
15010,Boimorto,2020-11-01,29,29,0.00,7583.48,7583.48,0.00
15011,Boiro,2020-11-01,218,316,0.31,44980.12,31455.09,0.30
15012,Boqueixón,2020-11-01,44,44,0.00,9409.65,9409.65,0.00
15013,Brión,2020-11-01,136,168,0.19,30130.84,22485.60,0.25
15014,Cabana de Bergantiños,2020-11-01,284,286,0.01,54230.91,53744.47,0.01
15015,Cabanas,2020-11-01,90,124,0.27,23882.93,17577.01,0.26
15016,Camariñas,2020-11-01,342,471,0.27,51073.56,32881.16,0.36
15017,Cambre,2020-11-01,264,424,0.38,70842.33,52506.44,0.26
15018,A Capela,2020-11-01,73,73,0.00,5816.47,5816.47,0.00
15019,Carballo,2020-11-01,220,600,0.63,123176.25,67095.28,0.46
15020,Carnota,2020-11-01,298,303,0.02,40537.35,40036.32,0.01
15021,Carral,2020-11-01,109,168,0.35,24058.08,12238.00,0.49
15022,Cedeira,2020-11-01,185,325,0.43,40377.40,25551.80,0.37
15023,Cee,2020-11-01,329,398,0.17,47380.20,37816.86,0.20
15024,Cerceda,2020-11-01,37,90,0.59,17424.83,3442.57,0.80
15025,Cerdido,2020-11-01,6,6,0.00,1154.37,1154.37,0.00
15027,Coirós,2020-11-01,44,52,0.15,13353.72,11675.51,0.13
15028,Corcubión,2020-11-01,85,110,0.23,8654.38,6015.12,0.30
15029,Coristanco,2020-11-01,103,134,0.23,26427.20,20234.57,0.23
15030,A Coruña,2020-11-01,24,2982,0.99,295457.58,2090.22,0.99
15031,Culleredo,2020-11-01,176,518,0.66,77682.93,18741.72,0.76
15032,Curtis,2020-11-01,174,255,0.32,33564.66,15992.12,0.52
15033,Dodro,2020-11-01,140,146,0.04,20052.45,19052.66,0.05
15034,Dumbría,2020-11-01,262,262,0.00,23276.55,23276.55,0.00
15035,Fene,2020-11-01,55,229,0.76,42867.81,6131.55,0.86
15036,Ferrol,2020-11-01,446,1198,0.63,156671.09,42709.07,0.73
15037,Fisterra,2020-11-01,198,307,0.36,30597.68,21608.94,0.29
15038,Frades,2020-11-01,34,82,0.59,20026.33,4855.36,0.76
15039,Irixoa,2020-11-01,28,29,0.03,6551.47,6089.43,0.07
15040,Laxe,2020-11-01,173,240,0.28,31402.21,22963.75,0.27
15041,A Laracha,2020-11-01,370,489,0.24,63587.07,45985.27,0.28
15042,Lousame,2020-11-01,170,170,0.00,27407.15,27407.15,0.00
15043,Malpica de Bergantiños,2020-11-01,361,448,0.19,66032.71,58472.20,0.11
15044,Mañón,2020-11-01,151,193,0.22,19169.29,13947.05,0.27
15045,Mazaricos,2020-11-01,475,494,0.04,63428.97,54205.59,0.15
15046,Melide,2020-11-01,231,394,0.41,51300.21,28840.24,0.44
15047,Mesía,2020-11-01,135,135,0.00,7692.08,7692.08,0.00
15048,Miño,2020-11-01,134,224,0.40,35696.42,16987.72,0.52
15049,Moeche,2020-11-01,18,30,0.40,4196.13,2133.41,0.49
15050,Monfero,2020-11-01,112,112,0.00,22287.58,22287.58,0.00
15051,Mugardos,2020-11-01,55,167,0.67,30578.01,5732.58,0.81
15052,Muxía,2020-11-01,420,477,0.12,51575.76,46735.56,0.09
15053,Muros,2020-11-01,330,399,0.17,51822.68,45008.14,0.13
15054,Narón,2020-11-01,167,695,0.76,93820.24,12496.63,0.87
15055,Neda,2020-11-01,61,112,0.46,19799.18,7649.06,0.61
15056,Negreira,2020-11-01,1,169,0.99,25762.38,35.96,1.00
15057,Noia,2020-11-01,137,284,0.52,32755.51,15068.00,0.54
15058,Oleiros,2020-11-01,223,1168,0.81,202468.66,16137.60,0.92
15059,Ordes,2020-11-01,95,194,0.51,37168.16,19932.65,0.46
15060,Oroso,2020-11-01,76,144,0.47,21108.24,12038.76,0.43
15061,Ortigueira,2020-11-01,389,448,0.13,60563.48,54485.51,0.10
15062,Outes,2020-11-01,69,121,0.43,25587.59,14349.38,0.44
15064,Paderne,2020-11-01,78,115,0.32,22671.61,16598.41,0.27
15065,Padrón,2020-11-01,200,251,0.20,37597.20,33067.09,0.12
15066,O Pino,2020-11-01,119,146,0.18,26289.64,20365.36,0.23
15067,A Pobra do Caramiñal,2020-11-01,191,308,0.38,38312.73,17061.99,0.55
15068,Ponteceso,2020-11-01,406,468,0.13,74562.91,64902.63,0.13
15069,Pontedeume,2020-11-01,94,189,0.50,22508.01,11290.33,0.50
15070,As Pontes de García Rodríguez,2020-11-01,162,330,0.51,45516.35,15487.22,0.66
15071,Porto do Son,2020-11-01,161,250,0.36,37622.50,27566.78,0.27
15072,Rianxo,2020-11-01,284,337,0.16,68611.70,60883.94,0.11
15073,Ribeira,2020-11-01,224,569,0.61,80927.71,26721.13,0.67
15074,Rois,2020-11-01,161,162,0.01,27565.57,27503.90,0.00
15075,Sada,2020-11-01,153,367,0.58,74692.84,32035.49,0.57
15076,San Sadurniño,2020-11-01,13,14,0.07,3062.52,2193.37,0.28
15077,Santa Comba,2020-11-01,283,318,0.11,48553.16,41486.59,0.15
15078,Santiago de Compostela,2020-11-01,361,2137,0.83,290634.67,36757.57,0.87
15079,Santiso,2020-11-01,29,29,0.00,4617.95,4617.95,0.00
15080,Sobrado,2020-11-01,210,210,0.00,23732.62,23732.62,0.00
15081,As Somozas,2020-11-01,23,25,0.08,3501.00,2751.19,0.21
15082,Teo,2020-11-01,150,217,0.31,37076.14,23375.52,0.37
15083,Toques,2020-11-01,100,100,0.00,12199.72,12199.72,0.00
15084,Tordoia,2020-11-01,42,42,0.00,8785.63,8785.63,0.00
15085,Touro,2020-11-01,79,85,0.07,17419.11,16398.31,0.06
15086,Trazo,2020-11-01,61,63,0.03,9758.48,8930.15,0.08
15087,Valdoviño,2020-11-01,89,113,0.21,38120.13,27882.95,0.27
15088,Val do Dubra,2020-11-01,92,111,0.17,23757.84,20523.16,0.14
15089,Vedra,2020-11-01,135,140,0.04,37899.35,35466.60,0.06
15090,Vilasantar,2020-11-01,120,122,0.02,12575.42,11769.43,0.06
15091,Vilarmaior,2020-11-01,12,12,0.00,1452.87,1452.87,0.00
15092,Vimianzo,2020-11-01,434,459,0.05,69526.26,64378.78,0.07
15093,Zas,2020-11-01,205,216,0.05,23246.23,21574.69,0.07
15901,Cariño,2020-11-01,98,184,0.47,27532.09,15472.05,0.44
15902,Oza-Cesuras,2020-11-01,92,107,0.14,16705.40,13689.19,0.18
27001,Abadín,2020-11-01,41,47,0.13,9402.18,7710.30,0.18
27002,Alfoz,2020-11-01,52,52,0.00,9493.36,9493.36,0.00
27003,Antas de Ulla,2020-11-01,227,243,0.07,38887.60,34969.89,0.10
27004,Baleira,2020-11-01,245,252,0.03,31820.93,30844.41,0.03
27005,Barreiros,2020-11-01,58,84,0.31,17495.52,9864.78,0.44
27006,Becerreá,2020-11-01,301,345,0.13,49191.58,39977.06,0.19
27007,Begonte,2020-11-01,103,112,0.08,18600.00,16446.56,0.12
27008,Bóveda,2020-11-01,143,160,0.11,21965.71,19288.15,0.12
27009,Carballedo,2020-11-01,413,413,0.00,48823.77,48823.77,0.00
27010,Castro de Rei,2020-11-01,488,506,0.04,59397.07,56229.74,0.05
27011,Castroverde,2020-11-01,399,411,0.03,54456.94,52563.66,0.03
27012,Cervantes,2020-11-01,367,375,0.02,44402.04,43071.91,0.03
27013,Cervo,2020-11-01,54,138,0.61,18099.54,6415.13,0.65
27014,O Corgo,2020-11-01,461,473,0.03,62507.63,59527.30,0.05
27015,Cospeito,2020-11-01,82,108,0.24,25598.16,19480.66,0.24
27016,Chantada,2020-11-01,663,721,0.08,86527.75,77283.19,0.11
27017,Folgoso do Courel,2020-11-01,375,375,0.00,33056.50,33056.50,0.00
27018,A Fonsagrada,2020-11-01,482,515,0.06,64451.23,58645.94,0.09
27019,Foz,2020-11-01,74,188,0.61,33348.44,10804.16,0.68
27020,Friol,2020-11-01,86,106,0.19,18109.68,15155.25,0.16
27021,Xermade,2020-11-01,62,63,0.02,7819.50,7744.02,0.01
27022,Guitiriz,2020-11-01,458,540,0.15,67757.59,53894.21,0.20
27023,Guntín,2020-11-01,96,101,0.05,30183.03,28902.34,0.04
27024,O Incio,2020-11-01,333,338,0.01,36861.87,36004.54,0.02
27025,Xove,2020-11-01,20,41,0.51,7458.52,2546.31,0.66
27026,Láncara,2020-11-01,348,365,0.05,45152.20,40581.51,0.10
27027,Lourenzá,2020-11-01,166,183,0.09,21255.26,18945.03,0.11
27028,Lugo,2020-11-01,1181,2603,0.55,358398.01,166238.03,0.54
27029,Meira,2020-11-01,148,165,0.10,20692.48,17359.02,0.16
27030,Mondoñedo,2020-11-01,264,333,0.21,36400.19,27888.43,0.23
27031,Monforte de Lemos,2020-11-01,504,638,0.21,98050.10,61860.41,0.37
27032,Monterroso,2020-11-01,302,389,0.22,51721.46,39252.83,0.24
27033,Muras,2020-11-01,12,15,0.20,2343.37,1512.17,0.35
27034,Navia de Suarna,2020-11-01,403,422,0.05,48047.77,46266.14,0.04
27035,Negueira de Muñiz,2020-11-01,39,39,0.00,4606.38,4606.38,0.00
27037,As Nogais,2020-11-01,173,184,0.06,24873.37,23377.66,0.06
27038,Ourol,2020-11-01,5,10,0.50,1458.71,406.84,0.72
27039,Outeiro de Rei,2020-11-01,193,202,0.04,42891.13,40893.57,0.05
27040,Palas de Rei,2020-11-01,368,392,0.06,51681.94,48363.10,0.06
27041,Pantón,2020-11-01,229,245,0.07,41838.23,39289.85,0.06
27042,Paradela,2020-11-01,239,245,0.02,32102.35,31187.60,0.03
27043,O Páramo,2020-11-01,147,147,0.00,20122.67,20122.67,0.00
27044,A Pastoriza,2020-11-01,674,697,0.03,76935.15,72856.09,0.05
27045,Pedrafita do Cebreiro,2020-11-01,185,201,0.08,25151.79,22570.79,0.10
27046,Pol,2020-11-01,277,282,0.02,41925.26,41130.92,0.02
27047,A Pobra do Brollón,2020-11-01,329,348,0.05,34108.17,32453.86,0.05
27048,A Pontenova,2020-11-01,310,321,0.03,46562.49,42037.87,0.10
27049,Portomarín,2020-11-01,171,199,0.14,25290.83,21090.42,0.17
27050,Quiroga,2020-11-01,239,462,0.48,50885.22,25647.80,0.50
27051,Ribadeo,2020-11-01,307,460,0.33,59419.02,36499.51,0.39
27052,Ribas de Sil,2020-11-01,97,150,0.35,17723.20,11536.88,0.35
27053,Ribeira de Piquín,2020-11-01,148,148,0.00,18607.32,18607.32,0.00
27054,Riotorto,2020-11-01,155,164,0.05,26075.18,24466.95,0.06
27055,Samos,2020-11-01,232,242,0.04,22823.31,21988.24,0.04
27056,Rábade,2020-11-01,12,60,0.80,12454.49,2862.68,0.77
27057,Sarria,2020-11-01,747,894,0.16,95460.13,71079.88,0.26
27058,O Saviñao,2020-11-01,429,477,0.10,68120.02,61117.45,0.10
27059,Sober,2020-11-01,566,578,0.02,51701.78,50093.29,0.03
27060,Taboada,2020-11-01,63,109,0.42,17675.51,10609.70,0.40
27061,Trabada,2020-11-01,199,209,0.05,18894.43,17440.59,0.08
27062,Triacastela,2020-11-01,93,98,0.05,13609.26,12516.74,0.08
27063,O Valadouro,2020-11-01,35,58,0.40,9736.21,5847.32,0.40
27064,O Vicedo,2020-11-01,4,24,0.83,3552.73,613.07,0.83
27065,Vilalba,2020-11-01,919,1024,0.10,116452.60,99477.70,0.15
27066,Viveiro,2020-11-01,24,196,0.88,20204.34,1159.77,0.94
27901,Baralla,2020-11-01,343,377,0.09,50049.23,44430.86,0.11
27902,Burela,2020-11-01,42,218,0.81,38511.39,3909.22,0.90
32001,Allariz,2020-11-01,215,315,0.32,34953.43,21144.32,0.40
32002,Amoeiro,2020-11-01,179,179,0.00,36290.50,36290.50,0.00
32003,A Arnoia,2020-11-01,95,95,0.00,14438.45,14438.45,0.00
32004,Avión,2020-11-01,209,209,0.00,33575.13,33575.13,0.00
32005,Baltar,2020-11-01,134,136,0.01,19150.14,17026.48,0.11
32006,Bande,2020-11-01,279,289,0.03,30269.16,28907.44,0.04
32007,Baños de Molgas,2020-11-01,249,253,0.02,27948.19,27313.63,0.02
32008,Barbadás,2020-11-01,195,303,0.36,50045.61,31246.18,0.38
32009,O Barco de Valdeorras,2020-11-01,20,452,0.96,61245.13,2053.38,0.97
32010,Beade,2020-11-01,17,30,0.43,5691.81,3071.97,0.46
32011,Beariz,2020-11-01,82,88,0.07,12272.51,10615.22,0.14
32012,Os Blancos,2020-11-01,119,119,0.00,15527.04,15527.04,0.00
32013,Boborás,2020-11-01,287,290,0.01,39554.92,39157.31,0.01
32014,A Bola,2020-11-01,149,149,0.00,16844.68,16844.68,0.00
32015,O Bolo,2020-11-01,47,257,0.82,38296.19,7137.67,0.81
32016,Calvos de Randín,2020-11-01,175,176,0.01,23129.10,23083.87,0.00
32017,Carballeda de Valdeorras,2020-11-01,29,186,0.84,26110.43,3388.63,0.87
32018,Carballeda de Avia,2020-11-01,160,163,0.02,22526.95,22196.72,0.01
32019,O Carballiño,2020-11-01,412,492,0.16,74303.56,60176.35,0.19
32020,Cartelle,2020-11-01,333,334,0.00,48081.42,47998.82,0.00
32021,Castrelo do Val,2020-11-01,219,232,0.06,24197.50,21528.81,0.11
32022,Castrelo de Miño,2020-11-01,149,158,0.06,29963.54,28455.46,0.05
32023,Castro Caldelas,2020-11-01,12,344,0.97,30033.80,713.59,0.98
32024,Celanova,2020-11-01,361,407,0.11,50364.61,43692.33,0.13
32025,Cenlle,2020-11-01,133,142,0.06,21318.12,20521.41,0.04
32026,Coles,2020-11-01,188,190,0.01,36425.34,36181.34,0.01
32027,Cortegada,2020-11-01,143,158,0.09,23078.35,20062.43,0.13
32028,Cualedro,2020-11-01,226,232,0.03,27051.10,26173.24,0.03
32029,Chandrexa de Queixa,2020-11-01,54,84,0.36,9935.95,5251.94,0.47
32030,Entrimo,2020-11-01,116,118,0.02,19780.78,19695.59,0.00
32031,Esgos,2020-11-01,181,181,0.00,16471.31,16471.31,0.00
32032,Xinzo de Limia,2020-11-01,388,412,0.06,71818.04,66128.70,0.08
32033,Gomesende,2020-11-01,140,140,0.00,18207.22,18207.22,0.00
32034,A Gudiña,2020-11-01,127,164,0.23,20317.99,14062.75,0.31
32035,O Irixo,2020-11-01,247,247,0.00,32371.03,32371.03,0.00
32036,Xunqueira de Ambía,2020-11-01,132,164,0.20,19754.51,17821.16,0.10
32037,Xunqueira de Espadanedo,2020-11-01,106,106,0.00,14789.71,14789.71,0.00
32038,Larouco,2020-11-01,0,80,1.00,8981.54,0.00,1.00
32039,Laza,2020-11-01,186,227,0.18,32857.63,28987.81,0.12
32040,Leiro,2020-11-01,142,143,0.01,23715.98,23427.07,0.01
32041,Lobeira,2020-11-01,127,131,0.03,19709.08,18963.76,0.04
32042,Lobios,2020-11-01,218,218,0.00,30640.47,30640.47,0.00
32043,Maceda,2020-11-01,317,359,0.12,34204.04,28486.75,0.17
32044,Manzaneda,2020-11-01,8,251,0.97,21401.23,604.83,0.97
32045,Maside,2020-11-01,263,271,0.03,35440.17,34460.58,0.03
32046,Melón,2020-11-01,140,149,0.06,22182.43,19722.78,0.11
32047,A Merca,2020-11-01,278,298,0.07,35212.20,33548.92,0.05
32048,A Mezquita,2020-11-01,102,134,0.24,16390.82,12171.20,0.26
32049,Montederramo,2020-11-01,86,272,0.68,19750.65,5646.78,0.71
32050,Monterrei,2020-11-01,218,238,0.08,32722.59,29765.50,0.09
32051,Muíños,2020-11-01,235,241,0.02,27482.15,25984.11,0.05
32052,Nogueira de Ramuín,2020-11-01,373,396,0.06,35035.07,33665.76,0.04
32053,Oímbra,2020-11-01,153,154,0.01,19170.83,19085.11,0.00
32054,Ourense,2020-11-01,1001,1792,0.44,260313.12,146370.37,0.44
32055,Paderne de Allariz,2020-11-01,194,195,0.01,23544.32,23494.39,0.00
32056,Padrenda,2020-11-01,229,236,0.03,28286.24,27396.70,0.03
32057,Parada de Sil,2020-11-01,7,203,0.97,16284.45,360.79,0.98
32058,O Pereiro de Aguiar,2020-11-01,471,485,0.03,50755.15,48719.55,0.04
32059,A Peroxa,2020-11-01,237,237,0.00,33888.84,33888.84,0.00
32060,Petín,2020-11-01,2,96,0.98,13438.68,86.28,0.99
32061,Piñor,2020-11-01,185,185,0.00,17496.43,17496.43,0.00
32062,Porqueira,2020-11-01,151,157,0.04,19767.64,18358.66,0.07
32063,A Pobra de Trives,2020-11-01,9,315,0.97,33977.81,607.87,0.98
32064,Pontedeva,2020-11-01,48,48,0.00,6752.15,6752.15,0.00
32065,Punxín,2020-11-01,81,81,0.00,16091.80,16091.80,0.00
32066,Quintela de Leirado,2020-11-01,91,91,0.00,10905.78,10905.78,0.00
32067,Rairiz de Veiga,2020-11-01,177,177,0.00,22696.16,22696.16,0.00
32068,Ramirás,2020-11-01,218,218,0.00,31887.74,31887.74,0.00
32069,Ribadavia,2020-11-01,151,195,0.23,27478.85,22987.51,0.16
32070,San Xoán de Río,2020-11-01,0,201,1.00,16854.54,0.00,1.00
32071,Riós,2020-11-01,402,402,0.00,35052.12,35052.12,0.00
32072,A Rúa,2020-11-01,1,212,1.00,30133.90,398.96,0.99
32073,Rubiá,2020-11-01,20,176,0.89,24028.95,3816.21,0.84
32074,San Amaro,2020-11-01,132,132,0.00,12354.44,12354.44,0.00
32075,San Cibrao das Viñas,2020-11-01,227,241,0.06,35557.82,33437.57,0.06
32076,San Cristovo de Cea,2020-11-01,382,383,0.00,41794.16,41731.92,0.00
32077,Sandiás,2020-11-01,117,132,0.11,15674.51,13587.28,0.13
32078,Sarreaus,2020-11-01,127,127,0.00,20519.20,20519.20,0.00
32079,Taboadela,2020-11-01,45,45,0.00,7381.76,7381.76,0.00
32080,A Teixeira,2020-11-01,1,62,0.98,8367.55,37.83,1.00
32081,Toén,2020-11-01,189,189,0.00,34579.26,34579.26,0.00
32082,Trasmiras,2020-11-01,141,147,0.04,21395.77,20135.89,0.06
32083,A Veiga,2020-11-01,54,266,0.80,43207.26,6684.70,0.85
32084,Verea,2020-11-01,183,183,0.00,27194.53,27194.53,0.00
32085,Verín,2020-11-01,320,430,0.26,71838.88,47955.13,0.33
32086,Viana do Bolo,2020-11-01,49,495,0.90,62705.12,5709.94,0.91
32087,Vilamarín,2020-11-01,123,124,0.01,25014.85,24694.82,0.01
32088,Vilamartín de Valdeorras,2020-11-01,43,155,0.72,19259.65,4667.55,0.76
32089,Vilar de Barrio,2020-11-01,160,181,0.12,22889.99,20074.27,0.12
32090,Vilar de Santos,2020-11-01,90,93,0.03,14274.09,13350.38,0.06
32091,Vilardevós,2020-11-01,276,293,0.06,37568.82,35605.24,0.05
32092,Vilariño de Conso,2020-11-01,0,127,1.00,16000.54,0.00,1.00
36001,Arbo,2020-11-01,394,406,0.03,65337.59,63065.96,0.03
36002,Barro,2020-11-01,101,102,0.01,29774.11,29670.26,0.00
36003,Baiona,2020-11-01,134,391,0.66,59915.99,19877.57,0.67
36004,Bueu,2020-11-01,231,289,0.20,68666.45,55273.78,0.20
36005,Caldas de Reis,2020-11-01,178,225,0.21,48744.91,41823.83,0.14
36006,Cambados,2020-11-01,265,393,0.33,83245.17,62879.03,0.24
36007,Campo Lameiro,2020-11-01,173,173,0.00,28348.70,28348.70,0.00
36008,Cangas,2020-11-01,322,584,0.45,113919.32,63626.20,0.44
36009,A Cañiza,2020-11-01,450,487,0.08,68905.27,63025.31,0.09
36010,Catoira,2020-11-01,88,88,0.00,20579.92,20579.92,0.00
36013,Covelo,2020-11-01,494,500,0.01,81310.45,80422.43,0.01
36014,Crecente,2020-11-01,307,307,0.00,57431.39,57431.39,0.00
36015,Cuntis,2020-11-01,81,92,0.12,25767.42,24768.64,0.04
36016,Dozón,2020-11-01,101,101,0.00,16403.45,16403.45,0.00
36017,A Estrada,2020-11-01,132,225,0.41,39003.31,20465.65,0.48
36018,Forcarei,2020-11-01,304,325,0.06,40057.30,37248.04,0.07
36019,Fornelos de Montes,2020-11-01,172,182,0.05,26655.76,25612.11,0.04
36020,Agolada,2020-11-01,325,341,0.05,40000.61,38606.94,0.03
36021,Gondomar,2020-11-01,311,336,0.07,60505.40,56558.32,0.07
36022,O Grove,2020-11-01,236,344,0.31,51954.67,34686.25,0.33
36023,A Guarda,2020-11-01,169,368,0.54,52759.23,20267.20,0.62
36024,Lalín,2020-11-01,665,837,0.21,121492.19,98001.45,0.19
36025,A Lama,2020-11-01,213,214,0.00,32402.00,32299.70,0.00
36026,Marín,2020-11-01,294,367,0.20,89533.16,79284.50,0.11
36027,Meaño,2020-11-01,150,150,0.00,37002.42,37002.42,0.00
36028,Meis,2020-11-01,245,251,0.02,58339.43,57528.09,0.01
36029,Moaña,2020-11-01,294,354,0.17,88441.00,77024.91,0.13
36030,Mondariz,2020-11-01,543,562,0.03,89762.97,86738.04,0.03
36031,Mondariz-Balneario,2020-11-01,26,34,0.24,6109.50,3987.11,0.35
36032,Moraña,2020-11-01,179,196,0.09,38007.41,35747.59,0.06
36033,Mos,2020-11-01,90,363,0.75,52243.72,7281.99,0.86
36034,As Neves,2020-11-01,423,434,0.03,77389.65,75237.98,0.03
36035,Nigrán,2020-11-01,198,299,0.34,70231.51,43855.93,0.38
36036,Oia,2020-11-01,238,243,0.02,44785.21,43552.70,0.03
36037,Pazos de Borbén,2020-11-01,139,143,0.03,28387.01,27946.75,0.02
36038,Pontevedra,2020-11-01,805,1470,0.45,255803.37,167056.37,0.35
36039,O Porriño,2020-11-01,361,508,0.29,82866.55,58331.90,0.30
36040,Portas,2020-11-01,57,57,0.00,19487.55,19487.55,0.00
36041,Poio,2020-11-01,279,571,0.51,104175.56,31627.07,0.70
36042,Ponteareas,2020-11-01,1076,1202,0.10,154681.10,137310.56,0.11
36043,Ponte Caldelas,2020-11-01,141,209,0.33,35484.66,25069.67,0.29
36044,Pontecesures,2020-11-01,64,108,0.41,19429.92,13841.59,0.29
36045,Redondela,2020-11-01,617,785,0.21,144027.63,106806.20,0.26
36046,Ribadumia,2020-11-01,216,230,0.06,59050.03,55724.57,0.06
36047,Rodeiro,2020-11-01,305,313,0.03,44853.43,43551.42,0.03
36048,O Rosal,2020-11-01,99,478,0.79,79705.27,6515.26,0.92
36049,Salceda de Caselas,2020-11-01,184,203,0.09,33386.38,30572.61,0.08
36050,Salvaterra de Miño,2020-11-01,573,624,0.08,88265.34,78869.11,0.11
36051,Sanxenxo,2020-11-01,412,481,0.14,91055.99,83042.89,0.09
36052,Silleda,2020-11-01,422,464,0.09,81230.38,73898.71,0.09
36053,Soutomaior,2020-11-01,87,126,0.31,26825.61,19226.73,0.28
36054,Tomiño,2020-11-01,561,605,0.07,137865.14,132534.62,0.04
36055,Tui,2020-11-01,406,526,0.23,92216.30,76238.51,0.17
36056,Valga,2020-11-01,144,148,0.03,32890.75,29597.20,0.10
36057,Vigo,2020-11-01,1130,3601,0.69,569077.60,122991.61,0.78
36058,Vilaboa,2020-11-01,141,141,0.00,45044.80,45044.80,0.00
36059,Vila de Cruces,2020-11-01,381,406,0.06,61929.49,58858.43,0.05
36060,Vilagarcía de Arousa,2020-11-01,125,623,0.80,118535.13,28742.94,0.76
36061,Vilanova de Arousa,2020-11-01,204,343,0.41,65897.77,50270.14,0.24
36901,A Illa de Arousa,2020-11-01,30,115,0.74,16412.57,2866.22,0.83
36902,Cerdedo-Cotobade,2020-11-01,572,587,0.03,83322.61,80915.56,0.03
