id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
10014,Aldeanueva de la Vera,2020-11-01,42,141,0.70,12004.41,3125.36,0.74
10015,Aldeanueva del Camino,2020-11-01,48,53,0.09,6896.26,6104.35,0.11
10016,Aldehuela de Jerte,2020-11-01,0,28,1.00,2408.75,0.00,1.00
10017,Alía,2020-11-01,11,198,0.94,19461.06,943.73,0.95
10018,Aliseda,2020-11-01,10,112,0.91,14598.45,1216.68,0.92
10019,Almaraz,2020-11-01,60,86,0.30,10829.85,7708.83,0.29
10020,Almoharín,2020-11-01,87,87,0.00,15237.38,15237.38,0.00
10021,Arroyo de la Luz,2020-11-01,84,179,0.53,30125.52,13028.44,0.57
10022,Arroyomolinos de la Vera,2020-11-01,4,75,0.95,3832.69,233.49,0.94
10023,Arroyomolinos,2020-11-01,30,36,0.17,6814.93,5909.83,0.13
10024,Baños de Montemayor,2020-11-01,2,119,0.98,12079.96,69.28,0.99
10025,Barrado,2020-11-01,12,56,0.79,4923.50,1307.29,0.73
10026,Belvís de Monroy,2020-11-01,22,102,0.78,9937.08,3428.64,0.65
10027,Benquerencia,2020-11-01,26,42,0.38,3380.63,2317.36,0.31
10028,Berrocalejo,2020-11-01,18,49,0.63,4505.91,1738.05,0.61
10029,Berzocana,2020-11-01,4,79,0.95,5377.32,304.72,0.94
10030,Bohonal de Ibor,2020-11-01,28,77,0.64,7422.32,1945.92,0.74
10031,Botija,2020-11-01,7,98,0.93,7837.74,544.63,0.93
10032,Brozas,2020-11-01,19,133,0.86,21750.07,2463.57,0.89
10033,Cabañas del Castillo,2020-11-01,21,137,0.85,8931.77,1295.82,0.85
10034,Cabezabellosa,2020-11-01,8,89,0.91,7487.65,2655.15,0.65
10035,Cabezuela del Valle,2020-11-01,20,166,0.88,13833.82,3444.05,0.75
10036,Cabrero,2020-11-01,8,92,0.91,4617.43,458.25,0.90
10037,Cáceres,2020-11-01,449,2244,0.80,263513.41,34938.92,0.87
10038,Cachorrilla,2020-11-01,2,40,0.95,2593.99,174.68,0.93
10039,Cadalso,2020-11-01,7,61,0.89,4541.80,270.13,0.94
10040,Calzadilla,2020-11-01,6,80,0.93,9751.95,1799.87,0.82
10041,Caminomorisco,2020-11-01,8,185,0.96,12650.12,686.00,0.95
10042,Campillo de Deleitosa,2020-11-01,4,34,0.88,2638.58,270.59,0.90
10043,Campo Lugar,2020-11-01,12,83,0.86,13783.75,1398.72,0.90
10044,Cañamero,2020-11-01,21,137,0.85,15127.58,1931.90,0.87
10045,Cañaveral,2020-11-01,36,84,0.57,13188.77,5302.70,0.60
10046,Carbajo,2020-11-01,7,38,0.82,3696.00,624.40,0.83
10047,Carcaboso,2020-11-01,6,101,0.94,9509.93,660.90,0.93
10048,Carrascalejo,2020-11-01,8,73,0.89,6492.65,519.91,0.92
10049,Casar de Cáceres,2020-11-01,42,182,0.77,20612.96,3454.49,0.83
10050,Casar de Palomero,2020-11-01,33,155,0.79,10771.02,2533.94,0.76
10051,Casares de las Hurdes,2020-11-01,29,87,0.67,6906.98,1829.77,0.74
10052,Casas de Don Antonio,2020-11-01,17,31,0.45,3638.57,2283.68,0.37
10053,Casas de Don Gómez,2020-11-01,35,35,0.00,5620.27,5620.27,0.00
10054,Casas del Castañar,2020-11-01,51,61,0.16,6737.22,5615.76,0.17
10055,Casas del Monte,2020-11-01,16,47,0.66,4119.51,1198.69,0.71
10056,Casas de Millán,2020-11-01,34,42,0.19,6419.08,4891.52,0.24
10057,Casas de Miravete,2020-11-01,35,47,0.26,3975.09,2592.56,0.35
10058,Casatejada,2020-11-01,90,154,0.42,14715.08,8606.71,0.42
10059,Casillas de Coria,2020-11-01,26,26,0.00,5286.97,5286.97,0.00
10060,Castañar de Ibor,2020-11-01,31,141,0.78,12285.05,2611.36,0.79
10061,Ceclavín,2020-11-01,28,101,0.72,11810.05,1843.58,0.84
10062,Cedillo,2020-11-01,13,45,0.71,6661.15,1946.65,0.71
10063,Cerezo,2020-11-01,36,36,0.00,3226.03,3226.03,0.00
10064,Cilleros,2020-11-01,61,80,0.24,10619.99,7067.28,0.33
10065,Collado de la Vera,2020-11-01,27,32,0.16,4305.39,3457.86,0.20
10066,Conquista de la Sierra,2020-11-01,12,12,0.00,2188.16,2188.16,0.00
10067,Coria,2020-11-01,114,580,0.80,63634.77,12046.03,0.81
10068,Cuacos de Yuste,2020-11-01,26,64,0.59,6330.42,3150.14,0.50
10069,La Cumbre,2020-11-01,46,48,0.04,7198.94,6870.57,0.05
10070,Deleitosa,2020-11-01,63,64,0.02,9353.24,9246.56,0.01
10071,Descargamaría,2020-11-01,25,37,0.32,2599.07,1091.23,0.58
10072,Eljas,2020-11-01,14,47,0.70,4351.26,585.17,0.87
10073,Escurial,2020-11-01,90,90,0.00,11752.17,11752.17,0.00
10075,Fresnedoso de Ibor,2020-11-01,24,50,0.52,4539.64,2045.54,0.55
10076,Galisteo,2020-11-01,44,44,0.00,5065.86,5065.86,0.00
10077,Garciaz,2020-11-01,34,36,0.06,6255.54,5835.97,0.07
10078,La Garganta,2020-11-01,27,31,0.13,3411.86,2872.26,0.16
10079,Garganta la Olla,2020-11-01,32,65,0.51,4778.01,2563.64,0.46
10080,Gargantilla,2020-11-01,5,36,0.86,2658.63,173.91,0.93
10081,Gargüera de la Vera,2020-11-01,23,41,0.44,3369.55,1397.48,0.59
10082,Garrovillas de Alconétar,2020-11-01,116,170,0.32,21056.29,13283.32,0.37
10083,Garvín,2020-11-01,38,38,0.00,2899.40,2899.40,0.00
10084,Gata,2020-11-01,23,150,0.85,19591.33,1564.92,0.92
10085,El Gordo,2020-11-01,42,45,0.07,8604.79,8287.11,0.04
10086,La Granja,2020-11-01,40,40,0.00,4605.16,4605.16,0.00
10087,Guadalupe,2020-11-01,36,134,0.73,13762.76,3086.39,0.78
10088,Guijo de Coria,2020-11-01,48,48,0.00,5211.40,5211.40,0.00
10089,Guijo de Galisteo,2020-11-01,94,111,0.15,16117.42,12662.76,0.21
10090,Guijo de Granadilla,2020-11-01,43,95,0.55,10354.38,4889.49,0.53
10091,Guijo de Santa Bárbara,2020-11-01,14,22,0.36,3645.25,1860.40,0.49
10092,Herguijuela,2020-11-01,26,28,0.07,4086.18,3816.12,0.07
10093,Hernán-Pérez,2020-11-01,20,49,0.59,6464.97,2435.38,0.62
10094,Herrera de Alcántara,2020-11-01,24,35,0.31,3612.92,2208.38,0.39
10095,Herreruela,2020-11-01,31,35,0.11,5282.45,5053.58,0.04
