id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
08218,Sant Joan de Vilatorrada,2020-11-01,2,210,0.99,22461.33,56.03,1.00
08219,Vilassar de Mar,2020-11-01,24,209,0.89,30385.01,1310.37,0.96
08220,Sant Julià de Vilatorta,2020-11-01,12,135,0.91,19952.24,640.59,0.97
08221,Sant Just Desvern,2020-11-01,9,318,0.97,41180.25,299.04,0.99
08222,Sant Llorenç d'Hortons,2020-11-01,0,124,1.00,18752.34,0.00,1.00
08223,Sant Llorenç Savall,2020-11-01,8,122,0.93,20200.48,502.54,0.98
08224,Sant Martí de Centelles,2020-11-01,31,93,0.67,12620.63,1778.03,0.86
08225,Sant Martí d'Albars,2020-11-01,0,5,1.00,767.33,0.00,1.00
08226,Sant Martí de Tous,2020-11-01,0,60,1.00,7584.45,0.00,1.00
08227,Sant Martí Sarroca,2020-11-01,0,92,1.00,12414.96,0.00,1.00
08228,Sant Martí Sesgueioles,2020-11-01,0,26,1.00,2704.75,0.00,1.00
08229,Sant Mateu de Bages,2020-11-01,0,18,1.00,2985.86,0.00,1.00
08230,Premià de Dalt,2020-11-01,3,301,0.99,46551.75,164.58,1.00
08231,Sant Pere de Ribes,2020-11-01,27,631,0.96,112007.57,2510.94,0.98
08232,Sant Pere de Riudebitlles,2020-11-01,0,58,1.00,8133.23,0.00,1.00
08233,Sant Pere de Torelló,2020-11-01,7,107,0.93,14037.79,418.89,0.97
08234,Sant Pere de Vilamajor,2020-11-01,16,208,0.92,50197.42,896.15,0.98
08235,Sant Pol de Mar,2020-11-01,3,169,0.98,26589.62,107.56,1.00
08236,Sant Quintí de Mediona,2020-11-01,0,66,1.00,11204.42,0.00,1.00
08237,Sant Quirze de Besora,2020-11-01,1,64,0.98,9276.86,104.53,0.99
08238,Sant Quirze del Vallès,2020-11-01,56,619,0.91,93234.77,2724.29,0.97
08239,Sant Quirze Safaja,2020-11-01,14,46,0.70,15394.45,2291.74,0.85
08240,Sant Sadurní d'Anoia,2020-11-01,18,314,0.94,36192.09,760.39,0.98
08241,Sant Sadurní d'Osormort,2020-11-01,0,5,1.00,637.98,0.00,1.00
08242,Marganell,2020-11-01,0,21,1.00,8148.17,0.00,1.00
08243,Santa Cecília de Voltregà,2020-11-01,0,5,1.00,431.83,0.00,1.00
08244,Santa Coloma de Cervelló,2020-11-01,9,170,0.95,31022.40,222.80,0.99
08245,Santa Coloma de Gramenet,2020-11-01,0,639,1.00,67478.53,0.00,1.00
08246,Santa Eugènia de Berga,2020-11-01,5,84,0.94,11497.50,147.86,0.99
08247,Santa Eulàlia de Riuprimer,2020-11-01,2,52,0.96,5274.44,145.74,0.97
08248,Santa Eulàlia de Ronçana,2020-11-01,14,235,0.94,52143.53,1645.48,0.97
08249,Santa Fe del Penedès,2020-11-01,0,17,1.00,1233.69,0.00,1.00
08250,Santa Margarida de Montbui,2020-11-01,4,151,0.97,22612.92,389.46,0.98
08251,Santa Margarida i els Monjos,2020-11-01,19,199,0.90,29002.40,1197.84,0.96
08252,Barberà del Vallès,2020-11-01,43,468,0.91,73115.71,4214.76,0.94
08253,Santa Maria de Besora,2020-11-01,0,12,1.00,1152.95,0.00,1.00
08254,l'Esquirol,2020-11-01,0,109,1.00,18362.40,0.00,1.00
08255,Santa Maria de Merlès,2020-11-01,0,3,1.00,158.74,0.00,1.00
08256,Santa Maria de Martorelles,2020-11-01,9,20,0.55,3313.26,973.90,0.71
08257,Santa Maria de Miralles,2020-11-01,0,1,1.00,452.71,0.00,1.00
08258,Santa Maria d'Oló,2020-11-01,0,41,1.00,6644.25,0.00,1.00
08259,Santa Maria de Palautordera,2020-11-01,49,298,0.84,57462.68,3552.98,0.94
08260,Santa Perpètua de Mogoda,2020-11-01,16,407,0.96,73143.66,1668.09,0.98
08261,Santa Susanna,2020-11-01,10,194,0.95,39246.34,801.54,0.98
08262,Sant Vicenç de Castellet,2020-11-01,2,172,0.99,33064.31,77.88,1.00
08263,Sant Vicenç dels Horts,2020-11-01,13,821,0.98,75270.74,652.53,0.99
08264,Sant Vicenç de Montalt,2020-11-01,20,252,0.92,45480.03,2092.79,0.95
08265,Sant Vicenç de Torelló,2020-11-01,3,104,0.97,11979.23,247.84,0.98
08266,Cerdanyola del Vallès,2020-11-01,46,732,0.94,114175.05,2062.49,0.98
08267,Sentmenat,2020-11-01,17,214,0.92,47918.68,1245.03,0.97
08268,Cercs,2020-11-01,8,78,0.90,10081.40,449.62,0.96
08269,Seva,2020-11-01,23,246,0.91,54896.31,971.99,0.98
08270,Sitges,2020-11-01,33,693,0.95,102877.73,2297.91,0.98
08271,Sobremunt,2020-11-01,0,8,1.00,997.00,0.00,1.00
08272,Sora,2020-11-01,0,22,1.00,2551.78,0.00,1.00
08273,Subirats,2020-11-01,0,184,1.00,27555.12,0.00,1.00
08274,Súria,2020-11-01,14,143,0.90,18273.91,534.08,0.97
08275,Tavèrnoles,2020-11-01,0,22,1.00,4426.58,0.00,1.00
08276,Tagamanent,2020-11-01,6,35,0.83,6679.25,502.16,0.92
08277,Talamanca,2020-11-01,0,40,1.00,5157.62,0.00,1.00
08278,Taradell,2020-11-01,5,223,0.98,37983.07,144.61,1.00
08279,Terrassa,2020-11-01,105,2103,0.95,357782.56,6249.14,0.98
08280,Tavertet,2020-11-01,0,22,1.00,2207.92,0.00,1.00
08281,Teià,2020-11-01,9,158,0.94,25785.45,482.61,0.98
08282,Tiana,2020-11-01,4,149,0.97,22947.23,120.20,0.99
08283,Tona,2020-11-01,30,289,0.90,37563.71,1231.44,0.97
08284,Tordera,2020-11-01,8,402,0.98,98461.15,453.00,1.00
08285,Torelló,2020-11-01,11,274,0.96,47665.23,588.23,0.99
08286,la Torre de Claramunt,2020-11-01,0,159,1.00,42197.11,0.00,1.00
08287,Torrelavit,2020-11-01,0,49,1.00,6245.52,0.00,1.00
08288,Torrelles de Foix,2020-11-01,0,121,1.00,24861.46,0.00,1.00
08289,Torrelles de Llobregat,2020-11-01,6,189,0.97,41122.65,204.49,1.00
08290,Ullastrell,2020-11-01,2,62,0.97,11963.67,55.64,1.00
08291,Vacarisses,2020-11-01,4,448,0.99,88812.26,254.76,1.00
08292,Vallbona d'Anoia,2020-11-01,1,65,0.98,9292.13,51.83,0.99
08293,Vallcebre,2020-11-01,0,17,1.00,1969.35,0.00,1.00
08294,Vallgorguina,2020-11-01,22,113,0.81,32104.49,4378.16,0.86
08295,Vallirana,2020-11-01,28,380,0.93,107397.29,1544.37,0.99
08296,Vallromanes,2020-11-01,36,121,0.70,25053.03,3527.92,0.86
08297,Veciana,2020-11-01,0,11,1.00,1419.79,0.00,1.00
08298,Vic,2020-11-01,60,911,0.93,116615.10,2117.38,0.98
08299,Vilada,2020-11-01,1,42,0.98,5498.28,78.86,0.99
08300,Viladecavalls,2020-11-01,11,297,0.96,50731.56,361.27,0.99
08301,Viladecans,2020-11-01,86,633,0.86,94702.45,3056.34,0.97
08302,Vilanova del Camí,2020-11-01,1,250,1.00,36304.16,101.33,1.00
08303,Vilanova de Sau,2020-11-01,0,16,1.00,2317.24,0.00,1.00
08304,Vilobí del Penedès,2020-11-01,2,79,0.97,12518.28,65.06,0.99
08305,Vilafranca del Penedès,2020-11-01,20,571,0.96,76984.67,1035.47,0.99
08306,Vilalba Sasserra,2020-11-01,3,18,0.83,2942.39,403.35,0.86
08307,Vilanova i la Geltrú,2020-11-01,26,1539,0.98,160243.27,1441.08,0.99
08308,Viver i Serrateix,2020-11-01,0,0,0,0.00,0.00,0
08700,Igualada,2020-11-01,27,576,0.95,95639.42,899.51,0.99
08901,Rupit i Pruit,2020-11-01,10,31,0.68,2148.49,516.97,0.76
08902,Vilanova del Vallès,2020-11-01,27,175,0.85,44177.32,2066.17,0.95
08903,Sant Julià de Cerdanyola,2020-11-01,0,32,1.00,3085.06,0.00,1.00
08904,Badia del Vallès,2020-11-01,1,33,0.97,3675.30,56.99,0.98
08905,la Palma de Cervelló,2020-11-01,0,69,1.00,7571.97,0.00,1.00
17001,Agullana,2020-11-01,1,75,0.99,6646.14,46.67,0.99
17002,Aiguaviva,2020-11-01,3,61,0.95,10904.21,207.75,0.98
17003,Albanyà,2020-11-01,2,25,0.92,1650.19,40.20,0.98
17004,Albons,2020-11-01,0,75,1.00,8470.50,0.00,1.00
17005,el Far d'Empordà,2020-11-01,0,60,1.00,6197.29,0.00,1.00
17006,Alp,2020-11-01,9,123,0.93,21321.57,514.34,0.98
17007,Amer,2020-11-01,5,95,0.95,10153.17,125.53,0.99
17008,Anglès,2020-11-01,14,158,0.91,18978.74,743.96,0.96
17009,Arbúcies,2020-11-01,2,136,0.99,23232.26,39.87,1.00
17010,Argelaguer,2020-11-01,5,42,0.88,4411.25,598.78,0.86
17011,l'Armentera,2020-11-01,0,93,1.00,10669.40,0.00,1.00
17012,Avinyonet de Puigventós,2020-11-01,0,78,1.00,10094.66,0.00,1.00
17013,Begur,2020-11-01,23,454,0.95,89999.38,1056.10,0.99
17014,la Vajol,2020-11-01,0,23,1.00,1566.58,0.00,1.00
17015,Banyoles,2020-11-01,27,657,0.96,72632.94,1929.91,0.97
17016,Bàscara,2020-11-01,0,89,1.00,10350.22,0.00,1.00
17018,Bellcaire d'Empordà,2020-11-01,0,36,1.00,5549.72,0.00,1.00
17019,Besalú,2020-11-01,31,188,0.84,20228.14,996.19,0.95
17020,Bescanó,2020-11-01,8,194,0.96,36068.84,418.48,0.99
17021,Beuda,2020-11-01,0,5,1.00,294.84,0.00,1.00
17022,la Bisbal d'Empordà,2020-11-01,6,214,0.97,29279.69,377.73,0.99
17023,Blanes,2020-11-01,29,651,0.96,89901.29,2368.97,0.97
17024,Bolvir,2020-11-01,2,76,0.97,14833.98,101.33,0.99
17025,Bordils,2020-11-01,11,52,0.79,10182.48,482.49,0.95
17026,Borrassà,2020-11-01,0,46,1.00,5612.51,0.00,1.00
17027,Breda,2020-11-01,1,109,0.99,17114.22,62.39,1.00
17028,Brunyola i Sant Martí Sapresa,2020-11-01,3,15,0.80,1462.54,299.95,0.79
17029,Boadella i les Escaules,2020-11-01,0,31,1.00,2644.46,0.00,1.00
17030,Cabanes,2020-11-01,0,33,1.00,3775.74,0.00,1.00
17031,Cabanelles,2020-11-01,0,13,1.00,517.62,0.00,1.00
17032,Cadaqués,2020-11-01,32,279,0.89,33827.06,1142.36,0.97
17033,Caldes de Malavella,2020-11-01,16,382,0.96,75035.85,1040.01,0.99
17034,Calonge i Sant Antoni,2020-11-01,22,651,0.97,128900.87,2411.90,0.98
17035,Camós,2020-11-01,12,43,0.72,3465.77,711.74,0.79
17036,Campdevànol,2020-11-01,3,139,0.98,15234.16,171.96,0.99
17037,Campelles,2020-11-01,0,19,1.00,2047.92,0.00,1.00
17038,Campllong,2020-11-01,1,29,0.97,4481.86,34.40,0.99
