id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
04001,Abla,2021-01-01,26,149,0.83,875.14,10597.65,0.92
04002,Abrucena,2021-01-01,7,96,0.93,307.15,8028.24,0.96
04003,Adra,2021-01-01,35,648,0.95,3364.35,82878.30,0.96
04004,Albánchez,2021-01-01,2,73,0.97,43.60,7939.12,0.99
04005,Alboloduy,2021-01-01,7,74,0.91,346.76,5662.09,0.94
04006,Albox,2021-01-01,69,275,0.75,12964.76,42104.43,0.69
04007,Alcolea,2021-01-01,16,75,0.79,643.08,5706.51,0.89
04008,Alcóntar,2021-01-01,17,52,0.67,2337.09,6798.55,0.66
04009,Alcudia de Monteagud,2021-01-01,3,33,0.91,107.23,1936.18,0.94
04010,Alhabia,2021-01-01,63,112,0.44,2907.86,6792.31,0.57
04011,Alhama de Almería,2021-01-01,13,116,0.89,1382.61,15412.77,0.91
04012,Alicún,2021-01-01,1,21,0.95,68.72,1631.34,0.96
04013,Almería,2021-01-01,279,3094,0.91,20652.68,396549.31,0.95
04014,Almócita,2021-01-01,2,36,0.94,169.20,2580.21,0.93
04015,Alsodux,2021-01-01,2,14,0.86,572.55,1565.90,0.63
04016,Antas,2021-01-01,26,175,0.85,3407.75,23797.51,0.86
04017,Arboleas,2021-01-01,30,430,0.93,2396.05,66911.70,0.96
04018,Armuña de Almanzora,2021-01-01,3,35,0.91,913.65,4355.15,0.79
04019,Bacares,2021-01-01,1,47,0.98,14.88,3607.53,1.00
04020,Bayárcal,2021-01-01,19,66,0.71,732.75,3193.21,0.77
04021,Bayarque,2021-01-01,1,39,0.97,65.46,3321.16,0.98
04022,Bédar,2021-01-01,24,111,0.78,4367.20,13012.42,0.66
04023,Beires,2021-01-01,3,43,0.93,91.72,2012.91,0.95
04024,Benahadux,2021-01-01,26,143,0.82,1740.66,16822.36,0.90
04026,Benitagla,2021-01-01,0,34,1.00,0.00,1680.78,1.00
04027,Benizalón,2021-01-01,3,42,0.93,151.48,2474.74,0.94
04028,Bentarique,2021-01-01,3,32,0.91,237.05,1983.18,0.88
04029,Berja,2021-01-01,96,256,0.63,9523.92,31624.87,0.70
04030,Canjáyar,2021-01-01,2,87,0.98,90.33,6512.16,0.99
04031,Cantoria,2021-01-01,66,132,0.50,11606.75,31297.36,0.63
04032,Carboneras,2021-01-01,128,320,0.60,13885.48,44988.75,0.69
04033,Castro de Filabres,2021-01-01,13,57,0.77,318.24,2660.79,0.88
04034,Cóbdar,2021-01-01,0,22,1.00,0.00,2214.52,1.00
04035,Cuevas del Almanzora,2021-01-01,258,626,0.59,25881.13,75944.22,0.66
04036,Chercos,2021-01-01,0,14,1.00,0.00,2010.68,1.00
04037,Chirivel,2021-01-01,16,177,0.91,1372.26,23539.36,0.94
04038,Dalías,2021-01-01,32,179,0.82,1242.55,14517.33,0.91
04041,Enix,2021-01-01,9,62,0.85,779.41,5713.13,0.86
04043,Felix,2021-01-01,5,98,0.95,211.11,4889.63,0.96
04044,Fines,2021-01-01,18,112,0.84,1724.99,25042.43,0.93
04045,Fiñana,2021-01-01,10,155,0.94,355.97,15436.98,0.98
04046,Fondón,2021-01-01,15,105,0.86,950.60,10069.75,0.91
04047,Gádor,2021-01-01,4,118,0.97,80.05,9744.96,0.99
04048,Los Gallardos,2021-01-01,19,96,0.80,1133.91,15220.42,0.93
04049,Garrucha,2021-01-01,36,196,0.82,1811.36,27948.40,0.94
04050,Gérgal,2021-01-01,59,186,0.68,8462.53,25337.06,0.67
04051,Huécija,2021-01-01,0,36,1.00,0.00,3743.83,1.00
04052,Huércal de Almería,2021-01-01,45,508,0.91,2964.37,69590.47,0.96
04053,Huércal-Overa,2021-01-01,242,790,0.69,21081.99,96146.77,0.78
04054,Íllar,2021-01-01,6,41,0.85,163.58,3354.15,0.95
04055,Instinción,2021-01-01,3,60,0.95,534.85,5452.80,0.90
04056,Laroya,2021-01-01,1,20,0.95,12.31,1679.80,0.99
04057,Láujar de Andarax,2021-01-01,0,160,1.00,0.00,14111.64,1.00
