id,name,date,incomplete,total,percentage
44046,Bueña,2021-01-31,2,72,0.97
44047,Burbáguena,2021-01-31,16,150,0.89
44048,Cabra de Mora,2021-01-31,3,64,0.95
44049,Calaceite / Calaceit,2021-01-31,2,175,0.99
44050,Calamocha,2021-01-31,156,1206,0.87
44051,Calanda,2021-01-31,19,448,0.96
44052,Calomarde,2021-01-31,0,79,1.00
44053,Camañas,2021-01-31,0,72,1.00
44054,Camarena de la Sierra,2021-01-31,21,222,0.91
44055,Camarillas,2021-01-31,23,130,0.82
44056,Caminreal,2021-01-31,5,221,0.98
44059,Cantavieja,2021-01-31,0,260,1.00
44060,Cañada de Benatanduz,2021-01-31,3,59,0.95
44061,La Cañada de Verich / la Canyada de Beric,2021-01-31,0,25,1.00
44062,Cañada Vellida,2021-01-31,1,41,0.98
44063,Cañizar del Olivar,2021-01-31,3,72,0.96
44064,Cascante del Río,2021-01-31,8,51,0.84
44065,Castejón de Tornos,2021-01-31,6,53,0.89
44066,Castel de Cabra,2021-01-31,0,71,1.00
44067,Castelnou,2021-01-31,4,36,0.89
44068,Castelserás,2021-01-31,0,148,1.00
44070,El Castellar,2021-01-31,5,95,0.95
44071,Castellote,2021-01-31,33,494,0.93
44074,Cedrillas,2021-01-31,29,178,0.84
44075,Celadas,2021-01-31,8,65,0.88
44076,Cella,2021-01-31,30,394,0.92
44077,La Cerollera,2021-01-31,0,56,1.00
44080,La Codoñera / la Codonyera,2021-01-31,0,91,1.00
44082,Corbalán,2021-01-31,5,173,0.97
44084,Cortes de Aragón,2021-01-31,9,95,0.91
44085,Cosa,2021-01-31,1,45,0.98
44086,Cretas / Queretes,2021-01-31,6,372,0.98
44087,Crivillén,2021-01-31,1,79,0.99
44088,La Cuba,2021-01-31,4,37,0.89
44089,Cubla,2021-01-31,9,134,0.93
44090,Cucalón,2021-01-31,0,59,1.00
44092,El Cuervo,2021-01-31,2,49,0.96
44093,Cuevas de Almudén,2021-01-31,8,37,0.78
44094,Cuevas Labradas,2021-01-31,2,126,0.98
44096,Ejulve,2021-01-31,9,218,0.96
44097,Escorihuela,2021-01-31,7,20,0.65
44099,Escucha,2021-01-31,25,161,0.84
44100,Estercuel,2021-01-31,17,84,0.80
44101,Ferreruela de Huerva,2021-01-31,2,87,0.98
44102,Fonfría,2021-01-31,1,39,0.97
44103,Formiche Alto,2021-01-31,1,171,0.99
44105,Fórnoles / Fórnols,2021-01-31,10,201,0.95
44106,Fortanete,2021-01-31,3,185,0.98
44107,Foz-Calanda,2021-01-31,3,58,0.95
44108,La Fresneda / la Freixneda,2021-01-31,13,139,0.91
44109,Frías de Albarracín,2021-01-31,0,87,1.00
44110,Fuenferrada,2021-01-31,7,73,0.90
44111,Fuentes Calientes,2021-01-31,21,140,0.85
44112,Fuentes Claras,2021-01-31,6,103,0.94
44113,Fuentes de Rubielos,2021-01-31,9,97,0.91
44114,Fuentespalda / Fontdespatla,2021-01-31,2,137,0.99
44115,Galve,2021-01-31,17,109,0.84
44116,Gargallo,2021-01-31,11,123,0.91
44117,Gea de Albarracín,2021-01-31,4,107,0.96
44118,La Ginebrosa,2021-01-31,23,137,0.83
44119,Griegos,2021-01-31,4,86,0.95
44120,Guadalaviar,2021-01-31,33,157,0.79
44121,Gúdar,2021-01-31,15,139,0.89
44122,Híjar,2021-01-31,17,307,0.94
44123,Hinojosa de Jarque,2021-01-31,18,86,0.79
44124,La Hoz de la Vieja,2021-01-31,5,45,0.89
44125,Huesa del Común,2021-01-31,3,87,0.97
44126,La Iglesuela del Cid,2021-01-31,17,123,0.86
44127,Jabaloyas,2021-01-31,12,76,0.84
44128,Jarque de la Val,2021-01-31,10,38,0.74
44129,Jatiel,2021-01-31,3,30,0.90
44130,Jorcas,2021-01-31,3,24,0.88
44131,Josa,2021-01-31,0,61,1.00
44132,Lagueruela,2021-01-31,3,48,0.94
44133,Lanzuela,2021-01-31,0,21,1.00
44135,Libros,2021-01-31,6,63,0.90
44136,Lidón,2021-01-31,8,35,0.77
44137,Linares de Mora,2021-01-31,30,181,0.83
44138,Loscos,2021-01-31,8,99,0.92
44141,Lledó / Lledó d'Algars,2021-01-31,0,248,1.00
44142,Maicas,2021-01-31,3,25,0.88
44143,Manzanera,2021-01-31,22,528,0.96
44144,Martín del Río,2021-01-31,6,112,0.95
44145,Mas de las Matas,2021-01-31,34,199,0.83
44146,La Mata de los Olmos,2021-01-31,11,90,0.88
44147,Mazaleón / Massalió,2021-01-31,16,1505,0.99
44148,Mezquita de Jarque,2021-01-31,0,69,1.00
44149,Mirambel,2021-01-31,11,124,0.91
44150,Miravete de la Sierra,2021-01-31,3,53,0.94
44151,Molinos,2021-01-31,19,119,0.84
44152,Monforte de Moyuela,2021-01-31,6,205,0.97
44153,Monreal del Campo,2021-01-31,31,452,0.93
44154,Monroyo / Montroig,2021-01-31,10,161,0.94
44155,Montalbán,2021-01-31,29,178,0.84
44156,Monteagudo del Castillo,2021-01-31,8,50,0.84
44157,Monterde de Albarracín,2021-01-31,2,29,0.93
44158,Mora de Rubielos,2021-01-31,36,408,0.91
44159,Moscardón,2021-01-31,6,38,0.84
44160,Mosqueruela,2021-01-31,12,325,0.96
44161,Muniesa,2021-01-31,19,237,0.92
44163,Noguera de Albarracín,2021-01-31,7,53,0.87
44164,Nogueras,2021-01-31,4,41,0.90
44165,Nogueruelas,2021-01-31,30,186,0.84
44167,Obón,2021-01-31,12,65,0.82
44168,Odón,2021-01-31,6,66,0.91
44169,Ojos Negros,2021-01-31,14,219,0.94
44171,Olba,2021-01-31,7,229,0.97
44172,Oliete,2021-01-31,19,133,0.86
44173,Los Olmos,2021-01-31,12,75,0.84
44174,Orihuela del Tremedal,2021-01-31,14,198,0.93
44175,Orrios,2021-01-31,8,32,0.75
44176,Palomar de Arroyos,2021-01-31,6,65,0.91
44177,Pancrudo,2021-01-31,15,94,0.84
44178,Las Parras de Castellote,2021-01-31,4,65,0.94
44179,Peñarroya de Tastavíns / Pena-roja de Tastavins,2021-01-31,2,150,0.99
44180,Peracense,2021-01-31,9,59,0.85
44181,Peralejos,2021-01-31,3,52,0.94
44182,Perales del Alfambra,2021-01-31,16,186,0.91
44183,Pitarque,2021-01-31,2,42,0.95
44184,Plou,2021-01-31,1,41,0.98
44185,El Pobo,2021-01-31,12,104,0.88
44187,La Portellada,2021-01-31,4,306,0.99
44189,Pozondón,2021-01-31,5,70,0.93
44190,Pozuel del Campo,2021-01-31,8,104,0.92
44191,La Puebla de Híjar,2021-01-31,15,166,0.91
44192,La Puebla de Valverde,2021-01-31,11,584,0.98
44193,Puertomingalvo,2021-01-31,17,159,0.89
44194,Ráfales / Ràfels,2021-01-31,7,101,0.93
44195,Rillo,2021-01-31,5,56,0.91
44196,Riodeva,2021-01-31,8,53,0.85
44197,Ródenas,2021-01-31,8,91,0.91
44198,Royuela,2021-01-31,11,150,0.93
44199,Rubiales,2021-01-31,2,59,0.97
44200,Rubielos de la Cérida,2021-01-31,3,70,0.96
44201,Rubielos de Mora,2021-01-31,31,211,0.85
44203,Salcedillo,2021-01-31,10,33,0.70
44204,Saldón,2021-01-31,0,28,1.00
44205,Samper de Calanda,2021-01-31,1,202,1.00
44206,San Agustín,2021-01-31,6,120,0.95
44207,San Martín del Río,2021-01-31,5,95,0.95
44208,Santa Cruz de Nogueras,2021-01-31,13,64,0.80
44209,Santa Eulalia,2021-01-31,40,415,0.90
44210,Sarrión,2021-01-31,33,529,0.94
44211,Segura de los Baños,2021-01-31,1,53,0.98
44212,Seno,2021-01-31,1,29,0.97
44213,Singra,2021-01-31,6,115,0.95
44215,Terriente,2021-01-31,11,119,0.91
44216,Teruel,2021-01-31,104,3978,0.97
44217,Toril y Masegoso,2021-01-31,0,33,1.00
44218,Tormón,2021-01-31,2,88,0.98
44219,Tornos,2021-01-31,27,217,0.88
44220,Torralba de los Sisones,2021-01-31,6,98,0.94
44221,Torrecilla de Alcañiz,2021-01-31,26,78,0.67
44222,Torrecilla del Rebollar,2021-01-31,14,62,0.77
44223,Torre de Arcas / Torredarques,2021-01-31,0,54,1.00
44224,Torre de las Arcas,2021-01-31,2,26,0.92
44225,Torre del Compte / La Torre del Comte,2021-01-31,0,84,1.00
44226,Torrelacárcel,2021-01-31,10,122,0.92
44227,Torre los Negros,2021-01-31,3,53,0.94
44228,Torremocha de Jiloca,2021-01-31,1,61,0.98
44229,Torres de Albarracín,2021-01-31,6,63,0.90
44230,Torrevelilla / Torre de Vilella,2021-01-31,16,71,0.77
44231,Torrijas,2021-01-31,7,77,0.91
44232,Torrijo del Campo,2021-01-31,0,140,1.00
44234,Tramacastiel,2021-01-31,4,50,0.92
44235,Tramacastilla,2021-01-31,7,48,0.85
44236,Tronchón,2021-01-31,0,83,1.00
44237,Urrea de Gaén,2021-01-31,16,176,0.91
44238,Utrillas,2021-01-31,47,252,0.81
44239,Valacloche,2021-01-31,0,14,1.00
44240,Valbona,2021-01-31,21,123,0.83
44241,Valdealgorfa,2021-01-31,25,174,0.86
44243,Valdecuenca,2021-01-31,8,42,0.81
44244,Valdelinares,2021-01-31,11,185,0.94
44245,Valdeltormo / La Vall del Tormo,2021-01-31,2,113,0.98
44246,Valderrobres / Vall de Roures,2021-01-31,24,2532,0.99
44247,Valjunquera / Valljunquera,2021-01-31,3,176,0.98
44249,El Vallecillo,2021-01-31,0,59,1.00
44250,Veguillas de la Sierra,2021-01-31,2,21,0.90
44251,Villafranca del Campo,2021-01-31,16,176,0.91
44252,Villahermosa del Campo,2021-01-31,3,63,0.95
44256,Villanueva del Rebollar de la Sierra,2021-01-31,0,18,1.00
44257,Villar del Cobo,2021-01-31,14,67,0.79
44258,Villar del Salz,2021-01-31,3,43,0.93
44260,Villarluengo,2021-01-31,8,195,0.96
44261,Villarquemado,2021-01-31,0,177,1.00
44262,Villarroya de los Pinares,2021-01-31,8,105,0.92
44263,Villastar,2021-01-31,8,64,0.88
44264,Villel,2021-01-31,2,123,0.98
44265,Vinaceite,2021-01-31,11,118,0.91
44266,Visiedo,2021-01-31,7,38,0.82
44267,Vivel del Río Martín,2021-01-31,5,80,0.94
44268,La Zoma,2021-01-31,5,43,0.88
50001,Abanto,2021-01-31,5,79,0.94
50002,Acered,2021-01-31,5,108,0.95
50003,Agón,2021-01-31,7,63,0.89
50004,Aguarón,2021-01-31,17,147,0.88
50005,Aguilón,2021-01-31,12,81,0.85
50006,Ainzón,2021-01-31,25,93,0.73
50007,Aladrén,2021-01-31,3,29,0.90
50008,Alagón,2021-01-31,51,764,0.93
50009,Alarba,2021-01-31,8,93,0.91
50010,Alberite de San Juan,2021-01-31,2,46,0.96
50011,Albeta,2021-01-31,4,35,0.89
50012,Alborge,2021-01-31,8,32,0.75
50013,Alcalá de Ebro,2021-01-31,3,88,0.97
50014,Alcalá de Moncayo,2021-01-31,10,52,0.81
50015,Alconchel de Ariza,2021-01-31,4,112,0.96
50016,Aldehuela de Liestos,2021-01-31,8,59,0.86
50017,Alfajarín,2021-01-31,47,446,0.89
50018,Alfamén,2021-01-31,31,162,0.81
50019,Alforque,2021-01-31,3,7,0.57
50020,Alhama de Aragón,2021-01-31,3,182,0.98
50021,Almochuel,2021-01-31,10,29,0.66
50022,La Almolda,2021-01-31,10,215,0.95
50023,Almonacid de la Cuba,2021-01-31,3,87,0.97
50024,Almonacid de la Sierra,2021-01-31,31,174,0.82
50025,La Almunia de Doña Godina,2021-01-31,29,621,0.95
50026,Alpartir,2021-01-31,12,135,0.91
50027,Ambel,2021-01-31,18,88,0.80
50028,Anento,2021-01-31,5,92,0.95
50029,Aniñón,2021-01-31,19,102,0.81
50030,Añón de Moncayo,2021-01-31,20,120,0.83
50031,Aranda de Moncayo,2021-01-31,1,61,0.98
50032,Arándiga,2021-01-31,13,137,0.91
50033,Ardisa,2021-01-31,0,44,1.00
50034,Ariza,2021-01-31,64,385,0.83
50035,Artieda,2021-01-31,4,80,0.95
50036,Asín,2021-01-31,8,22,0.64
50037,Atea,2021-01-31,10,97,0.90
50038,Ateca,2021-01-31,25,339,0.93
50039,Azuara,2021-01-31,0,145,1.00
50040,Badules,2021-01-31,0,39,1.00
