id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
31001,Abáigar,2021-02-03,4,21,0.81,1834.73,222.43,0.88
31002,Abárzuza/Abartzuza,2021-02-03,7,55,0.87,5382.59,246.63,0.95
31003,Abaurregaina / Abaurrea Alta,2021-02-03,0,21,1.00,2516.04,0.00,1.00
31004,Abaurrepea / Abaurrea Baja,2021-02-03,0,13,1.00,1022.20,0.00,1.00
31005,Aberin,2021-02-03,1,22,0.95,2944.00,53.66,0.98
31006,Ablitas,2021-02-03,2,85,0.98,14574.82,307.69,0.98
31007,Adiós,2021-02-03,0,18,1.00,2137.74,0.00,1.00
31008,Aguilar de Codés,2021-02-03,1,12,0.92,2378.93,29.36,0.99
31009,Aibar/Oibar,2021-02-03,0,64,1.00,8088.24,0.00,1.00
31010,Altsasu/Alsasua,2021-02-03,0,173,1.00,19971.46,0.00,1.00
31011,Allín / Allin,2021-02-03,7,108,0.94,13499.13,1152.95,0.91
31012,Allo,2021-02-03,0,48,1.00,7416.38,0.00,1.00
31013,Améscoa Baja,2021-02-03,4,113,0.96,11878.57,155.36,0.99
31014,Ancín/Antzin,2021-02-03,2,39,0.95,6636.34,384.33,0.94
31015,Andosilla,2021-02-03,11,106,0.90,15201.59,736.79,0.95
31016,Ansoáin/Antsoain,2021-02-03,0,64,1.00,11029.74,0.00,1.00
31017,Anue,2021-02-03,0,67,1.00,6189.59,0.00,1.00
31018,Añorbe,2021-02-03,0,31,1.00,4523.30,0.00,1.00
31019,Aoiz/Agoitz,2021-02-03,2,61,0.97,11950.91,127.83,0.99
31020,Araitz,2021-02-03,1,31,0.97,3218.93,4.71,1.00
31021,Aranarache/Aranaratxe,2021-02-03,0,13,1.00,1470.41,0.00,1.00
31022,Arantza,2021-02-03,0,37,1.00,2889.54,0.00,1.00
31023,Aranguren,2021-02-03,0,395,1.00,42725.58,0.00,1.00
31024,Arano,2021-02-03,0,14,1.00,835.09,0.00,1.00
31025,Arakil,2021-02-03,0,102,1.00,11416.82,0.00,1.00
31026,Aras,2021-02-03,0,44,1.00,3461.86,0.00,1.00
31027,Arbizu,2021-02-03,0,37,1.00,4616.71,0.00,1.00
31028,Arce/Artzi,2021-02-03,0,72,1.00,7078.74,0.00,1.00
31029,Los Arcos,2021-02-03,3,50,0.94,6149.28,244.83,0.96
31030,Arellano,2021-02-03,1,17,0.94,2915.86,42.83,0.99
31031,Areso,2021-02-03,0,39,1.00,5060.08,0.00,1.00
31032,Arguedas,2021-02-03,15,130,0.88,12947.77,641.78,0.95
31033,Aria,2021-02-03,0,7,1.00,1137.72,0.00,1.00
31034,Aribe,2021-02-03,0,6,1.00,526.12,0.00,1.00
31035,Armañanzas,2021-02-03,1,13,0.92,1300.56,79.12,0.94
31036,Arróniz,2021-02-03,1,48,0.98,6794.92,21.98,1.00
31037,Arruazu,2021-02-03,0,16,1.00,1044.77,0.00,1.00
31038,Artajona,2021-02-03,2,75,0.97,11352.93,263.78,0.98
31039,Artazu,2021-02-03,0,11,1.00,1125.61,0.00,1.00
31040,Atetz / Atez,2021-02-03,0,36,1.00,4871.28,0.00,1.00
31041,Ayegui,2021-02-03,7,136,0.95,21669.82,646.36,0.97
31042,Azagra,2021-02-03,4,80,0.95,14106.36,492.05,0.97
31043,Azuelo,2021-02-03,0,12,1.00,1059.21,0.00,1.00
31044,Bakaiku,2021-02-03,0,33,1.00,2821.76,0.00,1.00
31045,Barásoain,2021-02-03,0,50,1.00,6301.84,0.00,1.00
31046,Barbarin,2021-02-03,0,10,1.00,1456.72,0.00,1.00
31047,Bargota,2021-02-03,1,29,0.97,3844.79,72.57,0.98
31048,Barillas,2021-02-03,1,25,0.96,3531.41,43.84,0.99
31049,Basaburua,2021-02-03,1,112,0.99,10553.43,230.67,0.98
31050,Baztan,2021-02-03,1,423,1.00,48223.36,106.97,1.00
31051,Beire,2021-02-03,1,29,0.97,3719.11,64.16,0.98
31052,Belascoáin,2021-02-03,0,16,1.00,2020.14,0.00,1.00
31053,Berbinzana,2021-02-03,0,35,1.00,4757.27,0.00,1.00
31054,Bertizarana,2021-02-03,0,46,1.00,4522.33,0.00,1.00
31055,Betelu,2021-02-03,0,25,1.00,2912.79,0.00,1.00
31056,Biurrun-Olcoz,2021-02-03,0,43,1.00,5615.24,0.00,1.00
