id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
33001,Allande,2021-02-13,388,399,0.03,41092.83,42605.50,0.04
33002,Aller,2021-02-13,254,347,0.27,24298.12,35694.80,0.32
33003,Amieva,2021-02-13,76,76,0.00,9027.51,9027.51,0.00
33004,Avilés,2021-02-13,290,1000,0.71,33052.77,114019.02,0.71
33005,Belmonte de Miranda,2021-02-13,118,150,0.21,13553.70,15527.37,0.13
33006,Bimenes,2021-02-13,44,44,0.00,5522.27,5522.27,0.00
33007,Boal,2021-02-13,47,55,0.15,12030.45,14498.03,0.17
33008,Cabrales,2021-02-13,9,105,0.91,241.13,5456.99,0.96
33009,Cabranes,2021-02-13,78,78,0.00,7787.08,7787.08,0.00
33010,Candamo,2021-02-13,23,23,0.00,3914.63,3914.63,0.00
33011,Cangas del Narcea,2021-02-13,1257,1340,0.06,136659.32,146342.73,0.07
33012,Cangas de Onís,2021-02-13,184,244,0.25,20469.19,26344.85,0.22
33013,Caravia,2021-02-13,4,67,0.94,84.19,7975.47,0.99
33014,Carreño,2021-02-13,107,266,0.60,12430.69,30469.14,0.59
33015,Caso,2021-02-13,196,226,0.13,21924.86,25480.24,0.14
33016,Castrillón,2021-02-13,211,427,0.51,45411.26,85192.47,0.47
33017,Castropol,2021-02-13,209,277,0.25,36896.05,47934.06,0.23
33018,Coaña,2021-02-13,129,135,0.04,26632.62,27354.68,0.03
33019,Colunga,2021-02-13,222,284,0.22,29593.46,42918.41,0.31
33020,Corvera de Asturias,2021-02-13,117,297,0.61,15913.16,39284.48,0.59
33021,Cudillero,2021-02-13,277,288,0.04,59862.36,61266.98,0.02
33022,Degaña,2021-02-13,82,82,0.00,8869.01,8869.01,0.00
33023,El Franco,2021-02-13,57,81,0.30,11291.29,18695.84,0.40
33024,Gijón/Xixón,2021-02-13,216,3326,0.94,16021.73,384407.54,0.96
33025,Gozón,2021-02-13,106,257,0.59,22705.37,41158.06,0.45
33026,Grau/Grado,2021-02-13,160,300,0.47,29273.29,42628.91,0.31
33027,Grandas de Salime,2021-02-13,153,176,0.13,20680.31,23567.03,0.12
33028,Ibias,2021-02-13,339,339,0.00,39025.09,39025.09,0.00
33029,Illano,2021-02-13,43,43,0.00,17782.95,17782.95,0.00
