id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
33001,Allande,2021-02-03,388,399,0.03,42605.50,41092.83,0.04
33002,Aller,2021-02-03,254,347,0.27,35694.80,24298.12,0.32
33003,Amieva,2021-02-03,76,76,0.00,9027.51,9027.51,0.00
33004,Avilés,2021-02-03,290,1000,0.71,114019.02,33052.77,0.71
33005,Belmonte de Miranda,2021-02-03,118,150,0.21,15527.37,13553.70,0.13
33006,Bimenes,2021-02-03,44,44,0.00,5522.27,5522.27,0.00
33007,Boal,2021-02-03,47,55,0.15,14498.03,12030.45,0.17
33008,Cabrales,2021-02-03,9,105,0.91,5456.99,241.13,0.96
33009,Cabranes,2021-02-03,78,78,0.00,7787.08,7787.08,0.00
33010,Candamo,2021-02-03,23,23,0.00,3914.63,3914.63,0.00
33011,Cangas del Narcea,2021-02-03,1257,1340,0.06,146358.90,136675.48,0.07
33012,Cangas de Onís,2021-02-03,184,244,0.25,26344.85,20469.19,0.22
33013,Caravia,2021-02-03,4,67,0.94,7975.47,84.19,0.99
33014,Carreño,2021-02-03,108,267,0.60,30485.96,12446.20,0.59
33015,Caso,2021-02-03,196,226,0.13,25480.24,21924.86,0.14
33016,Castrillón,2021-02-03,211,427,0.51,85192.47,45411.26,0.47
33017,Castropol,2021-02-03,209,277,0.25,47934.06,36896.05,0.23
33018,Coaña,2021-02-03,129,135,0.04,27354.68,26632.62,0.03
33019,Colunga,2021-02-03,222,283,0.22,42808.62,29593.46,0.31
33020,Corvera de Asturias,2021-02-03,117,297,0.61,39284.48,15913.16,0.59
33022,Degaña,2021-02-03,82,82,0.00,8869.01,8869.01,0.00
33023,El Franco,2021-02-03,57,81,0.30,18695.84,11291.29,0.40
33024,Gijón/Xixón,2021-02-03,216,3326,0.94,384410.03,16021.73,0.96
33025,Gozón,2021-02-03,106,257,0.59,41158.06,22705.37,0.45
33026,Grau/Grado,2021-02-03,160,300,0.47,42628.91,29273.29,0.31
33027,Grandas de Salime,2021-02-03,153,176,0.13,23567.03,20680.31,0.12
33028,Ibias,2021-02-03,339,339,0.00,39025.09,39025.09,0.00
