id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
47173,Traspinedo,2021-02-03,45,122,0.63,24131.83,10208.23,0.58
47174,Trigueros del Valle,2021-02-03,0,51,1.00,4263.12,0.00,1.00
47175,Tudela de Duero,2021-02-03,85,323,0.74,57240.10,16976.94,0.70
47176,La Unión de Campos,2021-02-03,0,45,1.00,5778.70,0.00,1.00
47177,Urones de Castroponce,2021-02-03,0,19,1.00,2882.18,0.00,1.00
47178,Urueña,2021-02-03,0,33,1.00,3117.56,0.00,1.00
47179,Valbuena de Duero,2021-02-03,19,56,0.66,6649.91,1754.71,0.74
47180,Valdearcos de la Vega,2021-02-03,2,14,0.86,1012.60,99.27,0.90
47181,Valdenebro de los Valles,2021-02-03,0,45,1.00,3990.29,0.00,1.00
47182,Valdestillas,2021-02-03,24,141,0.83,13767.80,1342.04,0.90
47183,Valdunquillo,2021-02-03,0,45,1.00,4544.41,0.00,1.00
47184,Valoria la Buena,2021-02-03,0,43,1.00,5791.17,0.00,1.00
47185,Valverde de Campos,2021-02-03,0,30,1.00,1986.71,0.00,1.00
47186,Valladolid,2021-02-03,358,3509,0.90,479990.91,30727.06,0.94
47187,Vega de Ruiponce,2021-02-03,0,31,1.00,3697.06,0.00,1.00
47188,Vega de Valdetronco,2021-02-03,0,15,1.00,1956.04,0.00,1.00
47189,Velascálvaro,2021-02-03,1,24,0.96,3035.03,54.72,0.98
47190,Velilla,2021-02-03,0,36,1.00,2118.79,0.00,1.00
47191,Velliza,2021-02-03,0,64,1.00,4272.86,0.00,1.00
47192,Ventosa de la Cuesta,2021-02-03,11,30,0.63,2330.11,585.80,0.75
47193,Viana de Cega,2021-02-03,32,214,0.85,27005.85,1443.51,0.95
47194,Viloria,2021-02-03,6,56,0.89,5048.39,249.11,0.95
47195,Villabáñez,2021-02-03,9,51,0.82,10713.43,968.85,0.91
47196,Villabaruz de Campos,2021-02-03,0,16,1.00,1636.83,0.00,1.00
47197,Villabrágima,2021-02-03,0,71,1.00,8250.86,0.00,1.00
47198,Villacarralón,2021-02-03,0,21,1.00,2313.66,0.00,1.00
47199,Villacid de Campos,2021-02-03,0,26,1.00,2871.17,0.00,1.00
47200,Villaco,2021-02-03,19,40,0.53,1746.26,537.87,0.69
47203,Villafrades de Campos,2021-02-03,0,29,1.00,4058.85,0.00,1.00
47204,Villafranca de Duero,2021-02-03,8,54,0.85,4309.93,175.43,0.96
47205,Villafrechós,2021-02-03,0,55,1.00,6619.99,0.00,1.00
47206,Villafuerte,2021-02-03,18,43,0.58,2560.34,415.18,0.84
47207,Villagarcía de Campos,2021-02-03,0,43,1.00,4559.44,0.00,1.00
47208,Villagómez la Nueva,2021-02-03,0,31,1.00,3976.19,0.00,1.00
47209,Villalán de Campos,2021-02-03,0,18,1.00,1473.36,0.00,1.00
47210,Villalar de los Comuneros,2021-02-03,0,37,1.00,5015.81,0.00,1.00
47211,Villalba de la Loma,2021-02-03,0,26,1.00,1981.10,0.00,1.00
47212,Villalba de los Alcores,2021-02-03,0,61,1.00,5067.23,0.00,1.00
47213,Villalbarba,2021-02-03,0,38,1.00,3397.47,0.00,1.00
47214,Villalón de Campos,2021-02-03,0,128,1.00,15719.28,0.00,1.00
47215,Villamuriel de Campos,2021-02-03,0,28,1.00,2599.98,0.00,1.00
47216,Villán de Tordesillas,2021-02-03,0,35,1.00,2720.56,0.00,1.00
47217,Villanubla,2021-02-03,0,102,1.00,16046.85,0.00,1.00
47218,Villanueva de Duero,2021-02-03,35,120,0.71,22462.91,6974.27,0.69
47219,Villanueva de la Condesa,2021-02-03,0,11,1.00,1079.98,0.00,1.00
47220,Villanueva de los Caballeros,2021-02-03,0,27,1.00,4513.24,0.00,1.00
47221,Villanueva de los Infantes,2021-02-03,1,17,0.94,2063.34,56.12,0.97
47222,Villanueva de San Mancio,2021-02-03,0,21,1.00,2497.98,0.00,1.00
47223,Villardefrades,2021-02-03,0,30,1.00,2961.62,0.00,1.00
47224,Villarmentero de Esgueva,2021-02-03,2,16,0.88,1784.05,340.43,0.81
47225,Villasexmir,2021-02-03,0,21,1.00,1565.40,0.00,1.00
47226,Villavaquerín,2021-02-03,2,23,0.91,1964.15,105.68,0.95
47227,Villavellid,2021-02-03,0,27,1.00,1856.15,0.00,1.00
47228,Villaverde de Medina,2021-02-03,9,48,0.81,5720.77,833.38,0.85
47229,Villavicencio de los Caballeros,2021-02-03,0,57,1.00,6211.89,0.00,1.00
47230,Wamba,2021-02-03,2,32,0.94,2493.93,28.38,0.99
47231,Zaratán,2021-02-03,3,207,0.99,26144.84,135.75,0.99
47232,La Zarza,2021-02-03,13,25,0.48,1853.59,746.03,0.60
