id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
38049,Valle Gran Rey,2021-02-13,25,135,0.81,2695.59,18577.17,0.85
35030,Tuineje,2021-02-13,112,369,0.70,22479.35,73746.32,0.70
38017,Granadilla de Abona,2021-02-13,325,1067,0.70,41077.52,159891.01,0.74
35001,Agaete,2021-02-13,33,187,0.82,2902.57,21740.45,0.87
38030,Puntallana,2021-02-13,56,84,0.33,7276.59,12995.18,0.44
38014,Fuencaliente de la Palma,2021-02-13,66,120,0.45,6144.23,14539.34,0.58
38046,Tegueste,2021-02-13,63,278,0.77,4803.85,43188.33,0.89
38051,La Victoria de Acentejo,2021-02-13,18,101,0.82,1656.34,25075.66,0.93
38053,Villa de Mazo,2021-02-13,109,139,0.22,21804.09,28652.39,0.24
38031,Los Realejos,2021-02-13,196,674,0.71,27728.58,100249.88,0.72
38001,Adeje,2021-02-13,473,1159,0.59,44422.97,155050.01,0.71
35019,San Bartolomé de Tirajana,2021-02-13,157,1242,0.87,15774.21,213628.57,0.93
35013,Moya,2021-02-13,4,181,0.98,188.15,30997.05,0.99
38045,Tazacorte,2021-02-13,37,97,0.62,2873.36,8956.12,0.68
35022,Santa Lucía de Tirajana,2021-02-13,103,870,0.88,6549.90,131874.49,0.95
38036,San Sebastián de la Gomera,2021-02-13,119,206,0.42,19180.82,32346.71,0.41
38035,San Miguel de Abona,2021-02-13,238,484,0.51,36839.19,91953.33,0.60
35004,Arrecife,2021-02-13,94,969,0.90,6884.84,124513.06,0.94
35018,San Bartolomé,2021-02-13,67,474,0.86,4111.68,65063.22,0.94
38028,Puerto de la Cruz,2021-02-13,110,678,0.84,7150.41,73601.28,0.90
38034,San Juan de la Rambla,2021-02-13,50,149,0.66,7440.92,22131.02,0.66
35008,Firgas,2021-02-13,3,182,0.98,289.09,32977.00,0.99
38003,Alajeró,2021-02-13,107,132,0.19,11389.89,15546.49,0.27
38050,Vallehermoso,2021-02-13,74,87,0.15,15148.27,19577.85,0.23
35026,Telde,2021-02-13,60,1848,0.97,3436.13,251857.34,0.99
35027,Teror,2021-02-13,7,270,0.97,389.45,36790.49,0.99
38009,Breña Baja,2021-02-13,56,157,0.64,8124.20,30771.98,0.74
35024,Teguise,2021-02-13,118,1079,0.89,7599.37,169079.30,0.96
35028,Tías,2021-02-13,111,674,0.84,9463.20,117224.70,0.92
38011,Candelaria,2021-02-13,155,522,0.70,18103.29,72400.92,0.75
38008,Breña Alta,2021-02-13,113,252,0.55,15138.37,41565.72,0.64
38023,San Cristóbal de La Laguna,2021-02-13,637,2977,0.79,57908.03,403202.02,0.86
35020,La Aldea de San Nicolás,2021-02-13,7,186,0.96,375.04,39984.30,0.99
38006,Arona,2021-02-13,496,1684,0.71,54442.00,225960.15,0.76
38004,Arafo,2021-02-13,55,209,0.74,5496.61,28351.14,0.81
38022,Icod de los Vinos,2021-02-13,408,707,0.42,55748.78,105022.40,0.47
35021,Santa Brígida,2021-02-13,13,369,0.96,1030.86,69431.81,0.99
35025,Tejeda,2021-02-13,4,49,0.92,518.74,12093.15,0.96
35015,Pájara,2021-02-13,85,480,0.82,8109.14,65562.00,0.88
38025,La Matanza de Acentejo,2021-02-13,65,145,0.55,7000.94,27627.85,0.75
35031,Valsequillo de Gran Canaria,2021-02-13,5,231,0.98,645.12,51132.44,0.99
38027,El Paso,2021-02-13,89,217,0.59,13375.30,53801.03,0.75
38041,El Sauzal,2021-02-13,53,199,0.73,6965.56,38756.89,0.82
38002,Agulo,2021-02-13,12,29,0.59,6157.29,7658.25,0.20
38048,Valverde,2021-02-13,84,297,0.72,10269.77,43061.69,0.76
35003,Antigua,2021-02-13,39,304,0.87,6225.95,68321.20,0.91
38033,San Andrés y Sauces,2021-02-13,30,83,0.64,6707.34,17680.75,0.62
38016,Garafía,2021-02-13,35,57,0.39,12480.56,14387.48,0.13
38021,Hermigua,2021-02-13,25,29,0.14,6423.55,7030.33,0.09
35012,Mogán,2021-02-13,65,572,0.89,5323.62,92089.30,0.94
38024,Los Llanos de Aridane,2021-02-13,138,429,0.68,17209.80,70803.55,0.76
35016,Las Palmas de Gran Canaria,2021-02-13,257,3670,0.93,24582.42,558900.00,0.96
38043,Tacoronte,2021-02-13,154,440,0.65,17840.79,92593.83,0.81
38032,El Rosario,2021-02-13,52,329,0.84,5534.20,58821.65,0.91
38052,Vilaflor,2021-02-13,34,77,0.56,3307.34,8898.74,0.63
38039,Santa Úrsula,2021-02-13,61,462,0.87,3950.75,57667.79,0.93
38007,Barlovento,2021-02-13,31,49,0.37,7517.63,11131.68,0.32
38010,Buenavista del Norte,2021-02-13,97,220,0.56,8096.79,25220.25,0.68
35005,Artenara,2021-02-13,3,27,0.89,347.72,6657.07,0.95
35033,Vega de San Mateo,2021-02-13,7,131,0.95,1332.95,27728.04,0.95
35014,La Oliva,2021-02-13,228,951,0.76,40462.65,204593.49,0.80
35007,Betancuria,2021-02-13,12,48,0.75,2441.93,8558.27,0.71
38029,Puntagorda,2021-02-13,20,79,0.75,5283.10,24151.39,0.78
38038,Santa Cruz de Tenerife,2021-02-13,468,3013,0.84,29832.94,369530.18,0.92
38018,La Guancha,2021-02-13,67,194,0.65,6407.50,24629.10,0.74
38026,La Orotava,2021-02-13,488,1018,0.52,59839.01,153642.37,0.61
35017,Puerto del Rosario,2021-02-13,407,772,0.47,88405.88,180579.28,0.51
38901,El Pinar de El Hierro,2021-02-13,22,98,0.78,7492.57,18473.44,0.59
35010,Haría,2021-02-13,10,248,0.96,346.98,37126.86,0.99
38015,Garachico,2021-02-13,46,210,0.78,5220.35,24981.13,0.79
35011,Ingenio,2021-02-13,16,781,0.98,648.94,102068.28,0.99
35032,Valleseco,2021-02-13,5,78,0.94,293.97,19057.83,0.98
38037,Santa Cruz de la Palma,2021-02-13,80,287,0.72,5950.49,26021.53,0.77
35002,Agüimes,2021-02-13,45,684,0.93,2907.98,117107.91,0.98
35006,Arucas,2021-02-13,36,661,0.95,1940.79,93076.83,0.98
38042,Los Silos,2021-02-13,16,195,0.92,594.29,21201.01,0.97
35034,Yaiza,2021-02-13,562,1542,0.64,42950.69,197394.97,0.78
38040,Santiago del Teide,2021-02-13,55,274,0.80,3529.44,31962.65,0.89
38005,Arico,2021-02-13,133,438,0.70,15216.26,59522.95,0.74
38044,El Tanque,2021-02-13,50,127,0.61,4827.10,17500.76,0.72
38012,Fasnia,2021-02-13,30,98,0.69,3764.36,18692.72,0.80
38019,Guía de Isora,2021-02-13,82,475,0.83,10014.48,63172.83,0.84
35023,Santa María de Guía de Gran Canaria,2021-02-13,11,243,0.95,423.46,40703.67,0.99
38013,Frontera,2021-02-13,28,152,0.82,1817.36,20710.59,0.91
35029,Tinajo,2021-02-13,11,233,0.95,559.80,47341.02,0.99
38020,Güímar,2021-02-13,144,448,0.68,13759.67,62169.81,0.78
35009,Gáldar,2021-02-13,21,587,0.96,1669.37,98368.62,0.98
38047,Tijarafe,2021-02-13,54,89,0.39,14304.81,26208.94,0.45
