id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
15001,Abegondo,2021-02-03,144,154,0.06,29959.34,29294.40,0.02
15002,Ames,2021-02-03,334,492,0.32,72463.84,46036.65,0.36
15003,Aranga,2021-02-03,53,53,0.00,8768.42,8768.42,0.00
15004,Ares,2021-02-03,12,233,0.95,40409.74,782.05,0.98
15005,Arteixo,2021-02-03,291,859,0.66,103714.97,33478.79,0.68
15006,Arzúa,2021-02-03,108,171,0.37,25871.01,16852.65,0.35
15007,A Baña,2021-02-03,120,156,0.23,26405.58,20490.51,0.22
15008,Bergondo,2021-02-03,56,119,0.53,21930.42,5019.74,0.77
15009,Betanzos,2021-02-03,93,267,0.65,31491.95,10906.42,0.65
15010,Boimorto,2021-02-03,29,29,0.00,7583.48,7583.48,0.00
15011,Boiro,2021-02-03,212,329,0.36,45435.41,29833.71,0.34
15012,Boqueixón,2021-02-03,43,67,0.36,13837.44,9404.83,0.32
15013,Brión,2021-02-03,136,168,0.19,30130.85,22485.60,0.25
15014,Cabana de Bergantiños,2021-02-03,284,286,0.01,54250.31,53763.87,0.01
15015,Cabanas,2021-02-03,95,139,0.32,23369.46,16359.26,0.30
15016,Camariñas,2021-02-03,348,478,0.27,50660.07,32477.56,0.36
15017,Cambre,2021-02-03,268,428,0.37,70996.09,52660.17,0.26
15018,A Capela,2021-02-03,66,66,0.00,5055.66,5055.66,0.00
15019,Carballo,2021-02-03,219,600,0.64,123025.49,66850.45,0.46
15020,Carnota,2021-02-03,298,303,0.02,40538.23,40037.20,0.01
15021,Carral,2021-02-03,100,177,0.44,23011.37,11408.09,0.50
15022,Cedeira,2021-02-03,180,320,0.44,39682.09,24856.49,0.37
15023,Cee,2021-02-03,329,398,0.17,47380.48,37817.14,0.20
15024,Cerceda,2021-02-03,35,90,0.61,16881.89,3229.82,0.81
15025,Cerdido,2021-02-03,6,6,0.00,1154.37,1154.37,0.00
15027,Coirós,2021-02-03,44,52,0.15,13353.72,11675.51,0.13
15028,Corcubión,2021-02-03,85,110,0.23,8654.38,6015.12,0.30
15029,Coristanco,2021-02-03,103,133,0.23,25363.24,20241.89,0.20
15030,A Coruña,2021-02-03,23,3075,0.99,298639.17,2032.45,0.99
15031,Culleredo,2021-02-03,110,499,0.78,75178.67,13743.35,0.82
15032,Curtis,2021-02-03,174,255,0.32,33564.66,15992.12,0.52
15033,Dodro,2021-02-03,140,146,0.04,20048.62,19048.84,0.05
15034,Dumbría,2021-02-03,262,262,0.00,23276.55,23276.55,0.00
15035,Fene,2021-02-03,55,228,0.76,43255.45,6737.96,0.84
15036,Ferrol,2021-02-03,440,1201,0.63,156682.02,42363.51,0.73
15037,Fisterra,2021-02-03,198,307,0.36,30597.68,21608.94,0.29
15038,Frades,2021-02-03,30,83,0.64,20390.80,3448.69,0.83
15039,Irixoa,2021-02-03,28,29,0.03,6551.83,6089.79,0.07
15040,Laxe,2021-02-03,173,240,0.28,31401.53,22963.07,0.27
15041,A Laracha,2021-02-03,311,440,0.29,57806.68,39878.19,0.31
15042,Lousame,2021-02-03,170,170,0.00,27407.15,27407.15,0.00
15043,Malpica de Bergantiños,2021-02-03,361,448,0.19,66032.71,58472.20,0.11
15044,Mañón,2021-02-03,131,192,0.32,19169.29,10719.04,0.44
15045,Mazaricos,2021-02-03,475,494,0.04,63440.39,54217.01,0.15
15046,Melide,2021-02-03,187,350,0.47,44198.96,21746.61,0.51
15047,Mesía,2021-02-03,131,131,0.00,7554.18,7554.18,0.00
15048,Miño,2021-02-03,117,225,0.48,35715.39,15712.69,0.56
15049,Moeche,2021-02-03,19,31,0.39,4379.93,2317.21,0.47
15050,Monfero,2021-02-03,67,67,0.00,11977.06,11977.06,0.00
15051,Mugardos,2021-02-03,50,168,0.70,30627.83,5542.26,0.82
15052,Muxía,2021-02-03,420,477,0.12,51575.76,46735.56,0.09
15053,Muros,2021-02-03,330,399,0.17,52040.37,45056.54,0.13
15054,Narón,2021-02-03,163,692,0.76,92723.07,11584.17,0.88
15055,Neda,2021-02-03,61,112,0.46,19804.08,7651.34,0.61
15056,Negreira,2021-02-03,0,171,1.00,25900.37,0.00,1.00
15057,Noia,2021-02-03,137,284,0.52,32755.51,15068.00,0.54
15058,Oleiros,2021-02-03,188,1167,0.84,202855.67,14529.34,0.93
15059,Ordes,2021-02-03,50,163,0.69,25913.34,7261.48,0.72
15060,Oroso,2021-02-03,70,140,0.50,19118.46,9882.37,0.48
15061,Ortigueira,2021-02-03,320,454,0.30,60491.56,37106.13,0.39
15062,Outes,2021-02-03,69,121,0.43,25587.59,14349.38,0.44
15064,Paderne,2021-02-03,78,115,0.32,22671.61,16598.41,0.27
15065,Padrón,2021-02-03,201,254,0.21,37597.20,33067.09,0.12
15066,O Pino,2021-02-03,111,138,0.20,25740.51,19816.48,0.23
15067,A Pobra do Caramiñal,2021-02-03,191,308,0.38,38315.86,17064.51,0.55
15068,Ponteceso,2021-02-03,406,468,0.13,74562.91,64902.63,0.13
15069,Pontedeume,2021-02-03,89,194,0.54,22596.39,11205.76,0.50
15070,As Pontes de García Rodríguez,2021-02-03,110,346,0.68,45788.54,9826.36,0.79
15071,Porto do Son,2021-02-03,162,252,0.36,37597.38,27505.14,0.27
15072,Rianxo,2021-02-03,304,458,0.34,77469.07,60325.57,0.22
15073,Ribeira,2021-02-03,224,569,0.61,80923.26,26719.45,0.67
15074,Rois,2021-02-03,161,162,0.01,27565.57,27503.90,0.00
15075,Sada,2021-02-03,139,343,0.59,68528.59,28927.83,0.58
15076,San Sadurniño,2021-02-03,15,16,0.06,3792.15,2923.00,0.23
15077,Santa Comba,2021-02-03,281,316,0.11,48473.76,41414.76,0.15
