id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
39001,Alfoz de Lloredo,2021-02-13,39,284,0.86,42523.23,4626.41,0.89
39002,Ampuero,2021-02-13,59,82,0.28,15244.82,10491.99,0.31
39003,Anievas,2021-02-13,0,93,1.00,7591.52,0.00,1.00
39004,Arenas de Iguña,2021-02-13,45,182,0.75,19683.57,4971.53,0.75
39005,Argoños,2021-02-13,69,182,0.62,25614.31,8173.69,0.68
39006,Arnuero,2021-02-13,58,216,0.73,35384.71,9362.96,0.74
39007,Arredondo,2021-02-13,36,66,0.45,9624.48,6618.23,0.31
39008,El Astillero,2021-02-13,152,331,0.54,39467.74,17728.75,0.55
39009,Bárcena de Cicero,2021-02-13,0,218,1.00,35174.42,0.00,1.00
39010,Bárcena de Pie de Concha,2021-02-13,43,43,0.00,5287.88,5287.88,0.00
39011,Bareyo,2021-02-13,30,158,0.81,27988.76,5214.41,0.81
39012,Cabezón de la Sal,2021-02-13,296,396,0.25,47456.77,37085.89,0.22
39013,Cabezón de Liébana,2021-02-13,62,96,0.35,14820.94,8897.04,0.40
39014,Cabuérniga,2021-02-13,88,167,0.47,17358.96,7844.21,0.55
39015,Camaleño,2021-02-13,156,170,0.08,15785.91,14776.72,0.06
39016,Camargo,2021-02-13,447,759,0.41,117522.66,61378.04,0.48
39017,Campoo de Yuso,2021-02-13,79,128,0.38,17953.17,11743.58,0.35
39018,Cartes,2021-02-13,134,175,0.23,17561.41,12878.95,0.27
39019,Castañeda,2021-02-13,60,85,0.29,15771.34,11807.88,0.25
39020,Castro-Urdiales,2021-02-13,223,747,0.70,99938.63,23110.67,0.77
39021,Cieza,2021-02-13,33,42,0.21,4269.01,3154.69,0.26
39022,Cillorigo de Liébana,2021-02-13,89,130,0.32,12556.81,8967.49,0.29
39023,Colindres,2021-02-13,33,125,0.74,20040.89,4126.77,0.79
39024,Comillas,2021-02-13,119,221,0.46,27825.77,18347.48,0.34
39025,Los Corrales de Buelna,2021-02-13,0,599,1.00,49162.18,0.00,1.00
39026,Corvera de Toranzo,2021-02-13,131,146,0.10,23042.34,20628.42,0.10
39027,Campoo de Enmedio,2021-02-13,105,256,0.59,31831.74,11446.82,0.64
39028,Entrambasaguas,2021-02-13,0,210,1.00,25223.10,0.00,1.00
39029,Escalante,2021-02-13,0,50,1.00,5453.32,0.00,1.00
39030,Guriezo,2021-02-13,0,137,1.00,19820.77,0.00,1.00
39031,Hazas de Cesto,2021-02-13,0,93,1.00,15020.19,0.00,1.00
39032,Hermandad de Campoo de Suso,2021-02-13,104,259,0.60,28729.88,10758.29,0.63
39033,Herrerías,2021-02-13,66,68,0.03,9339.98,9043.92,0.03
39034,Lamasón,2021-02-13,38,48,0.21,4453.67,3446.64,0.23
39035,Laredo,2021-02-13,139,360,0.61,59302.47,16680.15,0.72
39036,Liendo,2021-02-13,65,96,0.32,18021.71,12499.72,0.31
39037,Liérganes,2021-02-13,12,145,0.92,16523.88,934.43,0.94
39038,Limpias,2021-02-13,22,43,0.49,7165.52,3901.10,0.46
39039,Luena,2021-02-13,41,48,0.15,7181.09,6183.77,0.14
39040,Marina de Cudeyo,2021-02-13,0,311,1.00,53213.91,0.00,1.00
39041,Mazcuerras,2021-02-13,170,224,0.24,24774.24,18841.42,0.24
39042,Medio Cudeyo,2021-02-13,28,325,0.91,36516.12,2444.44,0.93
39043,Meruelo,2021-02-13,0,98,1.00,16540.36,0.00,1.00
39044,Miengo,2021-02-13,58,200,0.71,30566.54,9438.37,0.69
39045,Miera,2021-02-13,6,68,0.91,5407.41,1415.51,0.74
39046,Molledo,2021-02-13,114,141,0.19,18323.53,14221.62,0.22
39047,Noja,2021-02-13,0,209,1.00,29870.70,0.00,1.00
39048,Penagos,2021-02-13,45,91,0.51,13470.42,6364.05,0.53
