id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
26001,Ábalos,2021-02-13,32,43,0.26,2725.87,4616.23,0.41
26002,Agoncillo,2021-02-13,29,63,0.54,3023.81,11988.69,0.75
26003,Aguilar del Río Alhama,2021-02-13,81,82,0.01,5545.79,5634.06,0.02
26004,Ajamil,2021-02-13,11,11,0.00,1079.10,1079.10,0.00
26005,Albelda de Iregua,2021-02-13,42,110,0.62,5986.26,17905.80,0.67
26006,Alberite,2021-02-13,25,81,0.69,2397.18,10335.82,0.77
26007,Alcanadre,2021-02-13,71,103,0.31,4646.41,8819.50,0.47
26008,Aldeanueva de Ebro,2021-02-13,16,143,0.89,2855.82,25538.34,0.89
26009,Alesanco,2021-02-13,9,47,0.81,834.33,6593.88,0.87
26010,Alesón,2021-02-13,13,13,0.00,1268.77,1268.77,0.00
26011,Alfaro,2021-02-13,86,306,0.72,13602.20,43077.50,0.68
26012,Almarza de Cameros,2021-02-13,15,15,0.00,1410.21,1410.21,0.00
26013,Anguciana,2021-02-13,17,46,0.63,2101.11,6463.67,0.67
26014,Anguiano,2021-02-13,20,21,0.05,3756.89,3766.05,0.00
26015,Arenzana de Abajo,2021-02-13,24,24,0.00,2994.52,2994.52,0.00
26016,Arenzana de Arriba,2021-02-13,9,9,0.00,1242.95,1242.95,0.00
26017,Arnedillo,2021-02-13,46,47,0.02,4697.65,5183.42,0.09
26018,Arnedo,2021-02-13,118,301,0.61,13694.01,37217.31,0.63
26019,Arrúbal,2021-02-13,44,79,0.44,9880.97,17323.36,0.43
26020,Ausejo,2021-02-13,70,70,0.00,11172.13,11172.13,0.00
26021,Autol,2021-02-13,79,118,0.33,8791.41,13991.65,0.37
26022,Azofra,2021-02-13,20,38,0.47,2135.29,4405.07,0.52
26023,Badarán,2021-02-13,36,36,0.00,5626.77,5626.77,0.00
26024,Bañares,2021-02-13,60,61,0.02,9746.58,9764.66,0.00
26025,Baños de Rioja,2021-02-13,16,16,0.00,1702.81,1702.81,0.00
26026,Baños de Río Tobía,2021-02-13,15,43,0.65,1301.39,8065.89,0.84
26027,Berceo,2021-02-13,20,20,0.00,2895.29,2895.29,0.00
26028,Bergasa,2021-02-13,16,16,0.00,1954.06,1954.06,0.00
26029,Bergasillas Bajera,2021-02-13,3,3,0.00,443.48,443.48,0.00
26030,Bezares,2021-02-13,10,10,0.00,1317.65,1317.65,0.00
26031,Bobadilla,2021-02-13,5,5,0.00,710.06,710.06,0.00
26032,Brieva de Cameros,2021-02-13,3,18,0.83,97.52,1728.13,0.94
26033,Briñas,2021-02-13,18,39,0.54,1219.84,3676.50,0.67
26034,Briones,2021-02-13,45,75,0.40,7160.78,11767.98,0.39
26035,Cabezón de Cameros,2021-02-13,6,6,0.00,496.16,496.16,0.00
26036,Calahorra,2021-02-13,89,249,0.64,9537.08,40793.78,0.77
26037,Camprovín,2021-02-13,8,8,0.00,1395.07,1395.07,0.00
26038,Canales de la Sierra,2021-02-13,2,16,0.88,36.15,876.01,0.96
26039,Canillas de Río Tuerto,2021-02-13,13,13,0.00,2032.80,2032.80,0.00
26040,Cañas,2021-02-13,15,15,0.00,1457.09,1457.09,0.00
26041,Cárdenas,2021-02-13,15,15,0.00,1773.64,1773.64,0.00
26042,Casalarreina,2021-02-13,58,78,0.26,9105.46,13435.60,0.32
26043,Castañares de Rioja,2021-02-13,2,23,0.91,106.70,4085.12,0.97
26044,Castroviejo,2021-02-13,10,12,0.17,2119.30,2519.15,0.16
26045,Cellorigo,2021-02-13,1,7,0.86,91.04,1436.94,0.94
26046,Cenicero,2021-02-13,34,76,0.55,3382.50,9262.67,0.63
26047,Cervera del Río Alhama,2021-02-13,121,125,0.03,16649.87,17329.78,0.04
26048,Cidamón,2021-02-13,1,1,0.00,66.33,66.33,0.00
26049,Cihuri,2021-02-13,13,50,0.74,891.37,6692.76,0.87
26050,Cirueña,2021-02-13,33,39,0.15,6789.78,8122.24,0.16
26051,Clavijo,2021-02-13,35,38,0.08,3277.73,3757.70,0.13
