id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
06001,Acedera,2021-02-13,8,59,0.86,10497.87,645.95,0.94
06002,Aceuchal,2021-02-13,29,149,0.81,28077.42,6007.27,0.79
06003,Ahillones,2021-02-13,9,49,0.82,7784.00,1006.27,0.87
06004,Alange,2021-02-13,33,92,0.64,13851.68,3400.69,0.75
06005,La Albuera,2021-02-13,18,79,0.77,13758.21,1901.75,0.86
06006,Alburquerque,2021-02-13,35,214,0.84,23718.36,2629.09,0.89
06007,Alconchel,2021-02-13,32,109,0.71,13234.07,2247.25,0.83
06008,Alconera,2021-02-13,8,41,0.80,5468.85,1085.34,0.80
06009,Aljucén,2021-02-13,8,29,0.72,2694.26,458.53,0.83
06010,Almendral,2021-02-13,18,76,0.76,9096.32,1362.78,0.85
06011,Almendralejo,2021-02-13,65,655,0.90,121144.87,14858.96,0.88
06012,Arroyo de San Serván,2021-02-13,20,106,0.81,21530.10,2434.68,0.89
06013,Atalaya,2021-02-13,4,32,0.88,3119.42,335.76,0.89
06014,Azuaga,2021-02-13,46,257,0.82,38477.95,2957.04,0.92
06015,Badajoz,2021-02-13,239,2682,0.91,456317.90,54084.44,0.88
06016,Barcarrota,2021-02-13,18,67,0.73,13229.92,1945.97,0.85
06017,Baterno,2021-02-13,2,24,0.92,2169.94,275.83,0.87
06018,Benquerencia de la Serena,2021-02-13,36,51,0.29,11134.58,6848.49,0.38
06019,Berlanga,2021-02-13,40,90,0.56,16484.49,4673.51,0.72
06020,Bienvenida,2021-02-13,5,79,0.94,11765.18,211.45,0.98
06021,Bodonal de la Sierra,2021-02-13,5,48,0.90,7164.62,324.96,0.95
06022,Burguillos del Cerro,2021-02-13,31,161,0.81,21484.85,2435.68,0.89
06023,Cabeza del Buey,2021-02-13,77,150,0.49,29862.74,12008.38,0.60
06024,Cabeza la Vaca,2021-02-13,6,78,0.92,9823.24,704.50,0.93
06025,Calamonte,2021-02-13,24,145,0.83,22914.39,1172.45,0.95
06026,Calera de León,2021-02-13,7,49,0.86,4610.82,499.95,0.89
06027,Calzadilla de los Barros,2021-02-13,10,74,0.86,8044.58,689.82,0.91
06028,Campanario,2021-02-13,39,258,0.85,33489.17,3801.68,0.89
06029,Campillo de Llerena,2021-02-13,17,41,0.59,7811.76,2236.59,0.71
06030,Capilla,2021-02-13,11,29,0.62,3936.74,1002.03,0.75
06031,Carmonita,2021-02-13,11,38,0.71,3689.47,672.86,0.82
06032,El Carrascalejo,2021-02-13,7,16,0.56,1470.71,467.76,0.68
06033,Casas de Don Pedro,2021-02-13,59,107,0.45,18386.24,9766.78,0.47
06034,Casas de Reina,2021-02-13,1,34,0.97,3394.28,20.22,0.99
06035,Castilblanco,2021-02-13,27,110,0.75,14443.13,3367.79,0.77
06036,Castuera,2021-02-13,47,238,0.80,39188.59,4318.61,0.89
06037,La Codosera,2021-02-13,23,112,0.79,14147.70,1605.80,0.89
06038,Cordobilla de Lácara,2021-02-13,6,41,0.85,6089.30,292.41,0.95
06039,La Coronada,2021-02-13,23,109,0.79,16026.21,2099.12,0.87
06040,Corte de Peleas,2021-02-13,4,38,0.89,7289.83,597.27,0.92
06041,Cristina,2021-02-13,4,29,0.86,3909.27,258.50,0.93
06042,Cheles,2021-02-13,17,69,0.75,9082.01,1375.90,0.85
06043,Don Álvaro,2021-02-13,6,58,0.90,7778.23,1564.78,0.80
