id;prov;ccaa;name;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
29001;ES-MA;ES-AN;Alameda;2023-11-01;45;136;0.67;5566.42;24337.05;0.77
29002;ES-MA;ES-AN;Alcaucín;2023-11-01;51;122;0.58;8686.31;19770.35;0.56
29003;ES-MA;ES-AN;Alfarnate;2023-11-01;8;71;0.89;625.69;6231.19;0.90
29004;ES-MA;ES-AN;Alfarnatejo;2023-11-01;11;38;0.71;1594.77;4257.05;0.63
29005;ES-MA;ES-AN;Algarrobo;2023-11-01;9;199;0.95;852.60;18901.13;0.95
29006;ES-MA;ES-AN;Algatocín;2023-11-01;7;29;0.76;1865.84;4092.93;0.54
29007;ES-MA;ES-AN;Alhaurín de la Torre;2023-11-01;426;1137;0.63;62924.98;214075.16;0.71
29008;ES-MA;ES-AN;Alhaurín el Grande;2023-11-01;218;472;0.54;45641.91;81804.53;0.44
29009;ES-MA;ES-AN;Almáchar;2023-11-01;4;96;0.96;340.94;9489.77;0.96
29010;ES-MA;ES-AN;Almargen;2023-11-01;21;84;0.75;2261.94;11841.74;0.81
29011;ES-MA;ES-AN;Almogía;2023-11-01;22;177;0.88;2505.71;19548.82;0.87
29012;ES-MA;ES-AN;Álora;2023-11-01;163;266;0.39;26902.79;40153.44;0.33
29013;ES-MA;ES-AN;Alozaina;2023-11-01;13;78;0.83;1248.21;10469.09;0.88
29014;ES-MA;ES-AN;Alpandeire;2023-11-01;5;10;0.50;673.45;1180.80;0.43
29015;ES-MA;ES-AN;Antequera;2023-11-01;241;760;0.68;33140.66;125772.95;0.74
29016;ES-MA;ES-AN;Árchez;2023-11-01;2;15;0.87;33.30;907.97;0.96
29017;ES-MA;ES-AN;Archidona;2023-11-01;26;300;0.91;5100.24;40417.70;0.87
29018;ES-MA;ES-AN;Ardales;2023-11-01;3;71;0.96;1017.03;9305.00;0.89
29019;ES-MA;ES-AN;Arenas;2023-11-01;11;97;0.89;3521.65;11138.90;0.68
29020;ES-MA;ES-AN;Arriate;2023-11-01;6;127;0.95;976.26;12797.30;0.92
29021;ES-MA;ES-AN;Atajate;2023-11-01;4;20;0.80;118.49;1855.03;0.94
29022;ES-MA;ES-AN;Benadalid;2023-11-01;33;60;0.45;1302.76;3259.94;0.60
29023;ES-MA;ES-AN;Benahavís;2023-11-01;408;560;0.27;141905.08;176194.11;0.19
29024;ES-MA;ES-AN;Benalauría;2023-11-01;18;23;0.22;2591.41;2857.48;0.09
29025;ES-MA;ES-AN;Benalmádena;2023-11-01;386;1410;0.73;31750.40;217382.18;0.85
29026;ES-MA;ES-AN;Benamargosa;2023-11-01;4;110;0.96;421.16;8016.35;0.95
29027;ES-MA;ES-AN;Benamocarra;2023-11-01;1;112;0.99;67.28;11623.52;0.99
29028;ES-MA;ES-AN;Benaoján;2023-11-01;44;63;0.30;4165.03;7559.23;0.45
29029;ES-MA;ES-AN;Benarrabá;2023-11-01;7;46;0.85;197.12;5638.89;0.97
29030;ES-MA;ES-AN;El Borge;2023-11-01;2;89;0.98;105.98;6321.93;0.98
29031;ES-MA;ES-AN;El Burgo;2023-11-01;14;125;0.89;446.63;10171.02;0.96
29032;ES-MA;ES-AN;Campillos;2023-11-01;68;252;0.73;9558.35;39522.02;0.76
29033;ES-MA;ES-AN;Canillas de Aceituno;2023-11-01;8;108;0.93;1164.81;9559.19;0.88
29034;ES-MA;ES-AN;Canillas de Albaida;2023-11-01;8;57;0.86;733.70;4722.04;0.84
29035;ES-MA;ES-AN;Cañete la Real;2023-11-01;15;63;0.76;1923.10;8803.61;0.78
29036;ES-MA;ES-AN;Carratraca;2023-11-01;11;33;0.67;2334.28;5501.30;0.58
29037;ES-MA;ES-AN;Cartajima;2023-11-01;21;21;0.00;3096.82;3096.82;0.00
29038;ES-MA;ES-AN;Cártama;2023-11-01;331;651;0.49;61992.94;110594.97;0.44
29039;ES-MA;ES-AN;Casabermeja;2023-11-01;47;103;0.54;5436.50;18200.79;0.70
29040;ES-MA;ES-AN;Casarabonela;2023-11-01;37;77;0.52;6796.26;10179.33;0.33
29041;ES-MA;ES-AN;Casares;2023-11-01;236;271;0.13;48610.08;54186.93;0.10
29042;ES-MA;ES-AN;Coín;2023-11-01;244;510;0.52;56860.18;93045.35;0.39
29043;ES-MA;ES-AN;Colmenar;2023-11-01;3;179;0.98;401.65;23028.01;0.98
29044;ES-MA;ES-AN;Comares;2023-11-01;3;38;0.92;44.15;3771.35;0.99
29045;ES-MA;ES-AN;Cómpeta;2023-11-01;38;160;0.76;7011.80;18803.86;0.63
29046;ES-MA;ES-AN;Cortes de la Frontera;2023-11-01;66;171;0.61;6379.49;17727.70;0.64
29047;ES-MA;ES-AN;Cuevas Bajas;2023-11-01;1;44;0.98;21.91;5174.28;1.00
29048;ES-MA;ES-AN;Cuevas del Becerro;2023-11-01;37;128;0.71;2678.56;12498.40;0.79
29049;ES-MA;ES-AN;Cuevas de San Marcos;2023-11-01;50;110;0.55;7108.83;15827.86;0.55
29050;ES-MA;ES-AN;Cútar;2023-11-01;8;51;0.84;481.51;4767.76;0.90
29051;ES-MA;ES-AN;Estepona;2023-11-01;693;1998;0.65;136192.96;338150.84;0.60
29052;ES-MA;ES-AN;Faraján;2023-11-01;1;1;0.00;273.31;273.31;0.00
29053;ES-MA;ES-AN;Frigiliana;2023-11-01;26;109;0.76;2848.95;16477.02;0.83
29054;ES-MA;ES-AN;Fuengirola;2023-11-01;279;1060;0.74;27013.62;163392.72;0.83
29055;ES-MA;ES-AN;Fuente de Piedra;2023-11-01;46;95;0.52;6517.48;17879.07;0.64
29056;ES-MA;ES-AN;Gaucín;2023-11-01;2;58;0.97;48.91;6978.49;0.99
29057;ES-MA;ES-AN;Genalguacil;2023-11-01;11;24;0.54;5161.59;6295.21;0.18
29058;ES-MA;ES-AN;Guaro;2023-11-01;1;104;0.99;331.53;7379.52;0.96
29059;ES-MA;ES-AN;Humilladero;2023-11-01;37;216;0.83;2868.80;32337.08;0.91
29060;ES-MA;ES-AN;Igualeja;2023-11-01;35;53;0.34;3857.18;5193.52;0.26
29061;ES-MA;ES-AN;Istán;2023-11-01;61;102;0.40;12797.15;16916.46;0.24
29062;ES-MA;ES-AN;Iznate;2023-11-01;0;28;1.00;0.00;3066.82;1.00
29063;ES-MA;ES-AN;Jimera de Líbar;2023-11-01;18;39;0.54;2798.66;5097.80;0.45
29064;ES-MA;ES-AN;Jubrique;2023-11-01;14;42;0.67;4054.30;7202.50;0.44
29065;ES-MA;ES-AN;Júzcar;2023-11-01;2;26;0.92;170.52;2694.00;0.94
29066;ES-MA;ES-AN;Macharaviaya;2023-11-01;6;37;0.84;174.74;3437.32;0.95
29067;ES-MA;ES-AN;Málaga;2023-11-01;94;7062;0.99;5750.02;791286.84;0.99
29068;ES-MA;ES-AN;Manilva;2023-11-01;296;565;0.48;53071.82;97069.97;0.45
29069;ES-MA;ES-AN;Marbella;2023-11-01;1726;3779;0.54;239995.59;608634.17;0.61
29070;ES-MA;ES-AN;Mijas;2023-11-01;425;1997;0.79;49617.65;397257.69;0.88
29071;ES-MA;ES-AN;Moclinejo;2023-11-01;5;43;0.88;513.43;5225.94;0.90
29072;ES-MA;ES-AN;Mollina;2023-11-01;62;156;0.60;9957.87;29786.88;0.67
29073;ES-MA;ES-AN;Monda;2023-11-01;60;128;0.53;15772.84;25159.15;0.37
29074;ES-MA;ES-AN;Montejaque;2023-11-01;18;62;0.71;1542.37;7327.66;0.79
29075;ES-MA;ES-AN;Nerja;2023-11-01;19;576;0.97;1009.34;63070.52;0.98
29076;ES-MA;ES-AN;Ojén;2023-11-01;95;188;0.49;25519.20;43709.01;0.42
29077;ES-MA;ES-AN;Parauta;2023-11-01;0;30;1.00;0.00;2493.06;1.00
29079;ES-MA;ES-AN;Periana;2023-11-01;44;152;0.71;7698.78;17618.15;0.56
29080;ES-MA;ES-AN;Pizarra;2023-11-01;67;214;0.69;13269.25;38009.34;0.65
29081;ES-MA;ES-AN;Pujerra;2023-11-01;15;46;0.67;962.90;2970.72;0.68
29082;ES-MA;ES-AN;Rincón de la Victoria;2023-11-01;84;924;0.91;4263.74;141586.58;0.97
29083;ES-MA;ES-AN;Riogordo;2023-11-01;14;89;0.84;1145.48;12314.92;0.91
29084;ES-MA;ES-AN;Ronda;2023-11-01;14;678;0.98;584.85;76941.39;0.99
29085;ES-MA;ES-AN;Salares;2023-11-01;9;29;0.69;734.67;2608.88;0.72
29086;ES-MA;ES-AN;Sayalonga;2023-11-01;3;64;0.95;139.09;4740.01;0.97
29087;ES-MA;ES-AN;Sedella;2023-11-01;2;50;0.96;77.22;3487.24;0.98
29088;ES-MA;ES-AN;Sierra de Yeguas;2023-11-01;47;112;0.58;6899.09;20514.35;0.66
29089;ES-MA;ES-AN;Teba;2023-11-01;0;100;1.00;0.00;14878.27;1.00
29090;ES-MA;ES-AN;Tolox;2023-11-01;77;122;0.37;8172.94;11751.79;0.30
29091;ES-MA;ES-AN;Torrox;2023-11-01;151;487;0.69;14186.48;61064.96;0.77
29092;ES-MA;ES-AN;Totalán;2023-11-01;0;28;1.00;0.00;3266.83;1.00
29093;ES-MA;ES-AN;Valle de Abdalajís;2023-11-01;38;51;0.25;5401.78;7188.11;0.25
29094;ES-MA;ES-AN;Vélez-Málaga;2023-11-01;484;2170;0.78;55845.55;269973.19;0.79
