id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
39001,Alfoz de Lloredo,2020-01-01,39,283,0.86,4626.41,42507.58,0.89
39002,Ampuero,2020-01-01,52,75,0.31,5788.84,10547.05,0.45
39003,Anievas,2020-01-01,2,88,0.98,66.08,7537.55,0.99
39004,Arenas de Iguña,2020-01-01,45,182,0.75,4971.53,19683.57,0.75
39005,Argoños,2020-01-01,65,178,0.63,6211.00,23651.61,0.74
39006,Arnuero,2020-01-01,59,211,0.72,9699.39,34985.03,0.72
39007,Arredondo,2020-01-01,50,55,0.09,8647.89,9421.77,0.08
39008,El Astillero,2020-01-01,147,326,0.55,17682.56,39422.32,0.55
39009,Bárcena de Cicero,2020-01-01,69,148,0.53,13277.64,26412.00,0.50
39010,Bárcena de Pie de Concha,2020-01-01,43,43,0.00,5287.88,5287.88,0.00
39011,Bareyo,2020-01-01,31,158,0.80,5821.44,27989.82,0.79
39012,Cabezón de la Sal,2020-01-01,300,386,0.22,37771.88,46988.85,0.20
39013,Cabezón de Liébana,2020-01-01,53,80,0.34,8256.46,13506.11,0.39
39014,Cabuérniga,2020-01-01,88,167,0.47,7844.21,17358.96,0.55
39015,Camaleño,2020-01-01,150,164,0.09,14865.17,15874.36,0.06
39016,Camargo,2020-01-01,460,740,0.38,62161.12,115462.61,0.46
39017,Campoo de Yuso,2020-01-01,82,127,0.35,12255.25,17890.05,0.31
39018,Cartes,2020-01-01,139,166,0.16,13795.05,17451.12,0.21
39019,Castañeda,2020-01-01,70,81,0.14,14282.54,16512.68,0.14
39020,Castro-Urdiales,2020-01-01,234,769,0.70,23445.53,101836.26,0.77
39021,Cieza,2020-01-01,33,42,0.21,3154.69,4242.51,0.26
39022,Cillorigo de Liébana,2020-01-01,94,103,0.09,8974.25,10158.60,0.12
39023,Colindres,2020-01-01,34,125,0.73,4213.25,20127.08,0.79
39024,Comillas,2020-01-01,122,223,0.45,18469.89,27874.17,0.34
39025,Los Corrales de Buelna,2020-01-01,0,578,1.00,0.00,48448.46,1.00
39026,Corvera de Toranzo,2020-01-01,129,144,0.10,20577.37,22991.29,0.10
39027,Campoo de Enmedio,2020-01-01,115,253,0.55,12234.57,31209.46,0.61
39028,Entrambasaguas,2020-01-01,11,218,0.95,542.06,25429.77,0.98
39029,Escalante,2020-01-01,1,50,0.98,65.09,5451.81,0.99
39030,Guriezo,2020-01-01,59,72,0.18,10975.90,12787.52,0.14
39031,Hazas de Cesto,2020-01-01,1,92,0.99,8.46,15019.89,1.00
39032,Hermandad de Campoo de Suso,2020-01-01,121,214,0.43,13828.36,27509.19,0.50
39033,Herrerías,2020-01-01,67,69,0.03,9668.87,9964.93,0.03
39034,Lamasón,2020-01-01,38,48,0.21,3446.64,4453.67,0.23
