id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
01001,Alegría-Dulantzi,2020-01-01,5,114,0.96,325.49,13553.29,0.98
01002,Amurrio,2020-01-01,157,214,0.27,26834.04,37622.83,0.29
01003,Aramaio,2020-01-01,4,53,0.92,294.00,5762.26,0.95
01004,Artziniega / Arceniega,2020-01-01,57,58,0.02,6860.67,7084.43,0.03
01006,Armiñón,2020-01-01,0,35,1.00,0.00,4058.98,1.00
01008,Arratzua-Ubarrundia,2020-01-01,0,93,1.00,0.00,14357.10,1.00
01009,Asparrena,2020-01-01,3,153,0.98,285.73,19986.07,0.99
01010,Ayala/Aiara,2020-01-01,98,100,0.02,17484.81,18220.03,0.04
01011,Baños de Ebro/Mañueta,2020-01-01,0,32,1.00,0.00,4350.97,1.00
01013,Barrundia,2020-01-01,0,148,1.00,0.00,22402.52,1.00
01014,Berantevilla,2020-01-01,0,86,1.00,0.00,10452.69,1.00
01016,Bernedo,2020-01-01,0,141,1.00,0.00,13074.82,1.00
01017,Campezo/Kanpezu,2020-01-01,9,129,0.93,1088.73,11887.00,0.91
01018,Zigoitia,2020-01-01,1,211,1.00,124.55,32437.23,1.00
01019,Kripan,2020-01-01,0,25,1.00,0.00,2424.04,1.00
01020,Kuartango/Cuartango,2020-01-01,3,76,0.96,84.81,14014.45,0.99
01021,Elburgo/Burgelu,2020-01-01,2,61,0.97,90.15,8813.33,0.99
01022,Elciego,2020-01-01,3,79,0.96,585.93,8127.49,0.93
01023,Elvillar/Bilar,2020-01-01,1,30,0.97,6.33,4484.45,1.00
01027,Iruraiz-Gauna,2020-01-01,0,68,1.00,0.00,9632.90,1.00
01028,Labastida/Bastida,2020-01-01,89,101,0.12,13024.07,15373.83,0.15
01030,Lagrán,2020-01-01,38,52,0.27,3692.73,4982.85,0.26
01031,Laguardia,2020-01-01,17,99,0.83,4419.77,13172.00,0.66
01032,Lanciego/Lantziego,2020-01-01,0,55,1.00,0.00,6247.73,1.00
01033,Lapuebla de Labarca,2020-01-01,4,47,0.91,231.47,6834.02,0.97
01034,Leza,2020-01-01,1,13,0.92,610.61,2346.41,0.74
01036,Laudio/Llodio,2020-01-01,22,238,0.91,1283.59,37052.30,0.97
01037,Arraia-Maeztu,2020-01-01,2,164,0.99,57.66,16706.98,1.00
01039,Moreda de Álava,2020-01-01,0,28,1.00,0.00,2915.29,1.00
01041,Navaridas,2020-01-01,0,17,1.00,0.00,2119.55,1.00
01043,Oyón/Oion,2020-01-01,5,102,0.95,532.37,17263.28,0.97
01044,Peñacerrada-Urizaharra,2020-01-01,55,57,0.04,5654.41,5862.38,0.04
01046,Ribera Alta,2020-01-01,0,164,1.00,0.00,18723.43,1.00
01047,Ribera Baja/Erribera Beitia,2020-01-01,0,117,1.00,0.00,19969.41,1.00
01049,Añana,2020-01-01,0,37,1.00,0.00,3508.24,1.00
01051,Agurain/Salvatierra,2020-01-01,0,118,1.00,0.00,18597.19,1.00
01052,Samaniego,2020-01-01,1,24,0.96,57.15,5235.75,0.99
01053,San Millán/Donemiliaga,2020-01-01,3,196,0.98,134.74,23015.24,0.99
