id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
15001,Abegondo,2020-01-01,148,151,0.02,33502.18,33685.08,0.01
15002,Ames,2020-01-01,335,484,0.31,45939.14,71601.25,0.36
15003,Aranga,2020-01-01,65,65,0.00,10130.88,10130.88,0.00
15004,Ares,2020-01-01,13,230,0.94,841.51,39190.44,0.98
15005,Arteixo,2020-01-01,335,882,0.62,46868.23,116175.69,0.60
15006,Arzúa,2020-01-01,104,166,0.37,16739.91,25544.21,0.34
15007,A Baña,2020-01-01,119,122,0.02,17242.99,17728.38,0.03
15008,Bergondo,2020-01-01,100,387,0.74,11479.83,88524.67,0.87
15009,Betanzos,2020-01-01,113,293,0.61,16911.62,38793.32,0.56
15010,Boimorto,2020-01-01,27,27,0.00,7434.61,7434.61,0.00
15011,Boiro,2020-01-01,215,302,0.29,31924.62,45267.92,0.29
15012,Boqueixón,2020-01-01,44,44,0.00,9409.65,9409.65,0.00
15013,Brión,2020-01-01,132,159,0.17,22156.52,28487.13,0.22
15014,Cabana de Bergantiños,2020-01-01,276,278,0.01,53423.09,53909.53,0.01
15015,Cabanas,2020-01-01,98,125,0.22,18729.21,24192.72,0.23
15016,Camariñas,2020-01-01,311,428,0.27,30344.99,48107.99,0.37
15017,Cambre,2020-01-01,265,425,0.38,52913.23,70843.78,0.25
15018,A Capela,2020-01-01,74,74,0.00,5704.33,5704.33,0.00
15019,Carballo,2020-01-01,222,595,0.63,67282.39,123259.80,0.45
15020,Carnota,2020-01-01,296,299,0.01,39857.46,40292.84,0.01
15021,Carral,2020-01-01,106,162,0.35,12260.97,24126.75,0.49
15022,Cedeira,2020-01-01,185,321,0.42,25551.80,40314.18,0.37
15023,Cee,2020-01-01,329,398,0.17,37816.86,47380.20,0.20
15024,Cerceda,2020-01-01,33,85,0.61,3077.66,16901.40,0.82
15025,Cerdido,2020-01-01,6,6,0.00,1154.37,1154.37,0.00
15027,Coirós,2020-01-01,49,51,0.04,14077.60,14901.80,0.06
15028,Corcubión,2020-01-01,88,109,0.19,6712.85,8619.14,0.22
15029,Coristanco,2020-01-01,103,134,0.23,20234.57,26427.20,0.23
15030,A Coruña,2020-01-01,353,2811,0.87,26931.00,295085.95,0.91
15031,Culleredo,2020-01-01,199,525,0.62,23607.64,79223.19,0.70
15032,Curtis,2020-01-01,171,245,0.30,15624.65,29396.82,0.47
15033,Dodro,2020-01-01,140,142,0.01,19376.79,19846.39,0.02
15034,Dumbría,2020-01-01,261,261,0.00,23276.55,23276.55,0.00
15035,Fene,2020-01-01,55,222,0.75,6044.25,42469.16,0.86
15036,Ferrol,2020-01-01,432,1166,0.63,45315.83,166137.58,0.73
15037,Fisterra,2020-01-01,204,313,0.35,21656.17,30605.96,0.29
15038,Frades,2020-01-01,38,81,0.53,7470.68,20663.19,0.64
15039,Irixoa,2020-01-01,29,30,0.03,6209.20,6671.24,0.07
15040,Laxe,2020-01-01,171,236,0.28,22963.75,31401.88,0.27
15041,A Laracha,2020-01-01,378,486,0.22,46516.21,63348.30,0.27
15042,Lousame,2020-01-01,170,170,0.00,27407.15,27407.15,0.00
15043,Malpica de Bergantiños,2020-01-01,350,436,0.20,58473.12,66033.63,0.11
15044,Mañón,2020-01-01,153,195,0.22,14127.41,19349.66,0.27
15045,Mazaricos,2020-01-01,479,480,0.00,56743.63,57217.82,0.01
15046,Melide,2020-01-01,247,374,0.34,31821.85,49357.74,0.36
15047,Mesía,2020-01-01,130,130,0.00,7422.20,7422.20,0.00
15048,Miño,2020-01-01,137,242,0.43,17456.36,38237.70,0.54
15049,Moeche,2020-01-01,18,30,0.40,2133.41,4196.13,0.49
15050,Monfero,2020-01-01,109,109,0.00,20781.39,20781.39,0.00
15051,Mugardos,2020-01-01,54,158,0.66,5695.34,30188.37,0.81
15052,Muxía,2020-01-01,412,472,0.13,46698.06,51682.41,0.10
15053,Muros,2020-01-01,330,392,0.16,45008.14,51473.06,0.13
15054,Narón,2020-01-01,173,694,0.75,13597.74,95115.84,0.86
15055,Neda,2020-01-01,63,114,0.45,7753.21,19872.66,0.61
15056,Negreira,2020-01-01,139,181,0.23,25015.40,30781.90,0.19
15057,Noia,2020-01-01,137,284,0.52,15068.00,32755.51,0.54
15058,Oleiros,2020-01-01,252,1186,0.79,18346.14,204164.33,0.91
15059,Ordes,2020-01-01,90,186,0.52,20448.46,36766.46,0.44
15060,Oroso,2020-01-01,71,142,0.50,11587.78,20871.47,0.44
15061,Ortigueira,2020-01-01,392,448,0.13,54684.48,60603.95,0.10
15062,Outes,2020-01-01,72,86,0.16,14764.36,18802.48,0.21
15064,Paderne,2020-01-01,76,113,0.33,16707.21,22780.42,0.27
15065,Padrón,2020-01-01,168,217,0.23,28431.82,32617.02,0.13
15066,O Pino,2020-01-01,117,140,0.16,19823.00,24949.61,0.21
15067,A Pobra do Caramiñal,2020-01-01,187,304,0.38,16685.91,37969.57,0.56
15068,Ponteceso,2020-01-01,402,462,0.13,64748.06,74284.04,0.13
15069,Pontedeume,2020-01-01,94,189,0.50,11287.81,22505.49,0.50
15070,As Pontes de García Rodríguez,2020-01-01,164,338,0.51,15486.89,46345.04,0.67
15071,Porto do Son,2020-01-01,160,222,0.28,27144.03,33462.73,0.19
15072,Rianxo,2020-01-01,277,330,0.16,60028.89,67768.82,0.11
15073,Ribeira,2020-01-01,226,563,0.60,28316.20,81169.18,0.65
15074,Rois,2020-01-01,161,162,0.01,27501.14,27562.81,0.00
15075,Sada,2020-01-01,153,366,0.58,32035.49,74677.88,0.57
15076,San Sadurniño,2020-01-01,12,13,0.08,1432.83,2301.98,0.38
15077,Santa Comba,2020-01-01,269,303,0.11,40954.39,47806.29,0.14
15078,Santiago de Compostela,2020-01-01,702,2069,0.66,80268.24,289331.75,0.72
15079,Santiso,2020-01-01,30,30,0.00,4672.27,4672.27,0.00
15080,Sobrado,2020-01-01,209,209,0.00,23642.12,23642.12,0.00
15081,As Somozas,2020-01-01,23,25,0.08,2751.19,3501.00,0.21
15082,Teo,2020-01-01,147,212,0.31,22749.65,36410.44,0.38
15083,Toques,2020-01-01,99,99,0.00,12100.27,12100.27,0.00
15084,Tordoia,2020-01-01,40,40,0.00,8475.93,8475.93,0.00
15085,Touro,2020-01-01,79,85,0.07,16398.31,17419.11,0.06
15086,Trazo,2020-01-01,61,63,0.03,8930.15,9758.48,0.08
15087,Valdoviño,2020-01-01,83,101,0.18,23966.54,33892.66,0.29
15088,Val do Dubra,2020-01-01,93,110,0.15,20169.25,23166.63,0.13
15089,Vedra,2020-01-01,132,134,0.01,34727.41,35678.38,0.03
15090,Vilasantar,2020-01-01,122,124,0.02,11810.44,12616.43,0.06
15091,Vilarmaior,2020-01-01,12,12,0.00,1452.87,1452.87,0.00
15092,Vimianzo,2020-01-01,423,448,0.06,64265.41,69412.88,0.07
15093,Zas,2020-01-01,202,213,0.05,21350.02,23021.56,0.07
15901,Cariño,2020-01-01,97,183,0.47,15356.81,27416.85,0.44
15902,Oza-Cesuras,2020-01-01,103,104,0.01,17232.30,17404.18,0.01
27001,Abadín,2020-01-01,32,38,0.16,5950.44,7644.93,0.22
27002,Alfoz,2020-01-01,69,69,0.00,18204.33,18204.33,0.00
27003,Antas de Ulla,2020-01-01,227,243,0.07,34969.89,38887.60,0.10
27004,Baleira,2020-01-01,244,251,0.03,30700.07,31676.59,0.03
27005,Barreiros,2020-01-01,110,126,0.13,20920.63,25458.88,0.18
27006,Becerreá,2020-01-01,300,344,0.13,39902.65,49117.16,0.19
27007,Begonte,2020-01-01,96,105,0.09,18553.19,20706.98,0.10
27008,Bóveda,2020-01-01,143,160,0.11,19288.15,21965.71,0.12
27009,Carballedo,2020-01-01,411,411,0.00,48653.78,48653.78,0.00
27010,Castro de Rei,2020-01-01,485,502,0.03,55948.59,59117.53,0.05
27011,Castroverde,2020-01-01,395,407,0.03,52441.71,54335.17,0.03
27012,Cervantes,2020-01-01,370,375,0.01,43249.69,44349.56,0.02
27013,Cervo,2020-01-01,57,139,0.59,7163.73,18773.74,0.62
27014,O Corgo,2020-01-01,461,473,0.03,59527.30,62507.63,0.05
27015,Cospeito,2020-01-01,78,104,0.25,18770.78,24888.28,0.25
27016,Chantada,2020-01-01,664,722,0.08,77311.73,86556.28,0.11
27017,Folgoso do Courel,2020-01-01,375,375,0.00,33056.50,33056.50,0.00
27018,A Fonsagrada,2020-01-01,526,550,0.04,65346.75,70334.16,0.07
27019,Foz,2020-01-01,91,193,0.53,14009.55,36973.20,0.62
27020,Friol,2020-01-01,78,98,0.20,12345.60,15300.75,0.19
27021,Xermade,2020-01-01,63,64,0.02,7951.19,8026.66,0.01
27022,Guitiriz,2020-01-01,456,536,0.15,53785.38,67584.89,0.20
27023,Guntín,2020-01-01,75,80,0.06,24856.19,26136.88,0.05
27024,O Incio,2020-01-01,333,338,0.01,36004.54,36861.87,0.02
27025,Xove,2020-01-01,28,47,0.40,4161.67,8610.79,0.52
27026,Láncara,2020-01-01,353,369,0.04,40653.88,45199.42,0.10
27027,Lourenzá,2020-01-01,161,178,0.10,17901.37,20213.75,0.11
27028,Lugo,2020-01-01,1142,2547,0.55,161221.61,352700.04,0.54
27029,Meira,2020-01-01,144,160,0.10,17140.91,20474.37,0.16
27030,Mondoñedo,2020-01-01,284,353,0.20,31451.32,40081.36,0.22
27031,Monforte de Lemos,2020-01-01,510,639,0.20,62409.28,92293.96,0.32
27032,Monterroso,2020-01-01,302,389,0.22,39383.69,51861.75,0.24
27033,Muras,2020-01-01,11,14,0.21,1268.10,2099.30,0.40
27034,Navia de Suarna,2020-01-01,401,420,0.05,46044.72,47826.35,0.04
27035,Negueira de Muñiz,2020-01-01,39,39,0.00,4606.38,4606.38,0.00
27037,As Nogais,2020-01-01,170,179,0.05,23350.41,24814.96,0.06
27038,Ourol,2020-01-01,13,18,0.28,1196.48,2365.53,0.49
27039,Outeiro de Rei,2020-01-01,189,198,0.05,40194.65,42192.21,0.05
27040,Palas de Rei,2020-01-01,365,389,0.06,48025.40,51344.25,0.06
27041,Pantón,2020-01-01,229,245,0.07,39289.85,41838.23,0.06
27042,Paradela,2020-01-01,239,245,0.02,31187.60,32102.35,0.03
27043,O Páramo,2020-01-01,147,147,0.00,20122.67,20122.67,0.00
27044,A Pastoriza,2020-01-01,676,699,0.03,73446.20,77525.25,0.05
27045,Pedrafita do Cebreiro,2020-01-01,190,201,0.05,23241.91,25151.79,0.08
27046,Pol,2020-01-01,277,282,0.02,41130.92,41925.26,0.02
27047,A Pobra do Brollón,2020-01-01,328,347,0.05,32429.59,34083.90,0.05
27048,A Pontenova,2020-01-01,315,326,0.03,42963.56,47488.17,0.10
27049,Portomarín,2020-01-01,170,198,0.14,21031.25,25231.62,0.17
27050,Quiroga,2020-01-01,402,445,0.10,45656.68,50643.48,0.10
27051,Ribadeo,2020-01-01,309,459,0.33,36681.58,59291.25,0.38
27052,Ribas de Sil,2020-01-01,134,143,0.06,14982.88,16294.89,0.08
27053,Ribeira de Piquín,2020-01-01,147,147,0.00,18442.06,18442.06,0.00
27054,Riotorto,2020-01-01,155,164,0.05,21757.15,23362.97,0.07
27055,Samos,2020-01-01,229,239,0.04,21836.47,22671.54,0.04
27056,Rábade,2020-01-01,12,60,0.80,2874.64,12697.95,0.77
27057,Sarria,2020-01-01,744,886,0.16,70993.16,95158.26,0.25
27058,O Saviñao,2020-01-01,429,477,0.10,61117.45,68120.02,0.10
27059,Sober,2020-01-01,574,577,0.01,51266.80,51539.80,0.01
27060,Taboada,2020-01-01,63,109,0.42,10609.70,17673.65,0.40
27061,Trabada,2020-01-01,200,210,0.05,17963.36,19417.20,0.07
27062,Triacastela,2020-01-01,93,98,0.05,12516.74,13609.26,0.08
27063,O Valadouro,2020-01-01,38,61,0.38,6420.22,10309.11,0.38
27064,O Vicedo,2020-01-01,53,67,0.21,9199.92,11561.54,0.20
27065,Vilalba,2020-01-01,958,1040,0.08,126179.73,144090.31,0.12
27066,Viveiro,2020-01-01,88,220,0.60,6536.21,21708.99,0.70
27901,Baralla,2020-01-01,343,377,0.09,44430.86,50049.23,0.11
27902,Burela,2020-01-01,53,210,0.75,6498.57,38828.94,0.83
32001,Allariz,2020-01-01,215,315,0.32,21146.22,34956.40,0.40
32002,Amoeiro,2020-01-01,179,179,0.00,36290.50,36290.50,0.00
32003,A Arnoia,2020-01-01,95,95,0.00,14438.45,14438.45,0.00
32004,Avión,2020-01-01,209,209,0.00,33575.13,33575.13,0.00
32005,Baltar,2020-01-01,135,137,0.01,18730.27,20853.93,0.10
32006,Bande,2020-01-01,279,289,0.03,28907.44,30269.16,0.04
32007,Baños de Molgas,2020-01-01,249,251,0.01,27309.43,27857.99,0.02
32008,Barbadás,2020-01-01,193,301,0.36,31285.86,50074.84,0.38
32009,O Barco de Valdeorras,2020-01-01,208,428,0.51,25571.33,58151.48,0.56
32010,Beade,2020-01-01,17,27,0.37,3071.97,5691.81,0.46
32011,Beariz,2020-01-01,80,85,0.06,10585.16,12242.44,0.14
32012,Os Blancos,2020-01-01,119,119,0.00,15527.04,15527.04,0.00
32013,Boborás,2020-01-01,283,286,0.01,39116.55,39514.17,0.01
32014,A Bola,2020-01-01,149,149,0.00,16844.68,16844.68,0.00
32015,O Bolo,2020-01-01,223,235,0.05,31127.87,32439.81,0.04
32016,Calvos de Randín,2020-01-01,174,175,0.01,23021.26,23066.50,0.00
32017,Carballeda de Valdeorras,2020-01-01,155,159,0.03,23698.19,25437.34,0.07
32018,Carballeda de Avia,2020-01-01,157,160,0.02,22076.12,22406.35,0.01
32019,O Carballiño,2020-01-01,412,490,0.16,60176.35,74138.84,0.19
32020,Cartelle,2020-01-01,333,334,0.00,47998.82,48081.42,0.00
32021,Castrelo do Val,2020-01-01,221,232,0.05,21838.27,24265.38,0.10
32022,Castrelo de Miño,2020-01-01,149,158,0.06,28455.46,29963.54,0.05
32023,Castro Caldelas,2020-01-01,277,331,0.16,21107.89,28943.16,0.27
32024,Celanova,2020-01-01,355,401,0.11,43414.11,50086.39,0.13
32025,Cenlle,2020-01-01,133,142,0.06,20521.41,21318.12,0.04
32026,Coles,2020-01-01,188,190,0.01,36181.34,36425.34,0.01
32027,Cortegada,2020-01-01,131,145,0.10,19516.66,22546.39,0.13
32028,Cualedro,2020-01-01,226,232,0.03,26174.20,27052.06,0.03
32029,Chandrexa de Queixa,2020-01-01,66,66,0.00,7699.85,7699.85,0.00
32030,Entrimo,2020-01-01,114,116,0.02,19695.59,19780.78,0.00
32031,Esgos,2020-01-01,181,181,0.00,16471.31,16471.31,0.00
32032,Xinzo de Limia,2020-01-01,374,398,0.06,65098.73,70815.68,0.08
32033,Gomesende,2020-01-01,140,140,0.00,18207.22,18207.22,0.00
32034,A Gudiña,2020-01-01,128,166,0.23,14099.64,20371.85,0.31
32035,O Irixo,2020-01-01,247,247,0.00,32371.03,32371.03,0.00
32036,Xunqueira de Ambía,2020-01-01,134,160,0.16,18778.28,20407.68,0.08
32037,Xunqueira de Espadanedo,2020-01-01,106,106,0.00,14789.71,14789.71,0.00
32038,Larouco,2020-01-01,40,75,0.47,5516.21,9409.81,0.41
32039,Laza,2020-01-01,186,227,0.18,28987.81,32857.63,0.12
32040,Leiro,2020-01-01,141,142,0.01,23427.07,23715.98,0.01
32041,Lobeira,2020-01-01,126,130,0.03,18900.90,19646.22,0.04
32042,Lobios,2020-01-01,209,209,0.00,30636.20,30636.20,0.00
32043,Maceda,2020-01-01,320,361,0.11,28795.82,34430.30,0.16
32044,Manzaneda,2020-01-01,210,233,0.10,17947.77,20070.42,0.11
