id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
33001,Allande,2020-01-01,388,399,0.03,42598.46,41085.79,0.04
33002,Aller,2020-01-01,223,316,0.29,34429.74,22741.86,0.34
33003,Amieva,2020-01-01,69,69,0.00,8662.98,8662.98,0.00
33004,Avilés,2020-01-01,288,996,0.71,113790.92,32888.16,0.71
33005,Belmonte de Miranda,2020-01-01,119,151,0.21,15788.91,13815.24,0.13
33006,Bimenes,2020-01-01,44,44,0.00,5518.22,5518.22,0.00
33007,Boal,2020-01-01,36,42,0.14,10951.63,9011.99,0.18
33008,Cabrales,2020-01-01,49,83,0.41,8342.33,5373.64,0.36
33009,Cabranes,2020-01-01,78,78,0.00,7787.08,7787.08,0.00
33010,Candamo,2020-01-01,22,22,0.00,3605.52,3605.52,0.00
33011,Cangas del Narcea,2020-01-01,1250,1333,0.06,145212.99,135534.96,0.07
33012,Cangas de Onís,2020-01-01,145,196,0.26,23664.77,17975.45,0.24
33013,Caravia,2020-01-01,21,27,0.22,5128.66,4006.77,0.22
33014,Carreño,2020-01-01,115,265,0.57,30631.91,13368.63,0.56
33015,Caso,2020-01-01,194,221,0.12,25337.63,21926.50,0.13
33016,Castrillón,2020-01-01,217,422,0.49,85212.52,47825.85,0.44
33017,Castropol,2020-01-01,210,277,0.24,48179.66,37211.57,0.23
33018,Coaña,2020-01-01,104,110,0.05,21710.06,20987.99,0.03
33019,Colunga,2020-01-01,221,282,0.22,42691.66,29478.47,0.31
33020,Corvera de Asturias,2020-01-01,117,297,0.61,39265.16,15917.84,0.59
33021,Cudillero,2020-01-01,280,289,0.03,61821.94,60743.65,0.02
33022,Degaña,2020-01-01,72,72,0.00,8807.45,8807.45,0.00
33023,El Franco,2020-01-01,52,76,0.32,17391.48,9978.12,0.43
33024,Gijón/Xixón,2020-01-01,201,3330,0.94,386730.90,16075.57,0.96
33025,Gozón,2020-01-01,105,255,0.59,41061.41,22683.67,0.45
33026,Grau/Grado,2020-01-01,158,302,0.48,44829.68,29330.85,0.35
33027,Grandas de Salime,2020-01-01,153,176,0.13,23567.03,20680.31,0.12
33028,Ibias,2020-01-01,337,337,0.00,38972.41,38972.41,0.00
33029,Illano,2020-01-01,43,43,0.00,17811.82,17811.82,0.00
33030,Illas,2020-01-01,6,11,0.45,2339.57,1604.35,0.31
33031,Llangréu/Langreo,2020-01-01,195,832,0.77,96085.51,24665.66,0.74
33032,Laviana,2020-01-01,235,304,0.23,35733.49,25123.18,0.30
33033,Lena,2020-01-01,573,702,0.18,59972.14,48267.13,0.20
33034,Valdés,2020-01-01,421,536,0.21,137306.76,122126.38,0.11
33035,Llanera,2020-01-01,145,348,0.58,52256.56,24269.61,0.54
33036,Llanes,2020-01-01,490,677,0.28,78733.30,55726.50,0.29
33037,Mieres,2020-01-01,323,577,0.44,75294.49,45829.36,0.39
33038,Morcín,2020-01-01,82,84,0.02,9869.11,9276.07,0.06
33039,Muros de Nalón,2020-01-01,47,108,0.56,15673.79,6645.09,0.58
33040,Nava,2020-01-01,99,154,0.36,27916.58,21136.13,0.24
33041,Navia,2020-01-01,219,298,0.27,61818.02,53255.82,0.14
33042,Noreña,2020-01-01,46,211,0.78,19392.46,1877.57,0.90
33043,Onís,2020-01-01,67,67,0.00,8124.43,8124.43,0.00
33044,Oviedo,2020-01-01,821,2721,0.70,276523.08,89770.40,0.68
33045,Parres,2020-01-01,72,106,0.32,16326.23,10525.18,0.36
33046,Peñamellera Alta,2020-01-01,63,64,0.02,9070.86,8878.74,0.02
33047,Peñamellera Baja,2020-01-01,72,72,0.00,11475.80,11475.80,0.00
33048,Pesoz,2020-01-01,57,57,0.00,5723.40,5723.40,0.00
33049,Piloña,2020-01-01,146,192,0.24,32362.29,26165.28,0.19
33050,Ponga,2020-01-01,81,129,0.37,12778.54,8088.55,0.37
33051,Pravia,2020-01-01,49,140,0.65,21224.63,13508.29,0.36
33052,Proaza,2020-01-01,158,163,0.03,16814.15,16148.01,0.04
33053,Quirós,2020-01-01,324,324,0.00,28881.51,28881.51,0.00
33054,Las Regueras,2020-01-01,32,32,0.00,6010.99,6010.99,0.00
33055,Ribadedeva,2020-01-01,76,79,0.04,10265.71,9752.28,0.05
33056,Ribadesella,2020-01-01,138,313,0.56,43122.46,22659.57,0.47
33057,Ribera de Arriba,2020-01-01,41,41,0.00,6622.96,6622.96,0.00
33058,Riosa,2020-01-01,59,78,0.24,8080.86,5802.30,0.28
33059,Salas,2020-01-01,155,201,0.23,36309.34,27300.41,0.25
33060,Samartín del Rei Aurelio,2020-01-01,181,390,0.54,45265.39,23850.81,0.47
33061,San Martín de Oscos,2020-01-01,94,94,0.00,12426.80,12426.80,0.00
33062,Santa Eulalia de Oscos,2020-01-01,94,97,0.03,11614.73,11090.17,0.05
33063,San Tirso de Abres,2020-01-01,89,92,0.03,10059.82,9662.84,0.04
33064,Santo Adriano,2020-01-01,40,49,0.18,4657.65,3607.35,0.23
33065,Sariego,2020-01-01,37,50,0.26,8719.68,7113.38,0.18
33066,Siero,2020-01-01,335,813,0.59,98212.59,46699.21,0.52
33067,Sobrescobio,2020-01-01,180,180,0.00,13010.09,13010.09,0.00
33068,Somiedo,2020-01-01,382,401,0.05,35866.20,34348.75,0.04
33069,Soto del Barco,2020-01-01,81,131,0.38,25412.31,15637.90,0.38
33070,Tapia de Casariego,2020-01-01,130,201,0.35,42805.11,30128.89,0.30
33071,Taramundi,2020-01-01,153,175,0.13,16701.04,14924.41,0.11
33072,Teverga,2020-01-01,321,328,0.02,30928.65,30245.56,0.02
33073,Tineo,2020-01-01,451,468,0.04,94643.34,90929.20,0.04
33074,Vegadeo,2020-01-01,209,246,0.15,35992.07,31064.07,0.14
33075,Villanueva de Oscos,2020-01-01,61,61,0.00,7114.32,7114.32,0.00
33076,Villaviciosa,2020-01-01,148,262,0.44,46670.01,28988.69,0.38
33077,Villayón,2020-01-01,59,59,0.00,18753.95,18753.95,0.00
33078,Yernes y Tameza,2020-01-01,41,41,0.00,3433.42,3433.42,0.00
