id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
31001,Abáigar,2020-01-01,4,21,0.81,222.43,1834.73,0.88
31002,Abárzuza,2020-01-01,7,56,0.88,246.63,5594.22,0.96
31003,Abaurregaina/Abaurrea Alta,2020-01-01,0,22,1.00,0.00,3198.67,1.00
31004,Abaurrepea/Abaurrea Baja,2020-01-01,0,9,1.00,0.00,846.09,1.00
31005,Aberin,2020-01-01,2,23,0.91,243.30,3133.61,0.92
31006,Ablitas,2020-01-01,2,85,0.98,307.69,14574.82,0.98
31007,Adiós,2020-01-01,0,18,1.00,0.00,2137.74,1.00
31008,Aguilar de Codés,2020-01-01,1,12,0.92,29.36,2378.93,0.99
31009,Aibar/Oibar,2020-01-01,4,59,0.93,264.40,7711.75,0.97
31010,Altsasu/Alsasua,2020-01-01,2,162,0.99,276.37,19309.63,0.99
31011,Allín,2020-01-01,7,94,0.93,574.01,12757.80,0.96
31012,Allo,2020-01-01,0,48,1.00,0.00,7416.38,1.00
31013,Améscoa Baja,2020-01-01,5,113,0.96,190.53,11877.40,0.98
31014,Ancín,2020-01-01,2,39,0.95,384.33,6636.34,0.94
31015,Andosilla,2020-01-01,11,106,0.90,736.79,15201.59,0.95
31016,Ansoáin,2020-01-01,1,58,0.98,161.75,10537.47,0.98
31017,Anue,2020-01-01,1,56,0.98,36.63,5453.35,0.99
31018,Añorbe,2020-01-01,1,31,0.97,16.47,4523.85,1.00
31019,Aoiz/Agoitz,2020-01-01,11,61,0.82,1435.61,11950.52,0.88
31020,Araitz,2020-01-01,4,29,0.86,121.08,3223.15,0.96
31021,Aranarache,2020-01-01,0,13,1.00,0.00,1470.41,1.00
31022,Arantza,2020-01-01,3,30,0.90,92.41,2392.06,0.96
31023,Aranguren,2020-01-01,62,374,0.83,4900.00,43472.32,0.89
31024,Arano,2020-01-01,0,10,1.00,0.00,703.76,1.00
31025,Arakil,2020-01-01,0,84,1.00,0.00,10288.05,1.00
