id;prov;ccaa;name;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
05001;ES-AV;ES-CL;Adanero;2019-09-01;22;67;0.67;1681.70;7214.26;0.77
05002;ES-AV;ES-CL;La Adrada;2019-09-01;130;188;0.31;27706.10;37798.06;0.27
05005;ES-AV;ES-CL;Albornos;2019-09-01;0;27;1.00;0.00;3350.28;1.00
05007;ES-AV;ES-CL;Aldeanueva de Santa Cruz;2019-09-01;6;25;0.76;780.90;2219.45;0.65
05008;ES-AV;ES-CL;Aldeaseca;2019-09-01;14;14;0.00;2794.33;2794.33;0.00
05010;ES-AV;ES-CL;La Aldehuela;2019-09-01;4;4;0.00;777.02;777.02;0.00
05012;ES-AV;ES-CL;Amavida;2019-09-01;11;14;0.21;1478.12;1789.47;0.17
05013;ES-AV;ES-CL;El Arenal;2019-09-01;40;46;0.13;5171.36;6155.35;0.16
05014;ES-AV;ES-CL;Arenas de San Pedro;2019-09-01;171;256;0.33;30291.88;41379.52;0.27
05015;ES-AV;ES-CL;Arevalillo;2019-09-01;28;28;0.00;2636.58;2636.58;0.00
05016;ES-AV;ES-CL;Arévalo;2019-09-01;40;290;0.86;4763.97;41767.88;0.89
05017;ES-AV;ES-CL;Aveinte;2019-09-01;20;26;0.23;1603.01;3250.53;0.51
05018;ES-AV;ES-CL;Avellaneda;2019-09-01;10;10;0.00;1020.61;1020.61;0.00
05019;ES-AV;ES-CL;Ávila;2019-09-01;341;1560;0.78;37642.91;227553.94;0.83
05021;ES-AV;ES-CL;El Barco de Ávila;2019-09-01;105;132;0.20;14352.45;18589.13;0.23
05022;ES-AV;ES-CL;El Barraco;2019-09-01;193;353;0.45;12517.92;34446.23;0.64
05023;ES-AV;ES-CL;Barromán;2019-09-01;22;22;0.00;3012.87;3012.87;0.00
05024;ES-AV;ES-CL;Becedas;2019-09-01;38;57;0.33;4439.16;6176.78;0.28
05025;ES-AV;ES-CL;Becedillas;2019-09-01;19;26;0.27;1843.99;2946.45;0.37
05026;ES-AV;ES-CL;Bercial de Zapardiel;2019-09-01;15;15;0.00;2673.75;2673.75;0.00
05027;ES-AV;ES-CL;Las Berlanas;2019-09-01;37;37;0.00;6914.05;6914.05;0.00
05029;ES-AV;ES-CL;Bernuy-Zapardiel;2019-09-01;23;23;0.00;3187.15;3187.15;0.00
