id;prov;ccaa;name;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
47001;ES-VA;ES-CL;Adalia;2018-02-01;16;16;0.00;2647.69;2647.69;0.00
47002;ES-VA;ES-CL;Aguasal;2018-02-01;6;19;0.68;236.65;1235.41;0.81
47003;ES-VA;ES-CL;Aguilar de Campos;2018-02-01;21;21;0.00;3805.56;3805.56;0.00
47004;ES-VA;ES-CL;Alaejos;2018-02-01;2;72;0.97;157.96;14555.00;0.99
47005;ES-VA;ES-CL;Alcazarén;2018-02-01;43;64;0.33;5910.36;9789.71;0.40
47006;ES-VA;ES-CL;Aldea de San Miguel;2018-02-01;8;45;0.82;227.90;4421.36;0.95
47007;ES-VA;ES-CL;Aldeamayor de San Martín;2018-02-01;109;362;0.70;19445.69;75553.26;0.74
47008;ES-VA;ES-CL;Almenara de Adaja;2018-02-01;8;8;0.00;742.08;742.08;0.00
47009;ES-VA;ES-CL;Amusquillo;2018-02-01;11;11;0.00;2202.70;2202.70;0.00
47010;ES-VA;ES-CL;Arroyo de la Encomienda;2018-02-01;73;341;0.79;5413.28;71669.25;0.92
47011;ES-VA;ES-CL;Ataquines;2018-02-01;45;46;0.02;6730.57;6916.46;0.03
47012;ES-VA;ES-CL;Bahabón;2018-02-01;5;31;0.84;218.54;3345.66;0.93
47013;ES-VA;ES-CL;Barcial de la Loma;2018-02-01;19;19;0.00;3033.69;3033.69;0.00
47014;ES-VA;ES-CL;Barruelo del Valle;2018-02-01;9;9;0.00;1931.36;1931.36;0.00
47015;ES-VA;ES-CL;Becilla de Valderaduey;2018-02-01;35;35;0.00;5772.71;5772.71;0.00
47016;ES-VA;ES-CL;Benafarces;2018-02-01;15;15;0.00;1977.11;1977.11;0.00
47017;ES-VA;ES-CL;Bercero;2018-02-01;1;34;0.97;62.13;2670.04;0.98
47018;ES-VA;ES-CL;Berceruelo;2018-02-01;1;18;0.94;61.64;1473.77;0.96
47019;ES-VA;ES-CL;Berrueces;2018-02-01;22;28;0.21;2167.64;3119.57;0.31
47020;ES-VA;ES-CL;Bobadilla del Campo;2018-02-01;38;38;0.00;4848.99;4848.99;0.00
47021;ES-VA;ES-CL;Bocigas;2018-02-01;15;15;0.00;1756.90;1756.90;0.00
47022;ES-VA;ES-CL;Bocos de Duero;2018-02-01;7;7;0.00;726.40;726.40;0.00
47023;ES-VA;ES-CL;Boecillo;2018-02-01;142;368;0.61;16082.55;68812.22;0.77
47024;ES-VA;ES-CL;Bolaños de Campos;2018-02-01;34;34;0.00;4784.38;4784.38;0.00
47025;ES-VA;ES-CL;Brahojos de Medina;2018-02-01;20;20;0.00;3326.40;3326.40;0.00
47026;ES-VA;ES-CL;Bustillo de Chaves;2018-02-01;18;18;0.00;2880.66;2880.66;0.00
47027;ES-VA;ES-CL;Cabezón de Pisuerga;2018-02-01;10;130;0.92;1931.92;18624.81;0.90
47028;ES-VA;ES-CL;Cabezón de Valderaduey;2018-02-01;13;13;0.00;1547.97;1547.97;0.00
