28001,ES-M,ES-MD,La Acebeda,2020-12-01,5,12,0.58,163.73,834.70,0.80
28002,ES-M,ES-MD,Ajalvir,2020-12-01,4,126,0.97,242.94,16277.10,0.99
28003,ES-M,ES-MD,Alameda del Valle,2020-12-01,8,42,0.81,698.63,5461.88,0.87
28004,ES-M,ES-MD,El Álamo,2020-12-01,53,278,0.81,3959.73,54184.90,0.93
28005,ES-M,ES-MD,Alcalá de Henares,2020-12-01,368,2386,0.85,29485.25,312846.04,0.91
28006,ES-M,ES-MD,Alcobendas,2020-12-01,509,1614,0.68,33285.31,197004.45,0.83
28007,ES-M,ES-MD,Alcorcón,2020-12-01,108,1140,0.91,6165.69,180403.96,0.97
28008,ES-M,ES-MD,Aldea del Fresno,2020-12-01,35,152,0.77,9932.66,31287.60,0.68
28009,ES-M,ES-MD,Algete,2020-12-01,90,304,0.70,10235.07,69980.55,0.85
28010,ES-M,ES-MD,Alpedrete,2020-12-01,45,406,0.89,3084.03,70357.58,0.96
28011,ES-M,ES-MD,Ambite,2020-12-01,1,80,0.99,239.99,18421.80,0.99
28012,ES-M,ES-MD,Anchuelo,2020-12-01,3,69,0.96,122.05,8782.98,0.99
28013,ES-M,ES-MD,Aranjuez,2020-12-01,78,698,0.89,5314.99,142614.76,0.96
28014,ES-M,ES-MD,Arganda del Rey,2020-12-01,177,968,0.82,18516.40,151250.30,0.88
28015,ES-M,ES-MD,Arroyomolinos,2020-12-01,25,313,0.92,1836.88,71454.60,0.97
28016,ES-M,ES-MD,El Atazar,2020-12-01,4,36,0.89,108.01,2250.37,0.95
28017,ES-M,ES-MD,Batres,2020-12-01,4,87,0.95,928.91,17610.22,0.95
28018,ES-M,ES-MD,Becerril de la Sierra,2020-12-01,24,372,0.94,1397.58,52608.24,0.97
28019,ES-M,ES-MD,Belmonte de Tajo,2020-12-01,2,100,0.98,90.76,10977.67,0.99
28020,ES-M,ES-MD,Berzosa del Lozoya,2020-12-01,13,48,0.73,554.81,4856.20,0.89
28021,ES-M,ES-MD,El Berrueco,2020-12-01,9,58,0.84,917.46,7478.03,0.88
28022,ES-M,ES-MD,Boadilla del Monte,2020-12-01,134,1020,0.87,17576.43,237890.85,0.93
28023,ES-M,ES-MD,El Boalo,2020-12-01,25,411,0.94,2096.10,58095.65,0.96
28024,ES-M,ES-MD,Braojos,2020-12-01,1,45,0.98,24.81,4038.46,0.99
28025,ES-M,ES-MD,Brea de Tajo,2020-12-01,8,56,0.86,1043.44,6510.41,0.84
28026,ES-M,ES-MD,Brunete,2020-12-01,21,232,0.91,3923.98,34975.56,0.89
28027,ES-M,ES-MD,Buitrago del Lozoya,2020-12-01,14,123,0.89,446.13,13063.25,0.97
28028,ES-M,ES-MD,Bustarviejo,2020-12-01,39,196,0.80,3437.47,25309.71,0.86
28029,ES-M,ES-MD,Cabanillas de la Sierra,2020-12-01,6,55,0.89,438.77,10797.68,0.96
28030,ES-M,ES-MD,La Cabrera,2020-12-01,38,222,0.83,2303.88,24248.95,0.90
28031,ES-M,ES-MD,Cadalso de los Vidrios,2020-12-01,1,160,0.99,20.52,29801.97,1.00
28032,ES-M,ES-MD,Camarma de Esteruelas,2020-12-01,23,197,0.88,3097.53,40477.25,0.92
28033,ES-M,ES-MD,Campo Real,2020-12-01,29,163,0.82,2939.05,22794.26,0.87
28034,ES-M,ES-MD,Canencia,2020-12-01,11,60,0.82,275.92,6820.78,0.96
28035,ES-M,ES-MD,Carabaña,2020-12-01,13,113,0.88,888.13,13403.70,0.93
28036,ES-M,ES-MD,Casarrubuelos,2020-12-01,46,153,0.70,3557.79,17507.10,0.80
