id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
04001,Abla,2020-12-01,26,148,0.82,10597.66,875.14,0.92
04002,Abrucena,2020-12-01,7,95,0.93,8028.24,307.15,0.96
04003,Adra,2020-12-01,35,648,0.95,82878.30,3364.35,0.96
04004,Albánchez,2020-12-01,1,65,0.98,7942.35,43.60,0.99
04005,Alboloduy,2020-12-01,7,70,0.90,5634.54,346.76,0.94
04006,Albox,2020-12-01,69,275,0.75,42104.43,12964.76,0.69
04007,Alcolea,2020-12-01,16,74,0.78,5706.51,643.08,0.89
04008,Alcóntar,2020-12-01,12,43,0.72,6666.82,2212.70,0.67
04009,Alcudia de Monteagud,2020-12-01,0,27,1.00,1828.95,0.00,1.00
04010,Alhabia,2020-12-01,63,111,0.43,6792.31,2907.86,0.57
04011,Alhama de Almería,2020-12-01,13,116,0.89,15412.77,1382.61,0.91
04012,Alicún,2020-12-01,1,21,0.95,1631.34,68.72,0.96
04013,Almería,2020-12-01,286,3113,0.91,399275.36,20942.86,0.95
04014,Almócita,2020-12-01,2,30,0.93,2562.30,169.20,0.93
04015,Alsodux,2020-12-01,2,14,0.86,1565.90,572.55,0.63
04016,Antas,2020-12-01,26,175,0.85,23797.51,3407.75,0.86
04017,Arboleas,2020-12-01,30,430,0.93,66911.70,2396.05,0.96
04018,Armuña de Almanzora,2020-12-01,3,35,0.91,4355.15,913.65,0.79
04019,Bacares,2020-12-01,1,47,0.98,3607.53,14.88,1.00
04020,Bayárcal,2020-12-01,19,66,0.71,3193.21,732.75,0.77
04021,Bayarque,2020-12-01,1,35,0.97,3126.93,65.46,0.98
04022,Bédar,2020-12-01,24,111,0.78,13012.42,4367.20,0.66
04023,Beires,2020-12-01,1,34,0.97,1947.51,26.32,0.99
04024,Benahadux,2020-12-01,26,143,0.82,16822.36,1740.66,0.90
04026,Benitagla,2020-12-01,0,28,1.00,1646.50,0.00,1.00
04027,Benizalón,2020-12-01,3,41,0.93,2474.74,151.48,0.94
04028,Bentarique,2020-12-01,3,31,0.90,1983.18,237.05,0.88
04029,Berja,2020-12-01,96,256,0.63,31624.87,9523.92,0.70
04030,Canjáyar,2020-12-01,2,87,0.98,6512.16,90.33,0.99
04031,Cantoria,2020-12-01,66,132,0.50,31297.36,11606.75,0.63
04032,Carboneras,2020-12-01,128,320,0.60,44988.75,13885.48,0.69
04033,Castro de Filabres,2020-12-01,13,51,0.75,2660.79,318.24,0.88
04034,Cóbdar,2020-12-01,0,21,1.00,2214.52,0.00,1.00
04035,Cuevas del Almanzora,2020-12-01,258,626,0.59,75944.22,25881.13,0.66
04036,Chercos,2020-12-01,0,14,1.00,2010.68,0.00,1.00
04037,Chirivel,2020-12-01,16,177,0.91,23539.36,1372.26,0.94
04038,Dalías,2020-12-01,32,179,0.82,14517.33,1242.55,0.91
04041,Enix,2020-12-01,9,62,0.85,5713.13,779.41,0.86
04043,Felix,2020-12-01,5,91,0.95,4889.63,211.11,0.96
04044,Fines,2020-12-01,18,112,0.84,25042.43,1724.99,0.93
04045,Fiñana,2020-12-01,10,155,0.94,15436.98,355.97,0.98
04046,Fondón,2020-12-01,14,91,0.85,9930.42,871.46,0.91
04047,Gádor,2020-12-01,4,118,0.97,9744.96,80.05,0.99
04048,Los Gallardos,2020-12-01,19,93,0.80,15220.42,1133.91,0.93
04049,Garrucha,2020-12-01,36,196,0.82,27948.40,1811.36,0.94
04050,Gérgal,2020-12-01,56,183,0.69,25337.06,8462.53,0.67
04051,Huécija,2020-12-01,0,35,1.00,3742.89,0.00,1.00
04052,Huércal de Almería,2020-12-01,45,508,0.91,69590.39,2964.37,0.96
04053,Huércal-Overa,2020-12-01,240,788,0.70,96078.46,21013.65,0.78
