id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
31001,Abáigar,2020-12-01,4,21,0.81,1834.73,222.43,0.88
31002,Abárzuza/Abartzuza,2020-12-01,7,55,0.87,5382.59,246.63,0.95
31003,Abaurregaina/Abaurrea Alta,2020-12-01,2,25,0.92,3226.41,663.60,0.79
31004,Abaurrepea/Abaurrea Baja,2020-12-01,0,13,1.00,1022.20,0.00,1.00
31005,Aberin,2020-12-01,1,22,0.95,2944.00,53.66,0.98
31006,Ablitas,2020-12-01,2,85,0.98,14574.82,307.69,0.98
31007,Adiós,2020-12-01,0,18,1.00,2137.74,0.00,1.00
31008,Aguilar de Codés,2020-12-01,1,12,0.92,2378.93,29.36,0.99
31009,Aibar/Oibar,2020-12-01,4,60,0.93,7767.77,264.40,0.97
31010,Altsasu/Alsasua,2020-12-01,2,173,0.99,19971.51,110.75,0.99
31011,Allín/Allin,2020-12-01,7,108,0.94,13499.13,1152.95,0.91
31012,Allo,2020-12-01,0,48,1.00,7416.38,0.00,1.00
31013,Améscoa Baja,2020-12-01,4,113,0.96,11878.57,155.36,0.99
31014,Ancín/Antzin,2020-12-01,2,39,0.95,6636.34,384.33,0.94
31015,Andosilla,2020-12-01,11,106,0.90,15201.59,736.79,0.95
31016,Ansoáin/Antsoain,2020-12-01,0,58,1.00,10537.47,0.00,1.00
31017,Anue,2020-12-01,1,65,0.98,6290.49,237.24,0.96
31018,Añorbe,2020-12-01,0,31,1.00,4523.85,0.00,1.00
31019,Aoiz/Agoitz,2020-12-01,6,61,0.90,11950.91,819.86,0.93
31020,Araitz,2020-12-01,2,30,0.93,3214.21,89.60,0.97
31021,Aranarache/Aranaratxe,2020-12-01,0,13,1.00,1470.41,0.00,1.00
31022,Arantza,2020-12-01,0,37,1.00,2889.54,0.00,1.00
31023,Aranguren,2020-12-01,19,394,0.95,42654.58,825.47,0.98
31024,Arano,2020-12-01,0,14,1.00,835.09,0.00,1.00
31025,Arakil,2020-12-01,0,101,1.00,11323.80,0.00,1.00
31026,Aras,2020-12-01,0,44,1.00,3461.86,0.00,1.00
31027,Arbizu,2020-12-01,0,37,1.00,4616.71,0.00,1.00
31028,Arce/Artzi,2020-12-01,1,66,0.98,6603.52,74.76,0.99
31029,Los Arcos,2020-12-01,3,50,0.94,6149.28,244.83,0.96
31030,Arellano,2020-12-01,1,17,0.94,2915.86,42.83,0.99
31031,Areso,2020-12-01,2,39,0.95,5060.08,1619.95,0.68
31032,Arguedas,2020-12-01,15,129,0.88,12947.77,641.78,0.95
31033,Aria,2020-12-01,0,8,1.00,980.10,0.00,1.00
31034,Aribe,2020-12-01,0,5,1.00,380.88,0.00,1.00
31035,Armañanzas,2020-12-01,1,13,0.92,1300.56,79.12,0.94
31036,Arróniz,2020-12-01,1,48,0.98,6794.92,21.98,1.00
31037,Arruazu,2020-12-01,0,16,1.00,1044.77,0.00,1.00
31038,Artajona,2020-12-01,2,75,0.97,11352.93,263.78,0.98
31039,Artazu,2020-12-01,0,11,1.00,1125.61,0.00,1.00
31040,Atetz / Atez,2020-12-01,0,35,1.00,4697.00,0.00,1.00
31041,Ayegui,2020-12-01,7,136,0.95,21669.82,646.36,0.97
31042,Azagra,2020-12-01,4,80,0.95,14106.36,492.05,0.97
31043,Azuelo,2020-12-01,0,12,1.00,1059.21,0.00,1.00
31044,Bakaiku,2020-12-01,0,33,1.00,2821.76,0.00,1.00
31045,Barásoain,2020-12-01,14,50,0.72,6301.84,1506.68,0.76
31046,Barbarin,2020-12-01,0,10,1.00,1456.72,0.00,1.00
31047,Bargota,2020-12-01,1,29,0.97,3844.79,72.57,0.98
31048,Barillas,2020-12-01,1,25,0.96,3531.41,43.84,0.99
31049,Basaburúa Mayor,2020-12-01,2,106,0.98,10920.99,348.20,0.97
31050,Baztan,2020-12-01,37,419,0.91,50051.48,6115.34,0.88
31051,Beire,2020-12-01,1,29,0.97,3719.11,64.16,0.98
31052,Belascoáin,2020-12-01,0,16,1.00,1995.76,0.00,1.00
31053,Berbinzana,2020-12-01,0,35,1.00,4757.27,0.00,1.00
31054,Bertizarana,2020-12-01,3,46,0.93,4519.32,44.19,0.99
31055,Betelu,2020-12-01,0,25,1.00,2912.79,0.00,1.00
31056,Biurrun-Olcoz,2020-12-01,0,43,1.00,5615.24,0.00,1.00
31057,Buñuel,2020-12-01,15,82,0.82,18074.95,1239.41,0.93
31058,Auritz/Burguete,2020-12-01,0,18,1.00,2428.74,0.00,1.00
31059,Burgui/Burgi,2020-12-01,1,25,0.96,3010.24,88.81,0.97
31060,Burlada/Burlata,2020-12-01,3,195,0.98,20056.18,234.75,0.99
31061,El Busto,2020-12-01,1,16,0.94,1932.87,72.40,0.96
31062,Cabanillas,2020-12-01,0,28,1.00,8840.48,0.00,1.00
31063,Cabredo,2020-12-01,0,0,0,0.00,0.00,0
31064,Cadreita,2020-12-01,1,65,0.98,12755.55,70.14,0.99
31065,Caparroso,2020-12-01,6,67,0.91,12025.68,895.53,0.93
31066,Cárcar,2020-12-01,5,48,0.90,9691.54,176.44,0.98
31067,Carcastillo,2020-12-01,5,122,0.96,18482.12,234.28,0.99
31068,Cascante,2020-12-01,19,115,0.83,14781.24,1994.73,0.87
31069,Cáseda,2020-12-01,1,63,0.98,11474.02,1473.71,0.87
31070,Castejón,2020-12-01,16,84,0.81,22382.13,3387.03,0.85
31071,Castillonuevo,2020-12-01,0,7,1.00,554.96,0.00,1.00
31072,Cintruénigo,2020-12-01,13,185,0.93,41967.64,1759.18,0.96
31073,Ziordia,2020-12-01,0,40,1.00,4026.56,0.00,1.00
31074,Cirauqui,2020-12-01,4,65,0.94,5973.44,95.72,0.98
31075,Ciriza,2020-12-01,2,11,0.82,1707.15,171.85,0.90
31076,Cizur,2020-12-01,12,257,0.95,25210.43,926.90,0.96
31077,Corella,2020-12-01,25,183,0.86,30636.76,2141.55,0.93
31078,Cortes,2020-12-01,11,110,0.90,15818.77,377.05,0.98
31079,Desojo,2020-12-01,1,15,0.93,2096.37,58.23,0.97
31080,Dicastillo,2020-12-01,0,28,1.00,4374.04,0.00,1.00
31081,Donamaria,2020-12-01,0,17,1.00,2347.08,0.00,1.00
31082,Etxalar,2020-12-01,1,33,0.97,4068.75,10.63,1.00
31083,Echarri/Etxarri,2020-12-01,0,10,1.00,1027.66,0.00,1.00
31084,Etxarri-Aranatz,2020-12-01,1,128,0.99,13335.86,51.60,1.00
31085,Etxauri,2020-12-01,4,50,0.92,5695.26,156.32,0.97
31086,Valle de Egüés/Eguesibar,2020-12-01,10,428,0.98,67679.60,594.47,0.99
31087,Elgorriaga,2020-12-01,2,12,0.83,1218.31,99.74,0.92
31088,Noáin (Valle de Elorz)/Noain (Elortzibar),2020-12-01,4,195,0.98,29652.43,1001.88,0.97
