id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
15001,Abegondo,2020-12-01,146,156,0.06,31383.40,30718.46,0.02
15002,Ames,2020-12-01,341,490,0.30,72420.75,47093.92,0.35
15003,Aranga,2020-12-01,53,53,0.00,8768.42,8768.42,0.00
15004,Ares,2020-12-01,12,233,0.95,40409.74,782.05,0.98
15005,Arteixo,2020-12-01,323,891,0.64,116055.15,45647.56,0.61
15006,Arzúa,2020-12-01,108,170,0.36,25661.96,16853.90,0.34
15007,A Baña,2020-12-01,123,147,0.16,25187.26,20708.12,0.18
15008,Bergondo,2020-12-01,98,351,0.72,77972.27,10318.55,0.87
15009,Betanzos,2020-12-01,97,273,0.64,33720.22,12784.74,0.62
15010,Boimorto,2020-12-01,29,29,0.00,7583.48,7583.48,0.00
15011,Boiro,2020-12-01,216,321,0.33,45138.96,30750.83,0.32
15012,Boqueixón,2020-12-01,42,66,0.36,13696.37,9263.75,0.32
15013,Brión,2020-12-01,136,168,0.19,30130.85,22485.60,0.25
15014,Cabana de Bergantiños,2020-12-01,284,286,0.01,54230.91,53744.47,0.01
15015,Cabanas,2020-12-01,89,123,0.28,23665.16,17359.24,0.27
15016,Camariñas,2020-12-01,344,473,0.27,50593.42,32438.09,0.36
15017,Cambre,2020-12-01,264,424,0.38,70842.33,52506.44,0.26
15018,A Capela,2020-12-01,73,73,0.00,5819.18,5819.18,0.00
15019,Carballo,2020-12-01,220,600,0.63,123178.44,67097.47,0.46
15020,Carnota,2020-12-01,298,303,0.02,40537.35,40036.32,0.01
15021,Carral,2020-12-01,120,194,0.38,24464.36,12588.36,0.49
15022,Cedeira,2020-12-01,185,325,0.43,40377.40,25551.80,0.37
15023,Cee,2020-12-01,329,398,0.17,47380.20,37816.86,0.20
15024,Cerceda,2020-12-01,37,90,0.59,17424.83,3442.57,0.80
15025,Cerdido,2020-12-01,6,6,0.00,1154.37,1154.37,0.00
15027,Coirós,2020-12-01,44,52,0.15,13353.72,11675.51,0.13
15028,Corcubión,2020-12-01,85,110,0.23,8654.38,6015.12,0.30
15029,Coristanco,2020-12-01,103,134,0.23,26427.20,20234.57,0.23
15030,A Coruña,2020-12-01,23,3005,0.99,295589.57,2021.70,0.99
15031,Culleredo,2020-12-01,132,504,0.74,74737.83,15820.75,0.79
15032,Curtis,2020-12-01,174,255,0.32,33564.66,15992.12,0.52
15033,Dodro,2020-12-01,140,146,0.04,20048.62,19048.84,0.05
15034,Dumbría,2020-12-01,262,262,0.00,23276.55,23276.55,0.00
15035,Fene,2020-12-01,56,230,0.76,43526.49,6813.72,0.84
15036,Ferrol,2020-12-01,445,1198,0.63,156671.09,42637.48,0.73
15037,Fisterra,2020-12-01,198,307,0.36,30597.68,21608.94,0.29
15038,Frades,2020-12-01,31,77,0.60,18259.44,4187.19,0.77
15039,Irixoa,2020-12-01,28,29,0.03,6551.83,6089.79,0.07
15040,Laxe,2020-12-01,173,240,0.28,31401.53,22963.07,0.27
15041,A Laracha,2020-12-01,370,489,0.24,63587.07,45985.27,0.28
15042,Lousame,2020-12-01,170,170,0.00,27407.15,27407.15,0.00
15043,Malpica de Bergantiños,2020-12-01,361,448,0.19,66032.71,58472.20,0.11
15044,Mañón,2020-12-01,131,192,0.32,19169.29,10719.04,0.44
15045,Mazaricos,2020-12-01,475,494,0.04,63440.39,54217.01,0.15
15046,Melide,2020-12-01,231,394,0.41,51300.21,28840.24,0.44
15047,Mesía,2020-12-01,135,135,0.00,7692.08,7692.08,0.00
15048,Miño,2020-12-01,117,225,0.48,35713.98,15710.25,0.56
15049,Moeche,2020-12-01,19,31,0.39,4379.93,2317.21,0.47
15050,Monfero,2020-12-01,100,100,0.00,19540.14,19540.14,0.00
15051,Mugardos,2020-12-01,55,167,0.67,30578.01,5732.58,0.81
15052,Muxía,2020-12-01,420,477,0.12,51575.76,46735.56,0.09
15053,Muros,2020-12-01,330,399,0.17,51822.68,45008.14,0.13
15054,Narón,2020-12-01,165,692,0.76,92723.07,11631.86,0.87
15055,Neda,2020-12-01,61,112,0.46,19799.04,7649.06,0.61
15056,Negreira,2020-12-01,1,169,0.99,25762.38,35.96,1.00
15057,Noia,2020-12-01,137,284,0.52,32755.51,15068.00,0.54
15058,Oleiros,2020-12-01,224,1169,0.81,202910.43,16579.38,0.92
15059,Ordes,2020-12-01,95,196,0.52,37422.76,15955.56,0.57
15060,Oroso,2020-12-01,76,144,0.47,21108.24,12038.76,0.43
15061,Ortigueira,2020-12-01,320,454,0.30,60491.49,37106.13,0.39
15062,Outes,2020-12-01,69,121,0.43,25587.59,14349.38,0.44
15064,Paderne,2020-12-01,78,115,0.32,22671.61,16598.41,0.27
15065,Padrón,2020-12-01,200,251,0.20,37597.20,33067.09,0.12
15066,O Pino,2020-12-01,118,145,0.19,26112.16,20187.88,0.23
15067,A Pobra do Caramiñal,2020-12-01,191,308,0.38,38315.86,17064.51,0.55
15068,Ponteceso,2020-12-01,406,468,0.13,74562.91,64902.63,0.13
15069,Pontedeume,2020-12-01,94,189,0.50,22644.42,11452.26,0.49
15070,As Pontes de García Rodríguez,2020-12-01,162,337,0.52,45623.59,15491.90,0.66
15071,Porto do Son,2020-12-01,162,251,0.35,37560.87,27505.14,0.27
15072,Rianxo,2020-12-01,284,337,0.16,68617.51,60889.75,0.11
