id,name,date,incomplete,total,percentage,length_total,length_incomplete,length_percentage
22001,Abiego,2020-12-01,3,31,0.90,2984.64,218.88,0.93
22002,Abizanda,2020-12-01,21,29,0.28,2080.20,1513.19,0.27
22003,Adahuesca,2020-12-01,3,16,0.81,1629.09,474.86,0.71
22006,Aísa,2020-12-01,22,56,0.61,5490.75,2588.17,0.53
22007,Albalate de Cinca,2020-12-01,43,70,0.39,8626.41,5048.59,0.41
22008,Albalatillo,2020-12-01,5,25,0.80,3083.44,435.67,0.86
22009,Albelda,2020-12-01,10,30,0.67,3308.98,701.04,0.79
22012,Albero Bajo,2020-12-01,9,24,0.63,2827.71,524.39,0.81
22013,Alberuela de Tubo,2020-12-01,24,24,0.00,3977.83,3977.83,0.00
22016,Alcampell / el Campell,2020-12-01,3,55,0.95,5982.10,315.22,0.95
22017,Alcolea de Cinca,2020-12-01,23,52,0.56,7077.54,1912.83,0.73
22018,Alcubierre,2020-12-01,8,32,0.75,4666.69,792.82,0.83
22020,Alfántega,2020-12-01,20,29,0.31,2407.34,1097.66,0.54
22022,Almunia de San Juan,2020-12-01,25,51,0.51,7512.00,1815.06,0.76
22023,Almuniente,2020-12-01,21,42,0.50,6852.98,4681.70,0.32
22024,Alquézar,2020-12-01,19,34,0.44,4473.96,2862.73,0.36
22025,Altorricón / el Torricó,2020-12-01,18,81,0.78,9160.28,1262.66,0.86
22028,Ansó,2020-12-01,5,48,0.90,3310.25,270.07,0.92
22032,Aragüés del Puerto,2020-12-01,6,53,0.89,2615.22,300.92,0.88
22035,Arén,2020-12-01,13,26,0.50,2820.39,1506.89,0.47
22039,Ayerbe,2020-12-01,1,52,0.98,7111.70,63.23,0.99
22040,Azanuy-Alins,2020-12-01,19,31,0.39,3164.01,1910.35,0.40
22041,Azara,2020-12-01,8,8,0.00,1352.09,1352.09,0.00
22042,Azlor,2020-12-01,5,5,0.00,1516.21,1516.21,0.00
22043,Baells,2020-12-01,8,14,0.43,1412.42,1043.75,0.26
22044,Bailo,2020-12-01,38,68,0.44,5511.19,2402.87,0.56
22045,Baldellou,2020-12-01,2,3,0.33,602.86,179.07,0.70
22046,Ballobar,2020-12-01,5,54,0.91,6111.05,449.94,0.93
22047,Banastás,2020-12-01,0,22,1.00,3820.92,0.00,1.00
22048,Barbastro,2020-12-01,99,473,0.79,58351.09,8949.89,0.85
22049,Barbués,2020-12-01,0,11,1.00,1045.71,0.00,1.00
22050,Barbuñales,2020-12-01,7,15,0.53,2464.38,479.97,0.81
22051,Bárcabo,2020-12-01,15,15,0.00,1177.11,1177.11,0.00
22052,Belver de Cinca,2020-12-01,18,41,0.56,7094.07,1736.35,0.76
22053,Benabarre,2020-12-01,34,100,0.66,9978.97,2846.43,0.71
22054,Benasque,2020-12-01,84,141,0.40,14589.85,8754.53,0.40
22055,Berbegal,2020-12-01,11,36,0.69,3192.91,966.63,0.70
22057,Bielsa,2020-12-01,23,43,0.47,4148.84,2053.55,0.51
22058,Bierge,2020-12-01,11,40,0.73,3643.69,1099.98,0.70
22059,Biescas,2020-12-01,111,321,0.65,26482.61,9694.10,0.63
22060,Binaced,2020-12-01,26,80,0.68,9947.88,1744.14,0.82
22061,Binéfar,2020-12-01,53,244,0.78,31044.32,5897.77,0.81
22062,Bisaurri,2020-12-01,34,37,0.08,2697.94,2419.64,0.10
22063,Biscarrués,2020-12-01,0,20,1.00,2526.98,0.00,1.00
22064,Blecua y Torres,2020-12-01,15,30,0.50,3228.44,1533.03,0.53
22066,Boltaña,2020-12-01,28,83,0.66,9152.55,2894.23,0.68
22067,Bonansa,2020-12-01,5,12,0.58,962.94,277.14,0.71
22068,Borau,2020-12-01,5,14,0.64,943.83,272.05,0.71
22069,Broto,2020-12-01,40,83,0.52,10097.24,4866.26,0.52
22072,Caldearenas,2020-12-01,17,46,0.63,4509.21,1122.18,0.75
