id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
-10305085,Facería 30,2021-03-01,0,0,1,0.00,0.00,1
-10305106,Facería 24,2021-03-01,0,0,1,0.00,0.00,1
-10305118,Facería 21,2021-03-01,0,0,1,0.00,0.00,1
-10305151,Facería 43,2021-03-01,0,0,1,0.00,0.00,1
-10305171,Facería 79,2021-03-01,0,0,1,0.00,0.00,1
-10305184,Facería 40,2021-03-01,0,0,1,0.00,0.00,1
-10305185,Facería 39,2021-03-01,0,0,1,0.00,0.00,1
-10305186,Facería 45,2021-03-01,0,0,1,0.00,0.00,1
-10305188,Facería 85,2021-03-01,0,0,1,0.00,0.00,1
-10305235,Facería 56,2021-03-01,0,0,1,0.00,0.00,1
-10305236,Facería 55,2021-03-01,0,0,1,0.00,0.00,1
-10305272,Facería 28,2021-03-01,0,0,1,0.00,0.00,1
-10305273,Facería 26,2021-03-01,0,0,1,0.00,0.00,1
-10305300,Facería 83,2021-03-01,0,0,1,0.00,0.00,1
-10305330,Facería 37,2021-03-01,0,0,1,0.00,0.00,1
-10305348,Facería 82,2021-03-01,0,0,1,0.00,0.00,1
-10305349,Facería 81,2021-03-01,0,0,1,0.00,0.00,1
-10305385,Facería 76,2021-03-01,0,0,1,0.00,0.00,1
-10305546,Facería 9,2021-03-01,0,0,1,0.00,0.00,1
-10305589,Facería 88,2021-03-01,0,0,1,0.00,0.00,1
-10305605,Facería 91,2021-03-01,0,0,1,0.00,0.00,1
-10305606,Facería 87,2021-03-01,0,0,1,0.00,0.00,1
-10305674,Facería 22,2021-03-01,0,0,1,0.00,0.00,1
-10305675,Facería 104,2021-03-01,0,0,1,0.00,0.00,1
-10305682,Andia,2021-03-01,0,0,1,0.00,0.00,1
31001,Abáigar,2021-03-01,4,21,0.81,222.43,1834.73,0.88
31002,Abárzuza/Abartzuza,2021-03-01,7,55,0.87,246.63,5382.59,0.95
31003,Abaurregaina / Abaurrea Alta,2021-03-01,0,21,1.00,0.00,2516.04,1.00
31004,Abaurrepea / Abaurrea Baja,2021-03-01,0,13,1.00,0.00,1022.20,1.00
31005,Aberin,2021-03-01,1,22,0.95,53.66,2944.00,0.98
31006,Ablitas,2021-03-01,2,85,0.98,307.69,14574.82,0.98
31007,Adiós,2021-03-01,0,18,1.00,0.00,2137.74,1.00
31008,Aguilar de Codés,2021-03-01,1,12,0.92,29.36,2378.93,0.99
31009,Aibar/Oibar,2021-03-01,0,64,1.00,0.00,8088.24,1.00
31010,Altsasu/Alsasua,2021-03-01,0,173,1.00,0.00,19971.46,1.00
31011,Allín / Allin,2021-03-01,10,110,0.91,1273.10,13523.41,0.91
31012,Allo,2021-03-01,0,48,1.00,0.00,7416.38,1.00
31013,Améscoa Baja,2021-03-01,4,113,0.96,155.36,11878.57,0.99
31014,Ancín/Antzin,2021-03-01,2,39,0.95,384.33,6636.34,0.94
31015,Andosilla,2021-03-01,11,106,0.90,736.79,15201.59,0.95
31016,Ansoáin/Antsoain,2021-03-01,0,64,1.00,0.00,11029.74,1.00
31017,Anue,2021-03-01,0,67,1.00,0.00,6189.59,1.00
31018,Añorbe,2021-03-01,0,31,1.00,0.00,4523.30,1.00
31019,Aoiz/Agoitz,2021-03-01,2,61,0.97,127.83,11950.91,0.99
31020,Araitz,2021-03-01,1,31,0.97,4.71,3218.93,1.00
31021,Aranarache/Aranaratxe,2021-03-01,0,13,1.00,0.00,1470.41,1.00
31022,Arantza,2021-03-01,0,37,1.00,0.00,2889.54,1.00
31023,Aranguren,2021-03-01,0,395,1.00,0.00,42725.58,1.00
31024,Arano,2021-03-01,0,14,1.00,0.00,835.09,1.00
31025,Arakil,2021-03-01,0,102,1.00,0.00,11416.82,1.00
31026,Aras,2021-03-01,0,44,1.00,0.00,3461.86,1.00
31027,Arbizu,2021-03-01,0,37,1.00,0.00,4616.71,1.00
31028,Arce/Artzi,2021-03-01,0,72,1.00,0.00,7078.74,1.00
31029,Los Arcos,2021-03-01,3,50,0.94,244.83,6149.28,0.96
31030,Arellano,2021-03-01,1,17,0.94,42.83,2915.86,0.99
31031,Areso,2021-03-01,0,39,1.00,0.00,5060.08,1.00
31032,Arguedas,2021-03-01,15,130,0.88,641.78,12947.77,0.95
31033,Aria,2021-03-01,0,7,1.00,0.00,1137.72,1.00
31034,Aribe,2021-03-01,0,6,1.00,0.00,526.12,1.00
31035,Armañanzas,2021-03-01,1,13,0.92,79.12,1300.56,0.94
31036,Arróniz,2021-03-01,1,48,0.98,21.98,6794.92,1.00
31037,Arruazu,2021-03-01,0,16,1.00,0.00,1044.77,1.00
31038,Artajona,2021-03-01,2,75,0.97,263.78,11352.93,0.98
31039,Artazu,2021-03-01,0,11,1.00,0.00,1125.61,1.00
31040,Atetz / Atez,2021-03-01,0,36,1.00,0.00,4871.28,1.00
31041,Ayegui,2021-03-01,7,136,0.95,646.36,21669.82,0.97
31042,Azagra,2021-03-01,4,80,0.95,492.05,14106.36,0.97
31043,Azuelo,2021-03-01,0,12,1.00,0.00,1059.21,1.00
31044,Bakaiku,2021-03-01,0,33,1.00,0.00,2821.76,1.00
31045,Barásoain,2021-03-01,0,50,1.00,0.00,6301.84,1.00
31046,Barbarin,2021-03-01,0,10,1.00,0.00,1486.98,1.00
31047,Bargota,2021-03-01,1,29,0.97,72.57,3844.79,0.98
31048,Barillas,2021-03-01,1,25,0.96,43.84,3531.41,0.99
31049,Basaburua,2021-03-01,1,112,0.99,230.67,10553.43,0.98
31050,Baztan,2021-03-01,1,423,1.00,106.97,48223.36,1.00
31051,Beire,2021-03-01,1,29,0.97,64.16,3719.11,0.98
31052,Belascoáin,2021-03-01,0,16,1.00,0.00,2020.14,1.00
31053,Berbinzana,2021-03-01,0,35,1.00,0.00,4757.27,1.00
31054,Bertizarana,2021-03-01,0,46,1.00,0.00,4522.33,1.00
31055,Betelu,2021-03-01,0,25,1.00,0.00,2912.79,1.00
31056,Biurrun-Olcoz,2021-03-01,0,43,1.00,0.00,5615.24,1.00
31057,Buñuel,2021-03-01,15,82,0.82,1239.41,18074.95,0.93
31058,Auritz/Burguete,2021-03-01,0,18,1.00,0.00,2428.74,1.00
31059,Burgui/Burgi,2021-03-01,0,25,1.00,0.00,3010.24,1.00
31060,Burlada/Burlata,2021-03-01,3,195,0.98,234.75,20056.18,0.99
31061,El Busto,2021-03-01,1,16,0.94,72.40,1932.87,0.96
31062,Cabanillas,2021-03-01,0,28,1.00,0.00,8840.48,1.00
31063,Cabredo,2021-03-01,0,0,1,0.00,0.00,1
31064,Cadreita,2021-03-01,1,65,0.98,70.14,12755.55,0.99
31065,Caparroso,2021-03-01,6,67,0.91,895.53,12025.68,0.93
31066,Cárcar,2021-03-01,5,48,0.90,176.44,9691.54,0.98
31067,Carcastillo,2021-03-01,5,122,0.96,234.28,18482.12,0.99
31068,Cascante,2021-03-01,19,115,0.83,1994.73,14781.24,0.87
31069,Cáseda,2021-03-01,0,62,1.00,0.00,9691.86,1.00
