id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
-10973818,El Redegüelo,2021-03-01,0,0,1,0.00,0.00,1
-10973901,Los Baldíos,2021-03-01,0,9,1.00,0.00,1961.27,1.00
28001,La Acebeda,2021-03-01,5,12,0.58,163.73,834.70,0.80
28002,Ajalvir,2021-03-01,4,126,0.97,242.94,16277.10,0.99
28003,Alameda del Valle,2021-03-01,8,42,0.81,698.63,5461.88,0.87
28004,El Álamo,2021-03-01,54,279,0.81,3990.45,54215.62,0.93
28005,Alcalá de Henares,2021-03-01,379,2422,0.84,29619.44,312872.62,0.91
28006,Alcobendas,2021-03-01,509,1614,0.68,33285.31,197004.45,0.83
28007,Alcorcón,2021-03-01,118,1173,0.90,6809.06,181284.10,0.96
28008,Aldea del Fresno,2021-03-01,35,152,0.77,9932.66,31287.60,0.68
28009,Algete,2021-03-01,90,304,0.70,10235.07,69981.21,0.85
28010,Alpedrete,2021-03-01,45,406,0.89,3084.12,70335.56,0.96
28011,Ambite,2021-03-01,1,80,0.99,239.99,18421.80,0.99
28012,Anchuelo,2021-03-01,3,69,0.96,122.05,8782.98,0.99
28013,Aranjuez,2021-03-01,97,782,0.88,5315.13,142620.07,0.96
28014,Arganda del Rey,2021-03-01,190,995,0.81,18513.26,151247.22,0.88
28015,Arroyomolinos,2021-03-01,25,313,0.92,1836.88,71454.60,0.97
28016,El Atazar,2021-03-01,5,37,0.86,123.06,2187.92,0.94
28017,Batres,2021-03-01,4,87,0.95,928.91,17610.22,0.95
28018,Becerril de la Sierra,2021-03-01,25,373,0.93,1428.26,52639.08,0.97
28019,Belmonte de Tajo,2021-03-01,2,101,0.98,90.76,10970.26,0.99
28020,Berzosa del Lozoya,2021-03-01,13,48,0.73,554.81,4856.20,0.89
28021,El Berrueco,2021-03-01,10,63,0.84,946.33,7550.71,0.87
28022,Boadilla del Monte,2021-03-01,135,1021,0.87,17694.44,238007.38,0.93
28023,El Boalo,2021-03-01,24,411,0.94,1755.28,58096.29,0.97
28024,Braojos,2021-03-01,1,45,0.98,24.81,4038.46,0.99
28025,Brea de Tajo,2021-03-01,8,56,0.86,1043.44,6510.41,0.84
28026,Brunete,2021-03-01,21,232,0.91,3923.98,34975.10,0.89
28027,Buitrago del Lozoya,2021-03-01,16,126,0.87,452.10,13045.85,0.97
28028,Bustarviejo,2021-03-01,39,196,0.80,3437.47,25309.71,0.86
28029,Cabanillas de la Sierra,2021-03-01,6,55,0.89,438.77,10797.68,0.96
28030,La Cabrera,2021-03-01,38,222,0.83,2303.88,24252.79,0.91
28031,Cadalso de los Vidrios,2021-03-01,1,160,0.99,20.52,29801.97,1.00
28032,Camarma de Esteruelas,2021-03-01,24,198,0.88,3097.53,40477.20,0.92
28033,Campo Real,2021-03-01,29,163,0.82,2939.05,22794.26,0.87
28034,Canencia,2021-03-01,11,60,0.82,275.92,6820.78,0.96
28035,Carabaña,2021-03-01,13,113,0.88,888.13,13403.70,0.93
28036,Casarrubuelos,2021-03-01,46,153,0.70,3557.79,17507.10,0.80
28037,Cenicientos,2021-03-01,9,189,0.95,537.10,18994.75,0.97
28038,Cercedilla,2021-03-01,58,363,0.84,4243.59,48114.32,0.91
28039,Cervera de Buitrago,2021-03-01,5,25,0.80,261.55,2218.54,0.88
28040,Ciempozuelos,2021-03-01,13,296,0.96,2660.33,50243.18,0.95
28041,Cobeña,2021-03-01,30,196,0.85,1722.86,26467.13,0.93
28042,Colmenar del Arroyo,2021-03-01,39,120,0.68,1827.47,15700.86,0.88
28043,Colmenar de Oreja,2021-03-01,84,382,0.78,10887.18,83047.15,0.87
28044,Colmenarejo,2021-03-01,1,337,1.00,9.91,49093.36,1.00
28045,Colmenar Viejo,2021-03-01,170,947,0.82,17663.91,164526.18,0.89
28046,Collado Mediano,2021-03-01,15,268,0.94,1326.71,46505.13,0.97
28047,Collado Villalba,2021-03-01,15,1058,0.99,407.23,122974.74,1.00
28048,Corpa,2021-03-01,5,38,0.87,607.39,5777.46,0.89
28049,Coslada,2021-03-01,38,606,0.94,1787.21,85635.11,0.98
28050,Cubas de la Sagra,2021-03-01,6,131,0.95,667.42,24772.39,0.97
28051,Chapinería,2021-03-01,32,133,0.76,4525.96,24380.24,0.81
28052,Chinchón,2021-03-01,39,202,0.81,11232.28,38840.71,0.71
28053,Daganzo de Arriba,2021-03-01,29,200,0.86,2456.92,37348.44,0.93
28054,El Escorial,2021-03-01,46,431,0.89,5614.29,90374.26,0.94
28055,Estremera,2021-03-01,8,123,0.93,3512.49,16349.81,0.79
28056,Fresnedillas de la Oliva,2021-03-01,11,106,0.90,272.50,11467.69,0.98
28057,Fresno de Torote,2021-03-01,14,97,0.86,1196.27,26312.82,0.95
28058,Fuenlabrada,2021-03-01,66,763,0.91,7969.90,114020.18,0.93
28059,Fuente el Saz de Jarama,2021-03-01,26,145,0.82,1617.03,24805.95,0.93
28060,Fuentidueña de Tajo,2021-03-01,5,139,0.96,748.91,21275.72,0.96
28061,Galapagar,2021-03-01,10,1085,0.99,381.40,166528.18,1.00
28062,Garganta de los Montes,2021-03-01,39,92,0.58,3628.73,9812.94,0.63
28063,Gargantilla del Lozoya y Pinilla de Buitrago,2021-03-01,30,83,0.64,3925.71,11837.44,0.67
28064,Gascones,2021-03-01,10,27,0.63,702.72,2671.27,0.74
28065,Getafe,2021-03-01,428,2002,0.79,36021.63,291998.81,0.88
28066,Griñón,2021-03-01,11,339,0.97,812.08,56455.85,0.99
28067,Guadalix de la Sierra,2021-03-01,42,216,0.81,2655.92,37132.56,0.93
28068,Guadarrama,2021-03-01,69,579,0.88,4014.65,87380.55,0.95
28069,La Hiruela,2021-03-01,6,16,0.63,264.97,1525.37,0.83
28070,Horcajo de la Sierra-Aoslos,2021-03-01,7,27,0.74,277.63,1904.81,0.85
28071,Horcajuelo de la Sierra,2021-03-01,10,19,0.47,657.71,1925.27,0.66
28072,Hoyo de Manzanares,2021-03-01,1,342,1.00,77.59,53908.32,1.00
28073,Humanes de Madrid,2021-03-01,29,213,0.86,1807.54,29440.27,0.94
28074,Leganés,2021-03-01,267,1636,0.84,16524.43,219327.88,0.92
28075,Loeches,2021-03-01,66,314,0.79,6341.12,42566.74,0.85
28076,Lozoya,2021-03-01,18,58,0.69,1203.57,7858.27,0.85
28078,Madarcos,2021-03-01,6,19,0.68,306.41,1773.83,0.83
28079,Madrid,2021-03-01,636,19999,0.97,57646.44,2848769.03,0.98
28080,Majadahonda,2021-03-01,27,1032,0.97,1601.14,153495.88,0.99
28082,Manzanares el Real,2021-03-01,13,406,0.97,854.90,61793.86,0.99
28083,Meco,2021-03-01,67,398,0.83,4819.15,64549.21,0.93
28084,Mejorada del Campo,2021-03-01,40,333,0.88,5438.05,64969.82,0.92
28085,Miraflores de la Sierra,2021-03-01,39,403,0.90,4673.13,54376.54,0.91
28086,El Molar,2021-03-01,46,185,0.75,5314.57,30101.40,0.82
28087,Los Molinos,2021-03-01,59,295,0.80,5946.10,49553.13,0.88
28088,Montejo de la Sierra,2021-03-01,9,23,0.61,663.79,2376.34,0.72
