id,name,date,incomplete,total,percentage,length_incomplete,length_total,length_percentage
33001,Allande,2021-03-01,388,399,0.03,41092.83,42605.50,0.04
33002,Aller,2021-03-01,254,347,0.27,24298.12,35694.80,0.32
33003,Amieva,2021-03-01,76,76,0.00,9027.51,9027.51,0.00
33004,Avilés,2021-03-01,290,1000,0.71,33052.77,114019.02,0.71
33005,Belmonte de Miranda,2021-03-01,126,158,0.20,13991.97,15965.64,0.12
33006,Bimenes,2021-03-01,44,44,0.00,5522.27,5522.27,0.00
33007,Boal,2021-03-01,47,55,0.15,12030.45,14498.03,0.17
33008,Cabrales,2021-03-01,9,105,0.91,241.13,5456.99,0.96
33009,Cabranes,2021-03-01,78,78,0.00,7787.08,7787.08,0.00
33010,Candamo,2021-03-01,23,23,0.00,3914.63,3914.63,0.00
33011,Cangas del Narcea,2021-03-01,1256,1339,0.06,135797.08,145480.50,0.07
33012,Cangas de Onís,2021-03-01,184,244,0.25,20469.19,26344.85,0.22
33013,Caravia,2021-03-01,4,67,0.94,84.19,7975.47,0.99
33014,Carreño,2021-03-01,107,266,0.60,12430.69,30469.14,0.59
33015,Caso,2021-03-01,196,226,0.13,21924.86,25480.24,0.14
33016,Castrillón,2021-03-01,211,427,0.51,45411.26,85192.47,0.47
33017,Castropol,2021-03-01,209,277,0.25,36896.05,47934.06,0.23
33018,Coaña,2021-03-01,129,135,0.04,26632.62,27354.68,0.03
33019,Colunga,2021-03-01,222,284,0.22,29593.46,42918.41,0.31
33020,Corvera de Asturias,2021-03-01,117,297,0.61,15913.16,39284.48,0.59
33021,Cudillero,2021-03-01,277,288,0.04,59857.49,61262.11,0.02
33022,Degaña,2021-03-01,82,82,0.00,8869.01,8869.01,0.00
33023,El Franco,2021-03-01,57,81,0.30,11291.29,18695.84,0.40
33024,Gijón/Xixón,2021-03-01,217,3327,0.93,16438.44,384287.66,0.96
33025,Gozón,2021-03-01,106,257,0.59,22705.37,41158.06,0.45
33026,Grau/Grado,2021-03-01,160,300,0.47,29273.29,42628.91,0.31
33027,Grandas de Salime,2021-03-01,153,177,0.14,20678.40,23567.13,0.12
33028,Ibias,2021-03-01,339,339,0.00,39025.09,39025.09,0.00
33029,Illano,2021-03-01,43,43,0.00,17782.95,17782.95,0.00
33030,Illas,2021-03-01,6,11,0.45,1604.35,2339.57,0.31
33031,Llangréu/Langreo,2021-03-01,216,856,0.75,27791.13,99210.99,0.72
33032,Laviana,2021-03-01,250,319,0.22,26969.32,37579.63,0.28
33033,Lena,2021-03-01,566,694,0.18,48186.03,59866.52,0.20
33034,Valdés,2021-03-01,398,551,0.28,113187.00,133698.89,0.15
33035,Llanera,2021-03-01,145,348,0.58,24275.07,52262.11,0.54
33036,Llanes,2021-03-01,502,699,0.28,58141.87,82433.88,0.29
33037,Mieres,2021-03-01,355,617,0.42,47646.44,76758.13,0.38
33038,Morcín,2021-03-01,86,88,0.02,9375.16,9968.20,0.06
33039,Muros de Nalón,2021-03-01,46,107,0.57,6586.26,15613.53,0.58
33040,Nava,2021-03-01,103,158,0.35,21509.18,28288.93,0.24
33041,Navia,2021-03-01,219,298,0.27,53277.54,61839.96,0.14
33042,Noreña,2021-03-01,46,211,0.78,1877.57,19390.93,0.90
33043,Onís,2021-03-01,65,65,0.00,7266.78,7266.78,0.00
