id;prov;ccaa;name;date;incomplete;total;percentage;length_incomplete;length_total;length_percentage
02001;ES-AB;ES-CM;Abengibre;2017-02-01;19;57;0.67;1620.22;8217.66;0.80
02002;ES-AB;ES-CM;Alatoz;2017-02-01;19;45;0.58;2102.94;7274.29;0.71
02003;ES-AB;ES-CM;Albacete;2017-02-01;393;1993;0.80;59973.50;348870.04;0.83
02004;ES-AB;ES-CM;Albatana;2017-02-01;29;71;0.59;2759.36;9780.55;0.72
02005;ES-AB;ES-CM;Alborea;2017-02-01;30;53;0.43;3041.78;8645.39;0.65
02006;ES-AB;ES-CM;Alcadozo;2017-02-01;52;106;0.51;4120.26;12978.34;0.68
02007;ES-AB;ES-CM;Alcalá del Júcar;2017-02-01;98;200;0.51;9840.68;24112.24;0.59
02008;ES-AB;ES-CM;Alcaraz;2017-02-01;88;179;0.51;7551.10;19459.72;0.61
02009;ES-AB;ES-CM;Almansa;2017-02-01;91;374;0.76;14939.37;79312.24;0.81
02010;ES-AB;ES-CM;Alpera;2017-02-01;26;94;0.72;3751.13;18239.01;0.79
02011;ES-AB;ES-CM;Ayna;2017-02-01;115;138;0.17;8936.98;12131.69;0.26
02012;ES-AB;ES-CM;Balazote;2017-02-01;84;138;0.39;10552.10;20034.14;0.47
02013;ES-AB;ES-CM;Balsa de Ves;2017-02-01;25;87;0.71;2103.52;9460.18;0.78
02014;ES-AB;ES-CM;El Ballestero;2017-02-01;12;48;0.75;1299.91;7266.73;0.82
02015;ES-AB;ES-CM;Barrax;2017-02-01;41;143;0.71;5842.40;24329.29;0.76
02016;ES-AB;ES-CM;Bienservida;2017-02-01;19;62;0.69;1510.39;8213.79;0.82
02017;ES-AB;ES-CM;Bogarra;2017-02-01;139;185;0.25;7732.86;12639.00;0.39
02018;ES-AB;ES-CM;Bonete;2017-02-01;20;52;0.62;1618.22;7142.60;0.77
02019;ES-AB;ES-CM;El Bonillo;2017-02-01;44;116;0.62;9737.62;26288.20;0.63
02020;ES-AB;ES-CM;Carcelén;2017-02-01;40;58;0.31;2497.35;6505.40;0.62
02021;ES-AB;ES-CM;Casas de Juan Núñez;2017-02-01;18;69;0.74;3210.97;14645.33;0.78
02022;ES-AB;ES-CM;Casas de Lázaro;2017-02-01;62;102;0.39;4884.43;9799.43;0.50
02023;ES-AB;ES-CM;Casas de Ves;2017-02-01;30;59;0.49;4767.27;12448.26;0.62
02024;ES-AB;ES-CM;Casas-Ibáñez;2017-02-01;31;182;0.83;2819.18;30138.82;0.91
02025;ES-AB;ES-CM;Caudete;2017-02-01;115;294;0.61;17092.75;55263.51;0.69
02026;ES-AB;ES-CM;Cenizate;2017-02-01;22;73;0.70;1830.50;11996.93;0.85
02027;ES-AB;ES-CM;Corral-Rubio;2017-02-01;22;33;0.33;1520.12;3468.54;0.56
02029;ES-AB;ES-CM;Chinchilla de Monte-Aragón;2017-02-01;156;359;0.57;9724.99;39587.14;0.75
02030;ES-AB;ES-CM;Elche de la Sierra;2017-02-01;192;429;0.55;12425.30;41351.88;0.70
02031;ES-AB;ES-CM;Férez;2017-02-01;53;95;0.44;3050.88;7915.46;0.61
02032;ES-AB;ES-CM;Fuensanta;2017-02-01;32;78;0.59;1542.59;6927.44;0.78
02033;ES-AB;ES-CM;Fuente-Álamo;2017-02-01;38;159;0.76;3524.24;24559.07;0.86
02034;ES-AB;ES-CM;Fuentealbilla;2017-02-01;63;137;0.54;6492.46;18344.83;0.65
02035;ES-AB;ES-CM;La Gineta;2017-02-01;81;179;0.55;7208.78;25119.24;0.71
02036;ES-AB;ES-CM;Golosalvo;2017-02-01;3;28;0.89;105.39;2509.19;0.96
02037;ES-AB;ES-CM;Hellín;2017-02-01;263;882;0.70;27649.50;118981.82;0.77
02038;ES-AB;ES-CM;La Herrera;2017-02-01;27;44;0.39;2742.81;6310.99;0.57
02039;ES-AB;ES-CM;Higueruela;2017-02-01;76;135;0.44;4615.36;14327.03;0.68
02040;ES-AB;ES-CM;Hoya-Gonzalo;2017-02-01;26;52;0.50;3222.21;6980.42;0.54
02041;ES-AB;ES-CM;Jorquera;2017-02-01;6;52;0.88;538.83;5691.88;0.91
02042;ES-AB;ES-CM;Letur;2017-02-01;181;334;0.46;9870.53;19961.25;0.51
02043;ES-AB;ES-CM;Lezuza;2017-02-01;74;200;0.63;6393.93;23010.34;0.72
02044;ES-AB;ES-CM;Liétor;2017-02-01;70;154;0.55;3403.15;12308.24;0.72
02045;ES-AB;ES-CM;Madrigueras;2017-02-01;29;222;0.87;3009.20;35265.51;0.91
02046;ES-AB;ES-CM;Mahora;2017-02-01;25;91;0.73;2744.06;13245.89;0.79
02047;ES-AB;ES-CM;Masegoso;2017-02-01;68;86;0.21;4728.67;7819.62;0.40
02048;ES-AB;ES-CM;Minaya;2017-02-01;11;88;0.88;1075.42;19625.70;0.95
02049;ES-AB;ES-CM;Molinicos;2017-02-01;262;305;0.14;16351.97;21294.40;0.23
02050;ES-AB;ES-CM;Montalvos;2017-02-01;32;47;0.32;7821.09;9450.07;0.17
02051;ES-AB;ES-CM;Montealegre del Castillo;2017-02-01;13;97;0.87;1112.61;13885.13;0.92
02052;ES-AB;ES-CM;Motilleja;2017-02-01;14;52;0.73;752.52;6737.74;0.89
02053;ES-AB;ES-CM;Munera;2017-02-01;49;207;0.76;7138.64;36247.82;0.80
02054;ES-AB;ES-CM;Navas de Jorquera;2017-02-01;18;55;0.67;1088.36;6204.30;0.82
02055;ES-AB;ES-CM;Nerpio;2017-02-01;243;318;0.24;17133.00;22013.85;0.22
02056;ES-AB;ES-CM;Ontur;2017-02-01;30;90;0.67;2840.37;15230.63;0.81
02057;ES-AB;ES-CM;Ossa de Montiel;2017-02-01;33;130;0.75;5420.09;27883.41;0.81
02058;ES-AB;ES-CM;Paterna del Madera;2017-02-01;65;86;0.24;4289.18;6690.37;0.36
02059;ES-AB;ES-CM;Peñascosa;2017-02-01;69;93;0.26;4582.28;7703.39;0.41
02060;ES-AB;ES-CM;Peñas de San Pedro;2017-02-01;180;223;0.19;10897.57;18225.13;0.40
02061;ES-AB;ES-CM;Pétrola;2017-02-01;25;72;0.65;1474.35;10502.29;0.86
02062;ES-AB;ES-CM;Povedilla;2017-02-01;5;55;0.91;188.11;4229.05;0.96
02063;ES-AB;ES-CM;Pozohondo;2017-02-01;133;249;0.47;7524.15;24738.75;0.70
02064;ES-AB;ES-CM;Pozo-Lorente;2017-02-01;20;49;0.59;1567.80;6293.05;0.75
02065;ES-AB;ES-CM;Pozuelo;2017-02-01;40;62;0.35;3444.01;6785.80;0.49
02066;ES-AB;ES-CM;La Recueja;2017-02-01;2;48;0.96;60.35;3606.93;0.98
02067;ES-AB;ES-CM;Riópar;2017-02-01;68;166;0.59;6076.83;18612.26;0.67
02068;ES-AB;ES-CM;Robledo;2017-02-01;29;100;0.71;3595.55;11084.14;0.68
02069;ES-AB;ES-CM;La Roda;2017-02-01;214;463;0.54;21461.94;71944.70;0.70
02070;ES-AB;ES-CM;Salobre;2017-02-01;30;89;0.66;1381.42;8896.08;0.84
02071;ES-AB;ES-CM;San Pedro;2017-02-01;46;86;0.47;2659.89;11069.45;0.76
02072;ES-AB;ES-CM;Socovos;2017-02-01;67;186;0.64;4740.47;18979.86;0.75
02073;ES-AB;ES-CM;Tarazona de la Mancha;2017-02-01;29;175;0.83;4475.42;31881.00;0.86
02074;ES-AB;ES-CM;Tobarra;2017-02-01;247;477;0.48;20064.86;53920.23;0.63
02075;ES-AB;ES-CM;Valdeganga;2017-02-01;24;100;0.76;1918.77;16641.71;0.88
02077;ES-AB;ES-CM;Villa de Ves;2017-02-01;5;39;0.87;327.53;3455.73;0.91
02078;ES-AB;ES-CM;Villalgordo del Júcar;2017-02-01;20;89;0.78;2326.93;13188.69;0.82
02079;ES-AB;ES-CM;Villamalea;2017-02-01;21;169;0.88;2310.06;29059.52;0.92
02080;ES-AB;ES-CM;Villapalacios;2017-02-01;13;66;0.80;776.95;7363.32;0.89
02081;ES-AB;ES-CM;Villarrobledo;2017-02-01;183;590;0.69;31672.80;124530.64;0.75
02082;ES-AB;ES-CM;Villatoya;2017-02-01;35;48;0.27;2883.80;4035.72;0.29
02083;ES-AB;ES-CM;Villavaliente;2017-02-01;6;28;0.79;438.81;3857.86;0.89
02085;ES-AB;ES-CM;Viveros;2017-02-01;6;54;0.89;340.29;6369.73;0.95
02901;ES-AB;ES-CM;Pozo Cañada;2017-02-01;23;98;0.77;1850.76;13209.49;0.86
